"Lokasyon","Kabinet","PortGroup","Alias","PortWWN","PortCount"
"Ankara","HW001_SOL5","PG2_197_188","HW001_SOL5_PG2_197_188","29:90:a8:d4:e0:5d:d4:dc","8"
"Ankara","HW001_SOL5","PG3_197_188","HW001_SOL5_PG3_197_188","28:21:cc:bc:e3:01:6e:27","8"
"Ankara","HW001_SOL5","PG3_197_188","HW001_SOL5_PG3_197_188","28:b1:cc:bc:e3:01:6e:27","8"
"Ankara","HW001_SOL5","PG3_197_188","HW001_SOL5_PG3_197_188","29:01:cc:bc:e3:01:6e:27","8"
"Ankara","HW001_SOL5","PG3_197_188","HW001_SOL5_PG3_197_188","29:91:cc:bc:e3:01:6e:27","8"
"Ankara","HW001_SOL5","PG3_197_188","HW001_SOL5_PG3_197_188","28:11:a8:d4:e0:5d:d4:dc","8"
"Ankara","HW001_SOL5","PG3_197_188","HW001_SOL5_PG3_197_188","28:b1:a8:d4:e0:5d:d4:dc","8"
"Ankara","HW001_SOL5","PG3_197_188","HW001_SOL5_PG3_197_188","29:01:a8:d4:e0:5d:d4:dc","8"
"Ankara","HW001_SOL5","PG3_197_188","HW001_SOL5_PG3_197_188","29:91:a8:d4:e0:5d:d4:dc","8"
"Ankara","HW001_SOL5","PG4_191_194","HW001_SOL5_PG4_191_194","28:20:cc:bc:e3:01:6e:27","8"
"Ankara","HW001_SOL5","PG4_191_194","HW001_SOL5_PG4_191_194","28:c0:cc:bc:e3:01:6e:27","8"
"Ankara","HW001_SOL5","PG4_191_194","HW001_SOL5_PG4_191_194","28:f0:cc:bc:e3:01:6e:27","8"
"Ankara","HW001_SOL5","PG4_191_194","HW001_SOL5_PG4_191_194","29:a0:cc:bc:e3:01:6e:27","8"
"Ankara","HW001_SOL5","PG4_191_194","HW001_SOL5_PG4_191_194","28:10:a8:d4:e0:5d:d4:dc","8"
"Ankara","HW001_SOL5","PG4_191_194","HW001_SOL5_PG4_191_194","28:c0:a8:d4:e0:5d:d4:dc","8"
"Ankara","HW001_SOL5","PG4_191_194","HW001_SOL5_PG4_191_194","28:f0:a8:d4:e0:5d:d4:dc","8"
"Ankara","HW001_SOL5","PG4_191_194","HW001_SOL5_PG4_191_194","29:a0:a8:d4:e0:5d:d4:dc","8"
"Ankara","HW001_SOL5","PG5_191_194","HW001_SOL5_PG5_191_194","28:12:cc:bc:e3:01:6e:27","8"
"Ankara","HW001_SOL5","PG5_191_194","HW001_SOL5_PG5_191_194","28:c1:cc:bc:e3:01:6e:27","8"
"Ankara","HW001_SOL5","PG5_191_194","HW001_SOL5_PG5_191_194","29:00:cc:bc:e3:01:6e:27","8"
"Ankara","HW001_SOL5","PG5_191_194","HW001_SOL5_PG5_191_194","29:a1:cc:bc:e3:01:6e:27","8"
"Ankara","HW001_SOL5","PG5_191_194","HW001_SOL5_PG5_191_194","28:20:a8:d4:e0:5d:d4:dc","8"
"Ankara","HW001_SOL5","PG5_191_194","HW001_SOL5_PG5_191_194","28:c1:a8:d4:e0:5d:d4:dc","8"
"Ankara","HW001_SOL5","PG5_191_194","HW001_SOL5_PG5_191_194","29:00:a8:d4:e0:5d:d4:dc","8"
"Ankara","HW001_SOL5","PG5_191_194","HW001_SOL5_PG5_191_194","29:92:a8:d4:e0:5d:d4:dc","8"
"Ankara","HW002_SOL5","PG1_194_191","HW002_SOL5_PG1_194_191","28:10:cc:bc:e3:01:6e:08","8"
"Ankara","HW002_SOL5","PG1_194_191","HW002_SOL5_PG1_194_191","28:c2:cc:bc:e3:01:6e:08","8"
"Ankara","HW002_SOL5","PG1_194_191","HW002_SOL5_PG1_194_191","29:02:cc:bc:e3:01:6e:08","8"
"Ankara","HW002_SOL5","PG1_194_191","HW002_SOL5_PG1_194_191","29:92:cc:bc:e3:01:6e:08","8"
"Ankara","HW002_SOL5","PG1_194_191","HW002_SOL5_PG1_194_191","28:12:a8:d4:e0:5d:d4:a9","8"
"Ankara","HW002_SOL5","PG1_194_191","HW002_SOL5_PG1_194_191","28:c2:a8:d4:e0:5d:d4:a9","8"
"Ankara","HW002_SOL5","PG1_194_191","HW002_SOL5_PG1_194_191","29:02:a8:d4:e0:5d:d4:a9","8"
"Ankara","HW002_SOL5","PG1_194_191","HW002_SOL5_PG1_194_191","29:a1:a8:d4:e0:5d:d4:a9","8"
"Ankara","HW002_SOL5","PG2_197_188","HW002_SOL5_PG2_197_188","28:11:cc:bc:e3:01:6e:08","8"
"Ankara","HW002_SOL5","PG2_197_188","HW002_SOL5_PG2_197_188","28:b0:cc:bc:e3:01:6e:08","8"
"Ankara","HW002_SOL5","PG2_197_188","HW002_SOL5_PG2_197_188","28:f1:cc:bc:e3:01:6e:08","8"
"Ankara","HW002_SOL5","PG2_197_188","HW002_SOL5_PG2_197_188","29:90:cc:bc:e3:01:6e:08","8"
"Ankara","HW002_SOL5","PG2_197_188","HW002_SOL5_PG2_197_188","28:10:a8:d4:e0:5d:d4:a9","8"
"Ankara","HW002_SOL5","PG2_197_188","HW002_SOL5_PG2_197_188","28:b0:a8:d4:e0:5d:d4:a9","8"
"Ankara","HW002_SOL5","PG2_197_188","HW002_SOL5_PG2_197_188","28:f1:a8:d4:e0:5d:d4:a9","8"
"Ankara","HW002_SOL5","PG2_197_188","HW002_SOL5_PG2_197_188","29:90:a8:d4:e0:5d:d4:a9","8"
"Ankara","HW002_SOL5","PG3_194_191","HW002_SOL5_PG3_194_191","28:20:cc:bc:e3:01:6e:08","8"
"Ankara","HW002_SOL5","PG3_194_191","HW002_SOL5_PG3_194_191","28:c0:cc:bc:e3:01:6e:08","8"
"Ankara","HW002_SOL5","PG3_194_191","HW002_SOL5_PG3_194_191","28:f0:cc:bc:e3:01:6e:08","8"
"Ankara","HW002_SOL5","PG3_194_191","HW002_SOL5_PG3_194_191","29:a0:cc:bc:e3:01:6e:08","8"
"Ankara","HW002_SOL5","PG3_194_191","HW002_SOL5_PG3_194_191","28:21:a8:d4:e0:5d:d4:a9","8"
"Ankara","HW002_SOL5","PG3_194_191","HW002_SOL5_PG3_194_191","28:c0:a8:d4:e0:5d:d4:a9","8"
"Ankara","HW002_SOL5","PG3_194_191","HW002_SOL5_PG3_194_191","28:f0:a8:d4:e0:5d:d4:a9","8"
"Ankara","HW002_SOL5","PG3_194_191","HW002_SOL5_PG3_194_191","29:a0:a8:d4:e0:5d:d4:a9","8"
"Ankara","HW002_SOL5","PG4_197_188","HW002_SOL5_PG4_197_188","28:21:cc:bc:e3:01:6e:08","8"
"Ankara","HW002_SOL5","PG4_197_188","HW002_SOL5_PG4_197_188","28:b1:cc:bc:e3:01:6e:08","8"
"Ankara","HW002_SOL5","PG4_197_188","HW002_SOL5_PG4_197_188","29:01:cc:bc:e3:01:6e:08","8"
"Ankara","HW002_SOL5","PG4_197_188","HW002_SOL5_PG4_197_188","29:91:cc:bc:e3:01:6e:08","8"
"Ankara","HW002_SOL5","PG4_197_188","HW002_SOL5_PG4_197_188","28:11:a8:d4:e0:5d:d4:a9","8"
"Ankara","HW002_SOL5","PG4_197_188","HW002_SOL5_PG4_197_188","28:b1:a8:d4:e0:5d:d4:a9","8"
"Ankara","HW002_SOL5","PG4_197_188","HW002_SOL5_PG4_197_188","29:01:a8:d4:e0:5d:d4:a9","8"
"Ankara","HW002_SOL5","PG4_197_188","HW002_SOL5_PG4_197_188","29:91:a8:d4:e0:5d:d4:a9","8"
"Ankara","HW002_SOL5","PG5_194_191","HW002_SOL5_PG5_194_191","28:12:cc:bc:e3:01:6e:08","8"
"Ankara","HW002_SOL5","PG5_194_191","HW002_SOL5_PG5_194_191","28:c1:cc:bc:e3:01:6e:08","8"
"Ankara","HW002_SOL5","PG5_194_191","HW002_SOL5_PG5_194_191","29:00:cc:bc:e3:01:6e:08","8"
"Ankara","HW002_SOL5","PG5_194_191","HW002_SOL5_PG5_194_191","29:a1:cc:bc:e3:01:6e:08","8"
"Ankara","HW002_SOL5","PG5_194_191","HW002_SOL5_PG5_194_191","28:20:a8:d4:e0:5d:d4:a9","8"
"Ankara","HW002_SOL5","PG5_194_191","HW002_SOL5_PG5_194_191","28:c1:a8:d4:e0:5d:d4:a9","8"
"Ankara","HW002_SOL5","PG5_194_191","HW002_SOL5_PG5_194_191","29:00:a8:d4:e0:5d:d4:a9","8"
"Ankara","HW002_SOL5","PG5_194_191","HW002_SOL5_PG5_194_191","29:92:a8:d4:e0:5d:d4:a9","8"
