"Lokasyon","Array ID","Host Name","OS","Provisioned (TB)","Host WWN","Masking View","Storage Group"
"Istanbul","000297600649","ig_fletstdb01","AIX","14.99","51402ec0123fcca4 | 51402ec0123fcca6","mv_fletstdb01","sg_fletstdb01"
"Istanbul","000297600649","ig_kfttstrac02","VMware ESX","0.02","c0507608d4e80180 | c0507608d4e80181 | c0507608d4e80182 | c0507608d4e80183 | c0507608d4e80184 | c0507608d4e80185 | c0507608d4e80186 | c0507608d4e80187 | c0507608d4e80188 | c0507608d4e80189 | c0507608d4e8018a | c0507608d4e8018b | c0507608d4e8018c | c0507608d4e8018d | c0507608d4e8018e | c0507608d4e8018f","mv_kfttstrac0102","sg_kfttstrac0102"
"Istanbul","000297600649","cbprdrac01_ig1","AIX","54.39","210034800dee0de3 | 2100f4c7aa04acb4 | 2100f4c7aa04acb5 | 2100f4c7aa04acdc | 2100f4c7aa04acdd | 2100f4c7aa04acf8 | 2100f4c7aa04acf9 | 2100f4c7aa04ad0e","mv_cbprdrac01_os; mv_cbprdrac_1_hg1_pg1; mv_cbprdrac_2_hg1_pg2; mv_cbprdrac_os_shared; mv_cbprdrac_vote","sg_cbprdrac01_os; sg_cbprdrac_1; sg_cbprdrac_2; sg_cbprdrac_os_shared; sg_cbprdrac_vote"
"Istanbul","000297600649","FBPRDESX_GK","VMware ESX","0","100070b7e420f4ee | 100070b7e420f537 | 100070b7e420f569 | 100070b7e42411e4 | 100070b7e4241276 | 100070b7e424140f | 100070b7e4241458 | 100070b7e42414b7 | 100070b7e42414d2 | 100070b7e4241525 | 10009440c9d00f42 | 10009440c9d00f57 | 10009440c9d07cd8 | 10009440c9d09c24 | 10009440c9d4000c | 10009440c9d4001e | 10009440c9d49009 | 10009440c9d4900c | 51402ec01484291a | 51402ec01484292a","mv_fbprdesx_gk; mv_stoprdapp01_gk; mv_stoprdapp04_gk","sg_fbprdesx_gk; sg_stoprdapp01_gk; sg_stoprdapp04_gk"
"Istanbul","000297600649","ig_idmtstrac01","VMware ESX","2.56","c0507608a6a50152 | c0507608a6a50153 | c0507608a6a50154 | c0507608a6a50155 | c0507608a6a50156 | c0507608a6a50157 | c0507608a6a50158 | c0507608a6a50159 | c0507608a6a5015a | c0507608a6a5015b | c0507608a6a5015c | c0507608a6a5015d | c0507608a6a5015e | c0507608a6a5015f | c0507608a6a50160 | c0507608a6a50161","mv_idmtstrac01; mv_idmtstrac0102","sg_idmtstrac01; sg_idmtstrac0102"
"Istanbul","000297600649","ig_ctmprddb02","AIX","39.26","c0507608d4e80010 | c0507608d4e80011 | c0507608d4e80012 | c0507608d4e80013 | c0507608d4e80014 | c0507608d4e80015 | c0507608d4e80016 | c0507608d4e80017 | c0507608d4e80018 | c0507608d4e80019 | c0507608d4e8001a | c0507608d4e8001b | c0507608d4e8001c | c0507608d4e8001d | c0507608d4e8001e | c0507608d4e8001f","mv_ctmprddb0102; mv_ctmprddb02","sg_ctmprddb0102; sg_ctmprddb02"
"Istanbul","000297600649","ig_cbprddb06","AIX","5","100000109b22e0a5 | 100000109b22e0a6 | 100000109b7d2ba5 | 100000109b7d2ba6 | 100000109b89aa03 | 100000109b89aa04 | 100000109b89ad06 | 100000109b89ad07","mv_cbprddb06_test2","cbprddb06_test2"
"Istanbul","000297600649","ig_ifmtstesx01","VMware ESX","2.5","51402ec01551c828 | 51402ec01551d000","mv_ifmtstesx","sg_ifmtstesx"
"Istanbul","000297600649","ig_msgsprdexc04","Windows","6.86","10009440c90f809f | 10009440c90f9018","mv_msgsprdexc04","sg_msgsprdexc04"
"Istanbul","000297600649","ig_swprdmq04","AIX","0.44","c0507609ef6d0124 | c0507609ef6d0125 | c0507609ef6d0126 | c0507609ef6d0127 | c0507609ef6d0128 | c0507609ef6d0129 | c0507609ef6d012a | c0507609ef6d012b | c0507609ef6d012c | c0507609ef6d012d | c0507609ef6d012e | c0507609ef6d012f | c0507609ef6d0130 | c0507609ef6d0131 | c0507609ef6d0132 | c0507609ef6d0133","mv_swprdmq04; mv_swprdmq0405","sg_swprdmq04; sg_swprdmq0405"
"Istanbul","000297600649","ig_idmtstrac02","VMware ESX","2.56","c0507608d4e80150 | c0507608d4e80151 | c0507608d4e80152 | c0507608d4e80153 | c0507608d4e80154 | c0507608d4e80155 | c0507608d4e80156 | c0507608d4e80157 | c0507608d4e80158 | c0507608d4e80159 | c0507608d4e8015a | c0507608d4e8015b | c0507608d4e8015c | c0507608d4e8015d | c0507608d4e8015e | c0507608d4e8015f","mv_idmtstrac0102; mv_idmtstrac02","sg_idmtstrac0102; sg_idmtstrac02"
"Istanbul","000297600649","ig_msgsprdexc01","Windows","7","10009440c90f3263 | 10009440c90f32f0","mv_msgsprdexc01","sg_msgsprdexc01"
"Istanbul","000297600649","ig_cbprdrac04_ig2","Unknown","52.76","2100f4c7aa050482 | 2100f4c7aa0504b9 | 2100f4c7aa050500 | 2100f4c7aa050501 | 2100f4c7aa051380 | 2100f4c7aa05d2f7 | 2100f4c7aa05d3e2 | 2100f4c7aa05d3e3","mv_cbprdrac04_os; mv_cbprdrac_3_hg2_pg3; mv_cbprdrac_4_hg2_pg4","sg_cbprdrac04_os; sg_cbprdrac_3; sg_cbprdrac_4"
"Istanbul","000297600649","ig_cbprdrac02_ig2","Unknown","52.76","100070b7e413c64c | 100070b7e413cf78 | 100070b7e413cf79 | 100070b7e413cf7e | 100070b7e413cf7f | 100070b7e413cf96 | 100070b7e413cf99 | 100070b7e413cf9a","mv_cbprdrac02_os; mv_cbprdrac_3_hg2_pg3; mv_cbprdrac_4_hg2_pg4","sg_cbprdrac02_os; sg_cbprdrac_3; sg_cbprdrac_4"
"Istanbul","000297600649","ig_ccprdcln11","Windows","12.49","51402ec012cadfc4 | 51402ec012cae86c","mv_ccprdcln11","sg_ccprdcln11"
"Istanbul","000297600649","ig_genprdrac01","Unknown","0.02","2100f4c7aa04ac76 | 2100f4c7aa04ac77 | 2100f4c7aa04ac80 | 2100f4c7aa04ac81 | 2100f4c7aa04aca0 | 2100f4c7aa04aca1 | 2100f4c7aa04acb0 | 2100f4c7aa04acb1","mv_genprdrac_vote","sg_genprdrac_vote"
"Istanbul","000297600649","ig_earprdcln02","Windows","11.55","51402ec012cadff8 | 51402ec012cae894","mv_earprdcln0102","sg_earprdcln0102"
"Istanbul","000297600649","ig_cbtstrac04","VMware ESX","85.77","c05076010f26014e | c05076010f26014f | c05076010f260150 | c05076010f260151 | c05076010f260152 | c05076010f260153 | c05076010f260154 | c05076010f260155 | c050760435a00692 | c050760435a00693 | c050760435a00694 | c050760435a00695 | c050760435a00696 | c050760435a00697 | c050760435a00698 | c050760435a00699","mv_cbtstrac; mv_cbtstrac04","sg_cbtstrac; sg_cbtstrac04"
"Istanbul","000297600649","ig_earprdcln01","Windows","11.55","51402ec012cae224 | 51402ec012cae22e","mv_earprdcln0102","sg_earprdcln0102"
"Istanbul","000297600649","ig_cbtstrac03","VMware ESX","85.77","c05076010f5d016a | c05076010f5d016b | c05076010f5d016c | c05076010f5d016d | c05076010f5d016e | c05076010f5d016f | c05076010f5d0170 | c05076010f5d0171 | c05076010f5d01ae | c05076010f5d01af | c05076010f5d01b0 | c05076010f5d01b1 | c05076010f5d01b2 | c05076010f5d01b3 | c05076010f5d01b4 | c05076010f5d01b5","mv_cbtstrac; mv_cbtstrac03","sg_cbtstrac; sg_cbtstrac03"
"Istanbul","000297700507","ig_stoprdapp06","Linux","0","100000620b42465a | 100000620b42466d","mv_stoprdapp06","sg_stoprdapp06"
"Istanbul","000297700507","ig_almprddb02","AIX","4","51402ec012cae214 | 51402ec012cae46c","mv_almprddb02_gecici","sg_almprddb02_gecici"
"Istanbul","000297700507","ig_cbprdrac86","Unknown","0.02","2100f4c7aa050468 | 2100f4c7aa050469 | 2100f4c7aa050cae | 2100f4c7aa050caf | 2100f4c7aa051044 | 2100f4c7aa051045 | 2100f4c7aa051070 | 2100f4c7aa051071","mv_cbprdrac8586","sg_cbprdrac8586"
"Istanbul","000297700507","ig_cbprdesi02","VMware ESX","4.2","c05076010f26008e | c05076010f26008f | c05076010f260090 | c05076010f260091 | c05076010f260092 | c05076010f260093 | c05076010f260094 | c05076010f260095","mv_cbprdesi02","sg_cbprdesi02"
"Istanbul","000297700507","ig_cbedudb01","VMware ESX","78","c050760435a000f2 | c050760435a000f3 | c050760435a000f4 | c050760435a000f5 | c050760435a000f6 | c050760435a000f7 | c050760435a000f8 | c050760435a000f9 | c050760435a000fa | c050760435a000fb | c050760435a000fc | c050760435a000fd | c050760435a000fe | c050760435a000ff | c050760435a00100 | c050760435a00101","mv_cbedudb01","sg_cbedudb01"
"Istanbul","000297700507","ig_shrimp_new","Unknown","10","51402ec014842286 | 51402ec01484278e | 51402ec014842876 | 51402ec01484288e","mv_shrimp_new_db","sg_shrimp_new_db"
"Istanbul","000297700507","cbprdrac02_ig2","AIX","0.01","100070b7e413c64c | 100070b7e413cf78 | 100070b7e413cf79 | 100070b7e413cf7e | 100070b7e413cf7f | 100070b7e413cf96 | 100070b7e413cf99 | 100070b7e413cf9a","mv_cbprdrac_vote","sg_cbprdrac_vote"
"Istanbul","000297700507","ig_cbprdrac85","Unknown","0.02","2100f4c7aa05108e | 2100f4c7aa05108f | 2100f4c7aa05d192 | 2100f4c7aa05d193 | 2100f4c7aa05d1b6 | 2100f4c7aa05d1b7 | 2100f4c7aa05d2d8 | 2100f4c7aa05d2d9","mv_cbprdrac8586","sg_cbprdrac8586"
"Istanbul","000297700507","ig_cbtstrac02_P10","Unknown","2.86","2100f4c7aa050ce0 | 2100f4c7aa050ce1 | 2100f4c7aa05106e | 2100f4c7aa05106f","mv_cbtstrac; mv_cbtstrac02_P10","sg_cbtstrac; sg_cbtstrac02"
"Istanbul","000297700507","ig_ifmtstesx02","VMware ESX","7.5","51402ec0155228aa | 51402ec015522a1a","mv_btprdlx1821","sg_btprdlx1821"
"Istanbul","000297700507","cbprdrac01_ig2","AIX","0.01","210034800dee0de2 | 2100f4c7aa04ac84 | 2100f4c7aa04ac85 | 2100f4c7aa04acc6 | 2100f4c7aa04acc7 | 2100f4c7aa04acec | 2100f4c7aa04aced | 2100f4c7aa04ad0f","mv_cbprdrac_vote","sg_cbprdrac_vote"
"Istanbul","000297700507","ig_rhprddbb02","VMware ESX","1.31","c0507609efc80118 | c0507609efc80119 | c0507609efc8011a | c0507609efc8011b | c0507609efc8011c | c0507609efc8011d | c0507609efc8011e | c0507609efc8011f | c0507609efc80120 | c0507609efc80121 | c0507609efc80122 | c0507609efc80123 | c0507609efc80124 | c0507609efc80125 | c0507609efc80126 | c0507609efc80127","mv_rhpprddb02","sg_rhpprddb02"
"Istanbul","000297700507","ig_odprdrac01","Unknown","0.02","2100f4c7aa04ac82 | 2100f4c7aa04ac83 | 2100f4c7aa05047a | 2100f4c7aa05047b | 2100f4c7aa0504c4 | 2100f4c7aa0504c5 | 2100f4c7aa0504fc | 2100f4c7aa0504fd | 2100f4c7aa050540 | 2100f4c7aa050541 | 2100f4c7aa050dba | 2100f4c7aa050dbb | 2100f4c7aa05d25c | 2100f4c7aa05d25d | 2100f4c7aa05d2d4 | 2100f4c7aa05d2d5","mv_odprdrac_sys_new","sg_odprdrac_sys_new"
"Istanbul","000297700507","ig_ebsprddmz22","Unknown","0.25","51402ec015523040 | 51402ec015523042","mv_ebsprddmz","sg_ebsprddmz"
"Istanbul","000297700507","ig_cbpredb01","VMware ESX","15.69","c050760436130204 | c050760436130205 | c050760436130206 | c050760436130207 | c050760436130208 | c050760436130209 | c05076043613020a | c05076043613020b | c05076043613020c | c05076043613020d | c05076043613020e | c05076043613020f | c050760436130210 | c050760436130211 | c050760436130212 | c050760436130213","mv_cbpredb01; mv_cbpredb01_klon","sg_cbpredb01; sg_appsync"
"Istanbul","000297700507","ig_kftstrac01","VMware ESX","3.58","c0507608a6a50172 | c0507608a6a50173 | c0507608a6a50174 | c0507608a6a50175 | c0507608a6a50176 | c0507608a6a50177 | c0507608a6a50178 | c0507608a6a50179 | c0507608a6a5017a | c0507608a6a5017b | c0507608a6a5017c | c0507608a6a5017d | c0507608a6a5017e | c0507608a6a5017f | c0507608a6a50180 | c0507608a6a50181","mv_kftstrac01; mv_kfttstrac0102","sg_kfttstrac01; sg_kfttstrac0102"
"Istanbul","000297700507","ig_odprdrac02","Unknown","0.02","2100f4c7aa0504ae | 2100f4c7aa0504af | 2100f4c7aa0504bc | 2100f4c7aa0504bd | 2100f4c7aa05050c | 2100f4c7aa05050d | 2100f4c7aa05137e | 2100f4c7aa05137f | 2100f4c7aa05d130 | 2100f4c7aa05d131 | 2100f4c7aa05d1e2 | 2100f4c7aa05d1e3 | 2100f4c7aa05d1e8 | 2100f4c7aa05d1e9 | 2100f4c7aa05d212 | 2100f4c7aa05d213","mv_odprdrac_sys_new","sg_odprdrac_sys_new"
"Istanbul","000297700507","ig_stoprdapp03","Linux","0","50060b0000c26e3c | 50060b0000c26e3e","mv_stoprdapp03","sg_stoprdapp03"
"Istanbul","000297700507","ig_ccprdcln12","Windows","13.49","51402ec012cae234 | 51402ec012cae244","mv_ccprdcln12","sg_ccprdcln12"
"Istanbul","000297700507","cbprdrac04_ig2","AIX","0.01","2100f4c7aa050482 | 2100f4c7aa0504b9 | 2100f4c7aa050500 | 2100f4c7aa050501 | 2100f4c7aa051380 | 2100f4c7aa05d2f7 | 2100f4c7aa05d3e2 | 2100f4c7aa05d3e3","mv_cbprdrac_vote","sg_cbprdrac_vote"
"Istanbul","000297700507","ig_cbtstrac85","VMware ESX","0.02","c050760c116a008a | c050760c116a008b | c050760c116a008c | c050760c116a008d | c050760c116a008e | c050760c116a008f | c050760c116a0090 | c050760c116a0091 | c050760c116a0092 | c050760c116a0093 | c050760c116a0094 | c050760c116a0095 | c050760c116a0096 | c050760c116a0097 | c050760c116a0098 | c050760c116a0099","mv_cbtstrac8586","sg_cbtstrac8586"
"Istanbul","000297700507","ig_fbprdesx_gk","VMware ESX","0","100070b7e420f4ee | 100070b7e420f537 | 100070b7e420f569 | 100070b7e42411e4 | 100070b7e4241276 | 100070b7e424140f | 100070b7e4241458 | 100070b7e42414b7 | 100070b7e42414d2 | 100070b7e4241525 | 10009440c9d00f42 | 10009440c9d00f57 | 10009440c9d07cd8 | 10009440c9d09c24 | 10009440c9d4000c | 10009440c9d4001e | 10009440c9d49009 | 10009440c9d4900c | 51402ec01484291a | 51402ec01484292a","mv_fbprdesx_gk; mv_stodrcapp04_gk; mv_stoprdapp01_gk","sg_fbprdesx_gk; sg_stoprdapp04_gk; sg_stoprdapp01"
"Istanbul","000297700507","ig_cbtstrac01_P10","Unknown","2.86","2100f4c7aa051096 | 2100f4c7aa051097 | 2100f4c7aa05116a | 2100f4c7aa05116b","mv_cbtstrac; mv_cbtstrac01_phy","sg_cbtstrac; sg_cbtstrac01"
"Istanbul","000297700507","ig_cbtstrac86","VMware ESX","0.02","c050760c116c00b2 | c050760c116c00b3 | c050760c116c00b4 | c050760c116c00b5 | c050760c116c00b6 | c050760c116c00b7 | c050760c116c00b8 | c050760c116c00b9 | c050760c116c00ba | c050760c116c00bb | c050760c116c00bc | c050760c116c00bd | c050760c116c00be | c050760c116c00bf | c050760c116c00c0 | c050760c116c00c1","mv_cbtstrac8586","sg_cbtstrac8586"
"Istanbul","000297700507","ig_odiprdapp01","VMware ESX","1.44","c050760436130150 | c050760436130151 | c050760436130152 | c050760436130153 | c050760436130154 | c050760436130155 | c050760436130156 | c050760436130157 | c050760436130158 | c050760436130159 | c05076043613015a | c05076043613015b | c05076043613015c | c05076043613015d | c05076043613015e | c05076043613015f","mv_odiprdapp01","sg_odiprdapp01"
"Istanbul","000297700507","ig_cbprddb07","AIX","334.6","2100f4c7aa04ac92 | 2100f4c7aa04ac93 | 2100f4c7aa04ac9c | 2100f4c7aa04ac9d | 2100f4c7aa04acba | 2100f4c7aa04acbb | 2100f4c7aa04ad0c | 2100f4c7aa04ad0d","mv_cbprddb07","sg_cbprddb07"
"Istanbul","000297700507","ig_viotstgen02_yeni","VMware ESX","0.64","c050760b140e0028 | c050760b140e0029 | c050760b140e002a | c050760b140e002b | c050760b140e002c | c050760b140e002d | c050760b140e002e | c050760b140e002f | c050760b140e0030 | c050760b140e0031 | c050760b140e0032 | c050760b140e0033 | c050760b140e0034 | c050760b140e0035 | c050760b140e0036 | c050760b140e0037","mv_viotstgen02_npiv","sg_viotstgen02_npiv"
"Istanbul","000297700507","ig_ifmtstesx01","VMware ESX","7.5","51402ec01551c828 | 51402ec01551d000","mv_btprdlx1821","sg_btprdlx1821"
"Istanbul","000297700507","ig_cbprddb06_npiv","AIX","0.59","c050760b140e0000 | c050760b140e0001 | c050760b140e0002 | c050760b140e0003 | c050760b140e0004 | c050760b140e0005 | c050760b140e0006 | c050760b140e0007 | c050760b140e0008 | c050760b140e0009 | c050760b140e000a | c050760b140e000b | c050760b140e000c | c050760b140e000d | c050760b140e000e | c050760b140e000f","mv_cbprddb06_os","sg_cbprddb06_os"
"Istanbul","000297700507","ig_stoprdapp02","Linux","0","10009440c9d03b24 | 10009440c9d09c85","mv_stoprdapp02","sg_stoprdapp02"
"Istanbul","000297700507","ig_kftstrac02","VMware ESX","3.58","c0507608d4e80180 | c0507608d4e80181 | c0507608d4e80182 | c0507608d4e80183 | c0507608d4e80184 | c0507608d4e80185 | c0507608d4e80186 | c0507608d4e80187 | c0507608d4e80188 | c0507608d4e80189 | c0507608d4e8018a | c0507608d4e8018b | c0507608d4e8018c | c0507608d4e8018d | c0507608d4e8018e | c0507608d4e8018f","mv_kftstrac02; mv_kfttstrac0102","sg_kfttstrac02; sg_kfttstrac0102"
"Istanbul","000297700507","ig_cbtstrac04","VMware ESX","2.86","c05076010f26014e | c05076010f26014f | c05076010f260150 | c05076010f260151 | c05076010f260152 | c05076010f260153 | c05076010f260154 | c05076010f260155 | c050760435a00692 | c050760435a00693 | c050760435a00694 | c050760435a00695 | c050760435a00696 | c050760435a00697 | c050760435a00698 | c050760435a00699","mv_cbtstrac; mv_cbtstrac04","sg_cbtstrac; sg_cbtstrac04"
"Istanbul","000297700507","ig_edprdgen04","Unknown","20","51402ec012cb1616 | 51402ec012cb161a","mv_edprdgen04","sg_edprdgen01"
"Istanbul","000297700507","ig_stotstapp02_ICL","Linux","0.2","100070106f750f01 | 100070106f750fb4","mv_stotstapp02_ICL","sg_stotstapp02_ICL"
"Istanbul","000297700507","ig_cbtstrac03","VMware ESX","2.86","c05076010f5d016a | c05076010f5d016b | c05076010f5d016c | c05076010f5d016d | c05076010f5d016e | c05076010f5d016f | c05076010f5d0170 | c05076010f5d0171 | c05076010f5d01ae | c05076010f5d01af | c05076010f5d01b0 | c05076010f5d01b1 | c05076010f5d01b2 | c05076010f5d01b3 | c05076010f5d01b4 | c05076010f5d01b5","mv_cbtstrac; mv_cbtstrac03","sg_cbtstrac; sg_cbtstrac03"
"Istanbul","000297700507","cbprdrac03_ig2","AIX","0.01","100070b7e413c7d5 | 100070b7e413c7d6 | 100070b7e413c900 | 100070b7e413c901 | 100070b7e413cf76 | 100070b7e413cf8a | 100070b7e413cfa2 | 100070b7e413cfa3","mv_cbprdrac_vote","sg_cbprdrac_vote"
"Istanbul","000297700507","ig_ebsprddmz21","Unknown","0.25","51402ec015523110 | 51402ec015523112","mv_ebsprddmz","sg_ebsprddmz"
"Ankara","000220201232","ig_fbdrcesx15","VMware ESX","0","100000620b435e09 | 100000620b435e45","mv_stodrcapp01_gk; mv_stodrcapp02_gk","sg_stodrcapp01_gk; sg_stodrcapp02_gk"
"Ankara","000220201232","ig_fbdrcesx13","VMware ESX","0","100000620b435d36 | 100000620b435d54","mv_stodrcapp01_gk; mv_stodrcapp02_gk","sg_stodrcapp01_gk; sg_stodrcapp02_gk"
"Ankara","000220201232","ig_kkdrcdb02","AIX","18","51402ec001cabba4 | 51402ec001cabba6 | 51402ec001cac2f0 | 51402ec001cac2f2 | 51402ec001cac300 | 51402ec001cac302","mv_kkdrcdb02_backup","sg_kkdrcdb02_backup"
"Ankara","000220201232","ig_fbdrcesx12","VMware ESX","0","100000620b435bb1 | 100000620b435c27","mv_stodrcapp01_gk; mv_stodrcapp02_gk","sg_stodrcapp01_gk; sg_stodrcapp02_gk"
"Ankara","000220201232","ig_kkdrcdb03","AIX","61.56","10009440c9ce3bfc | 10009440c9ce3bfd | 10009440c9ce4b66 | 10009440c9ce4b67 | 10009440c9ce5b78 | 10009440c9ce5b79 | 10009440c9ce6b06 | 10009440c9ce6b07","mv_kkdrcdb03","sg_kkdrcdb03"
"Ankara","000220201232","ig_cbdrcrac02","Unknown","206.56","100000620b3e321b | 100000620b3e321c | 100000620b3e40f9 | 100000620b3e40fa | 100000620b3e41c3 | 100000620b3e41c4 | 100000620b428a72 | 100000620b428a73","mv_cbdrcrac02_os; mv_cbdrcrac_1; mv_cbdrcrac_2; mv_cbdrcrac_3; mv_cbdrcrac_4; mv_cbdrcrac_os_shared","sg_cbdrcrac02_os; sg_cbdrcrac_1; sg_cbdrcrac_2; sg_cbdrcrac_3; sg_cbdrcrac_4; sg_cbdrcrac_os_shared"
"Ankara","000220201232","ig_btdrclx11","VMware ESX","0","10009440c9ce5579 | 10009440c9ce651f","mv_btdrclx11_gk","sg_btdrclx11_gk"
"Ankara","000220201232","ig_cbdrcrac01","Unknown","206.56","100000620b3e1f1b | 100000620b3e1f1c | 100000620b3e1f33 | 100000620b3e1f34 | 100000620b3e1f72 | 100000620b3e1f73 | 100000620b3e49b4 | 100000620b3e49b5","mv_cbdrcrac01_os; mv_cbdrcrac_1; mv_cbdrcrac_2; mv_cbdrcrac_3; mv_cbdrcrac_4; mv_cbdrcrac_os_shared","sg_cbdrcrac01_os; sg_cbdrcrac_1; sg_cbdrcrac_2; sg_cbdrcrac_3; sg_cbdrcrac_4; sg_cbdrcrac_os_shared"
"Ankara","000220201232","ig_fbdrcesx14","VMware ESX","0","100000620b435dc0 | 100000620b435e7b","mv_stodrcapp01_gk; mv_stodrcapp02_gk","sg_stodrcapp01_gk; sg_stodrcapp02_gk"
"Ankara","000297601651","ig_fbdrcesx12","VMware ESX","0","100000620b435bb1 | 100000620b435c27","mv_stodrcapp01_gk; mv_stodrcapp02_gk","sg_stodrcapp01_gk; sg_stodrcapp02_gk"
"Ankara","000297601651","nbudrcmst01","Unknown","13.2","51402ec012cadfb4 | 51402ec012cadfe4 | 51402ec012cadfe8 | 51402ec012cadfec","mv_nbudrcmst01","sg_nbudrcmst01"
"Ankara","000297601651","ig_cbdrcrac86","Unknown","0.02","100000620b3e1e48 | 100000620b3e1e49 | 100000620b3e2215 | 100000620b3e2216 | 100000620b3e223c | 100000620b3e223d | 100000620b3e4ced | 100000620b3e4cee","mv_cbdrcrac85_86_vote","sg_cbdrcrac85-86_vote"
"Ankara","000297601651","ig_oddrcrac02","Unknown","0.02","100000620b3e2433 | 100000620b3e2434 | 100000620b3e40ea | 100000620b3e40eb | 100000620b3e495a | 100000620b3e495b","mv_oddrcrac_vote","sg_oddrcrac_vote"
"Ankara","000297601651","ig_cbdrcrac01","Unknown","0.02","100000620b3e1f1b | 100000620b3e1f1c | 100000620b3e1f33 | 100000620b3e1f34 | 100000620b3e1f72 | 100000620b3e1f73 | 100000620b3e49b4 | 100000620b3e49b5","mv_cbdrcrac_os_shared","sg_cbdrcrac_vote"
"Ankara","000297601651","ig_atmdrcdb01","Windows","37.6","1000b47af16ee97b | 1000b47af16ee97c | 1000b47af16ee9cf | 1000b47af16ee9d0","mv_atmdrcdb01","sg_atmdrcdb01"
"Ankara","000297601651","ig_swcdrcdb01","AIX","0.2","10000090faaf6c04 | 10000090faaf84b6","mv_swcdrcdb01","sg_swcdrcdb01"
"Ankara","000297601651","ig_hstdrcdb02","AIX","35.55","10000090faaf6bb6 | 10000090faaf6bb7","mv_hstdrcdb02","sg_hstdrcdb02"
"Ankara","000297601651","ig_swcdrcdb02","AIX","3.02","1000b47af16e1b5a | 1000b47af16e1b87","mv_swcdrcdb02","sg_swcdrcdb02"
"Ankara","000297601651","ig_cbdrcrac85","Unknown","0.02","100000620b3e3f6c | 100000620b3e3f6d | 100000620b3e436c | 100000620b3e436d | 100000620b3e4842 | 100000620b3e4843 | 100000620b3e4ca8 | 100000620b3e4ca9","mv_cbdrcrac85_86_vote","sg_cbdrcrac85-86_vote"
"Ankara","000297601651","ig_oddrcrac01","Unknown","0.02","100000620b3e2457 | 100000620b3e2458 | 100000620b3e4378 | 100000620b3e4379 | 100000620b3e4884 | 100000620b3e4885 | 100000620b3e4999 | 100000620b3e499a","mv_oddrcrac_vote","sg_oddrcrac_vote"
"Ankara","000297601651","ig_fbdrcesx14","VMware ESX","0","100000620b435dc0 | 100000620b435e7b","mv_stodrcapp01_gk; mv_stodrcapp02_gk","sg_stodrcapp01_gk; sg_stodrcapp02_gk"
"Ankara","000297601651","ig_dbtdrcdb03","AIX","12.5","1000b47af16ee972 | 1000b47af16ee999","mv_dbtdrcdb03","sg_dbtdrcdb03"
"Ankara","000297601651","ig_fbdrcesx13","VMware ESX","0","100000620b435d36 | 100000620b435d54","mv_stodrcapp01_gk; mv_stodrcapp02_gk","sg_stodrcapp01_gk; sg_stodrcapp02_gk"
"Ankara","000297601651","ig_btdrclx11","VMware ESX","0","10009440c9ce5579 | 10009440c9ce651f","mv_unidrclxapp01","sg_unidrclxapp01_gk"
"Ankara","000297601651","ig_kkdrcdb02","AIX","61","51402ec001cabba4 | 51402ec001cabba6 | 51402ec001cac2f0 | 51402ec001cac2f2 | 51402ec001cac300 | 51402ec001cac302","mv_kkdrcdb02","sg_kkdrcdb02"
"Ankara","000297601651","ig_dbtdrcdb02","AIX","12.49","1000b47af16ed8e4 | 1000b47af16ee82a","mv_dbtdrcdb02","sg_dbtdrcdb02"
"Ankara","000297601651","ig_frdrcdb03","AIX","14.49","1000b47af16ee803 | 1000b47af16ee804 | 1000b47af16ee818 | 1000b47af16ee819","mv_frdrcdb03","sg_frdrcdb03"
"Ankara","000297601651","ig_atmdrcdb03","Windows","45.6","1000b47af16ee966 | 1000b47af16ee969","mv_atmdrcdb03","sg_atmdrcdb03"
"Ankara","000297601651","ig_mbdrccln05","Windows","425.05","10009440c9d4b94b | 10009440c9d4b97e","mv_mbdrccln05_arsiv; mv_mbdrccln05_data","sg_mbdrccln05_arsiv; sg_mbdrccln05"
"Ankara","000297601651","ig_kkdrcdb03","AIX","18","10009440c9ce3bfc | 10009440c9ce3bfd | 10009440c9ce4b66 | 10009440c9ce4b67 | 10009440c9ce5b78 | 10009440c9ce5b79 | 10009440c9ce6b06 | 10009440c9ce6b07","mv_kkdrcdb03_backup","sg_kkdrcdb03_backup"
"Ankara","000297601651","ig_swcdrcdb03","AIX","3.02","1000b47af16e1b3c | 1000b47af16e1b57","mv_swcdrcdb03","sg_swcdrcdb03"
"Ankara","000297601651","ig_fbdrcesx15","VMware ESX","0","100000620b435e09 | 100000620b435e45","mv_stodrcapp01_gk; mv_stodrcapp02_gk","sg_stodrcapp01_gk; sg_stodrcapp02_gk"
"Ankara","000297601651","ig_frdrcdb02","AIX","14.49","1000b47af16ed8f9 | 1000b47af16ee81b","mv_frdrcdb02","sg_frdrcdb02"
"Ankara","000297601651","ig_cbdrcrac02","Unknown","0.02","100000620b3e321b | 100000620b3e321c | 100000620b3e40f9 | 100000620b3e40fa | 100000620b3e41c3 | 100000620b3e41c4 | 100000620b428a72 | 100000620b428a73","mv_cbdrcrac_os_shared","sg_cbdrcrac_vote"
"Ankara","000297601653","ig_fbdrcesx15","VMware ESX","0","100000620b435e09 | 100000620b435e45","mv_stodrcapp01_gk; mv_stodrcapp02_gk","sg_stodrcapp01_gk; sg_stodrcapp02_gk"
