"Tarih","Total (GiB)","Used (GiB)","Free (GiB)","Doluluk (%)","Istanbul Pct","Ankara Pct","Bucket Sayisi","Namespace Sayisi","Rep Tasks","Rep Pending","Ist->Ank","Ank->Ist"
"2026-05-17","0","0","0","0","0","0","0","0","1021","182.31 MB","Success","Success"
