"Tarih","Total (GiB)","Used (GiB)","Free (GiB)","Doluluk (%)","Istanbul Pct","Ankara Pct","Bucket Sayisi","Namespace Sayisi","Rep Tasks","Rep Pending","Ist->Ank","Ank->Ist"
"2026-05-15","0","0","0","0","0","0","3","0","0","-","Failed","Failed"
