"Tarih","Total (GiB)","Used (GiB)","Free (GiB)","Doluluk (%)","Istanbul Pct","Ankara Pct","Bucket Sayisi","Namespace Sayisi","Rep Tasks","Rep Pending","Ist->Ank","Ank->Ist"
"2026-05-20","0","1334727.7","-1334727.7","0","0","0","37","0","1110","182.31 MB","Success","Success"
