"Lokasyon","Kabinet","Policy Adi","LUN / Obje","Host","Periyot","Saklama","Durum","Tip"
"Ankara","ANK_CLS","default","HEMENAL_DRC_root","HEMENAL_DRC","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","TSM","vol_audit_test","cbdrcapp_out","1 gun + TSM","2 kopya + 6 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","DEPOT_root","DEPOT","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_ocpdrcdmz10_registry","GENERIC_DRC","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_ocptstdev51_rwm","GENERIC_DRC","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_tngdrcapp","GENERIC_DRC","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_ocpprdcsy51_rwm","GENERIC_DRC","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","TSM","vol_fraud_sasshare_dt","GENERIC_DEVTEST","1 gun + TSM","2 kopya + 6 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","CIGNA_DRC_root","CIGNA_DRC","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","nasprdosk_drc_root","nasprdosk_drc","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_cnftstapp10_dt","GENERIC_DEVTEST","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","TSM","vol_splunkaudit","fsnasdrc01","1 gun + TSM","2 kopya + 6 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_ocpdrcgen11_registry","GENERIC_DRC","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","TSM","vol_dadrcflk","GENERIC_DRC","1 gun + TSM","2 kopya + 6 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","TSM","vol_chatbot_drc","GENERIC_DRC","1 gun + TSM","2 kopya + 6 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_blkdrcapp_01","GENERIC_DRC","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_FSDRCINFRA","FSDRCINFRA","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_ocpdrcdmz11_registry","GENERIC_DRC","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","1daily","vol_cbotdrctstauditlog","GENERIC_DRC","1 gun","1 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","nasprdvidyo_drc","botprdzmapp_drc","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_cbtstsch_dt","GENERIC_DEVTEST","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_ocptstdmz51_rwm","GENERIC_DRC","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_sfddrcmq","GENERIC_DRC","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_prometiaALM_drc","GENERIC_DRC","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","TSM","vol_fraud_sasmeta_dt","GENERIC_DEVTEST","1 gun + TSM","2 kopya + 6 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","nasdrcspa","nasprdosk_drc","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_ffdrccdvapp","GENERIC_DRC","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_baremetal","DEPOT","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","cbdev_session_dt","GENERIC_DEVTEST","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_ocpdrcdmz10_rwm","GENERIC_DRC","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_maedrcapp_prod","cbdrcapp_out","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_ocpdrcgengpu01_registry","GENERIC_DRC","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_tngpreapp_dt","GENERIC_DEVTEST","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","TSM","vol_fraud_sasdepot_dt","GENERIC_DEVTEST","1 gun + TSM","2 kopya + 6 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_fledrcapp","FinansLeasing","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","FBCORETEST_root","FB-CORETEST","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_CLS","default","vol_ocpdrcdmz11_rwm","GENERIC_DRC","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_AFF_CLS_01","none-DR","efficiencytest","svm_test2-mc","-","-","Aktif","NetApp"
"Ankara","ANK_AFF_CLS_01","default-DR","svm_test2_root","svm_test2-mc","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_AFF_CLS_01","none-DR","seal_test","vserver_ldaps2-mc","-","-","Aktif","NetApp"
"Ankara","ANK_AFF_CLS_01","none-DR","TR_coreprod_shared_2_dest","CORE_SESSION-mc","-","-","Aktif","NetApp"
"Ankara","ANK_AFF_CLS_01","none-DR","TR_test_dest","CORE_SESSION-mc","-","-","Aktif","NetApp"
"Ankara","ANK_AFF_CLS_01","default-DR","CORE_SESSION_root","CORE_SESSION-mc","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_AFF_CLS_01","default-DR","GENERIC_AFF2_root","GENERIC_AFF2-mc","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_AFF_CLS_01","default","GENERIC_PROD_root","GENERIC_AFF1","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_AFF_CLS_01","default","backupcommvault_v2","backuptest","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_AFF_CLS_01","none-DR","cbprdapp_session_root_dest","CORE_SESSION-mc","-","-","Aktif","NetApp"
"Ankara","ANK_AFF_CLS_01","default","vserver_ldaps_root","vserver_ldaps","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_AFF_CLS_01","default","CORE_PRINTING_root","CORE_PRINTING","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_AFF_CLS_01","default","backuptest_root","backuptest","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_AFF_CLS_01","default","backupcommvault","backuptest","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_AFF_CLS_01","default-DR","vserver_ldaps2_root","vserver_ldaps2-mc","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_AFF_CLS_01","default","CORE_TEST_PRINTING_root","CORE_TEST_PRINTING","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_AFF_CLS_02","none-DR","vol_ocrm_dest","GENERIC_AFF1-mc","-","-","Aktif","NetApp"
"Ankara","ANK_AFF_CLS_02","default","svm_test2_root","svm_test2","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_AFF_CLS_02","none-DR","cb_test_printing_dt","CORE_TEST_PRINTING-mc","-","-","Aktif","NetApp"
"Ankara","ANK_AFF_CLS_02","none-DR","vol_ocpprdgen02_rwm_dest","GENERIC_AFF1-mc","-","-","Aktif","NetApp"
"Ankara","ANK_AFF_CLS_02","none-DR","vol_ocpprdgen02_registry_dest","GENERIC_AFF1-mc","-","-","Aktif","NetApp"
"Ankara","ANK_AFF_CLS_02","none-DR","vol_cbprdmft_infoe_dest","GENERIC_AFF1-mc","-","-","Aktif","NetApp"
"Ankara","ANK_AFF_CLS_02","none-DR","TR_coretest_shared_2_dt","CORE_TEST_PRINTING-mc","-","-","Aktif","NetApp"
"Ankara","ANK_AFF_CLS_02","none-DR","cb_test_printing1_dt","CORE_TEST_PRINTING-mc","-","-","Aktif","NetApp"
"Ankara","ANK_AFF_CLS_02","none-DR","vol_audit_dest","GENERIC_AFF1-mc","-","-","Aktif","NetApp"
"Ankara","ANK_AFF_CLS_02","default","CORE_SESSION_root","CORE_SESSION","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_AFF_CLS_02","default","GENERIC_AFF2_root","GENERIC_AFF2","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_AFF_CLS_02","default-DR","GENERIC_PROD_root","GENERIC_AFF1-mc","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_AFF_CLS_02","default-DR","backupcommvault_v2","backuptest-mc","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_AFF_CLS_02","default-DR","vserver_ldaps_root","vserver_ldaps-mc","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_AFF_CLS_02","none-DR","vol_ocpprddmz02_registry_dest","GENERIC_AFF1-mc","-","-","Aktif","NetApp"
"Ankara","ANK_AFF_CLS_02","none-DR","audit_log_dest","CORE_PRINTING-mc","-","-","Aktif","NetApp"
"Ankara","ANK_AFF_CLS_02","default-DR","CORE_PRINTING_root","CORE_PRINTING-mc","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_AFF_CLS_02","default-DR","backuptest_root","backuptest-mc","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_AFF_CLS_02","none-DR","uom_printing_reptest_dest","GENERIC_AFF1-mc","-","-","Aktif","NetApp"
"Ankara","ANK_AFF_CLS_02","none-DR","vol_ocpprddmz02_rwm_dest","GENERIC_AFF1-mc","-","-","Aktif","NetApp"
"Ankara","ANK_AFF_CLS_02","default-DR","backupcommvault","backuptest-mc","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_AFF_CLS_02","default","vserver_ldaps2_root","vserver_ldaps2","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_AFF_CLS_02","none-DR","cbprdapp_printing_dest","CORE_PRINTING-mc","-","-","Aktif","NetApp"
"Ankara","ANK_AFF_CLS_02","none-DR","efftest","GENERIC_AFF1-mc","-","-","Aktif","NetApp"
"Ankara","ANK_AFF_CLS_02","none-DR","vol_ebs_dest","GENERIC_AFF1-mc","-","-","Aktif","NetApp"
"Ankara","ANK_AFF_CLS_02","default-DR","CORE_TEST_PRINTING_root","CORE_TEST_PRINTING-mc","1 saat + 1 gun + 1 hafta","6 kopya + 2 kopya + 2 kopya","Aktif","NetApp"
"Ankara","ANK_AFF_CLS_02","none-DR","TR_coretest_shared_2_dest","CORE_PRINTING-mc","-","-","Aktif","NetApp"
