"Lokasyon","Fabric","SwitchName","PortIndex","Slot","Port","Speed","State","Role","PortWWN","Alias","EncOut","CRC","DiscC3","DiscC3Level","SFP"
"Istanbul","B","AI25FC190","682","12","10","16G","Online","Host","10:00:94:40:c9:0f:90:45","Emulex PPN-10:00:94:40:C9:0F:90:45",,,"0","",""
"Istanbul","B","AI25FC190","683","12","11","64G","Online","Host","10:00:00:62:0b:42:45:3c","0",,,"896","alarm",""
"Istanbul","B","AI25FC190","684","12","12","32G","Online","Host","10:00:b4:7a:f1:69:e1:33","Emulex PPN-10:00:b4:7a:f1:69:e1:33",,,"0","",""
"Istanbul","B","AI25FC190","685","12","13","64G","Online","Storage","52:4a:93:77:8a:df:89:90","",,,"0","",""
"Istanbul","B","AI25FC190","686","12","14","32G","Online","Host","29:90:a8:d4:e0:5d:d4:b7","",,,"1","warning",""
"Istanbul","B","AI25FC190","687","12","15","64G","No_Light","Free",,"",,,"0","",""
"Istanbul","B","AI25FC190","688","12","16","32G","Online","Host","21:00:f4:c7:aa:04:ac:92","",,,"0","",""
"Istanbul","B","AI25FC190","689","12","17","32G","Online","Host","10:00:94:40:c9:ce:55:16","1",,,"0","",""
"Istanbul","B","AI25FC190","690","12","18","64G","No_Light","Free",,"",,,"0","",""
"Istanbul","B","AI25FC190","691","12","19","64G","No_Light","Free",,"",,,"0","",""
"Istanbul","B","AI25FC190","692","12","20","32G","Online","Host","29:90:cc:bc:e3:01:6e:38","",,,"0","",""
"Istanbul","B","AI25FC190","693","12","21","64G","No_Light","Free",,"",,,"0","",""
"Istanbul","B","AI25FC190","694","12","22","32G","Online","Host","10:00:94:40:c9:d0:46:66","2",,,"0","",""
"Istanbul","B","AI25FC190","695","12","23","32G","Online","Host","10:00:94:40:c9:d0:d3:2d","Emulex PPN-10:00:94:40:c9:d0:d3:2d",,,"0","",""
"Istanbul","B","AI25FC190","696","12","24","64G","Online","Host","10:00:5c:ed:8c:55:89:a8","Emulex PPN-10:00:5c:ed:8c:55:89:a8",,,"0","",""
"Istanbul","B","AI25FC190","697","12","25","16G","Online","Host","51:40:2e:c0:11:09:c1:b2","SN1100Q FW:v9.15.05 DVR:v10.02.09.100-k",,,"0","",""
"Istanbul","B","AI25FC190","698","12","26","16G","Online","Host","51:40:2e:c0:15:52:25:5c","",,,"0","",""
"Istanbul","B","AI25FC190","699","12","27","32G","Online","Host","10:00:00:62:0b:43:54:d2","Emulex PPN-10:00:00:62:0b:43:54:d2",,,"0","",""
"Istanbul","B","AI25FC190","700","12","28","64G","No_Light","Free",,"",,,"0","",""
"Istanbul","B","AI25FC190","701","12","29","32G","Online","Host","10:00:94:40:c9:d0:86:84","Emulex PPN-10:00:94:40:C9:D0:86:84",,,"0","",""
"Istanbul","B","AI25FC190","702","12","30","32G","Online","Host","29:a0:60:a6:c5:ea:68:02","",,,"0","",""
"Istanbul","B","AI25FC190","703","12","31","16G","Online","Host","51:40:2e:c0:11:08:97:80","SN1100Q FW:v9.14.00 DVR:v5.4.83.1",,,"0","",""
"Istanbul","B","AI25FC190","704","12","32","16G","Online","Host","51:40:2e:c0:12:cb:27:66","SN1100Q FW:v9.15.05 DVR:v10.02.09.100-k",,,"0","",""
"Istanbul","B","AI25FC190","705","12","33","64G","Online","Storage","52:4a:93:77:8a:df:89:14","",,,"0","",""
"Istanbul","B","AI25FC190","706","12","34","32G","Online","Host","29:32:cc:bc:e3:01:6d:fe","",,,"0","",""
"Istanbul","B","AI25FC190","707","12","35","16G","Online","Host","51:40:2e:c0:12:cb:8c:dc","SN1100Q FW:v9.15.05 DVR:v5.4.85.0",,,"0","",""
"Istanbul","B","AI25FC190","708","12","36","64G","No_Light","Free",,"",,,"0","",""
"Istanbul","B","AI25FC190","709","12","37","32G","Online","Host","10:00:94:40:c9:d0:c3:bd","Emulex PPN-10:00:94:40:c9:d0:c3:bd",,,"0","",""
"Istanbul","B","AI25FC190","710","12","38","32G","Online","Host",,"",,,"115","alarm",""
"Istanbul","B","AI25FC190","711","12","39","16G","Online","Host","51:40:2e:c0:12:40:ae:96","",,,"0","",""
"Istanbul","B","AI25FC190","712","12","40","16G","Online","Host","51:40:2e:c0:01:ca:6e:de","",,,"0","",""
"Istanbul","B","AI25FC190","713","12","41","64G","No_Light","Free",,"",,,"0","",""
"Istanbul","B","AI25FC190","714","12","42","64G","Online","Host","10:00:70:b7:e4:24:0f:f3","Emulex PPN-10:00:70:B7:E4:24:0F:F3",,,"0","",""
"Istanbul","B","AI25FC190","715","12","43","32G","Online","Host","10:00:00:62:0b:43:5a:1e","Emulex PPN-10:00:00:62:0b:43:5a:1e",,,"0","",""
"Istanbul","B","AI25FC190","716","12","44","16G","Online","Storage","50:06:0e:80:12:3e:f3:1b","",,,"0","",""
"Istanbul","B","AI25FC190","717","12","45","32G","Online","Host","28:b2:b4:89:01:d6:27:9a","",,,"0","",""
"Istanbul","B","AI25FC190","718","12","46","64G","No_Light","Free",,"",,,"0","",""
"Istanbul","B","AI25FC190","719","12","47","64G","No_Light","Free",,"",,,"0","",""
"Istanbul","A","EO17FC184","0","3","0","64G","Online","Host","10:00:5c:ed:8c:55:69:8a","0",,,"0","",""
"Istanbul","A","EO17FC184","1","3","1","32G","Online","Host",,"",,,"28","warning",""
"Istanbul","A","EO17FC184","2","3","2","32G","Online","Host","29:91:a8:d4:e0:5d:d4:b7","",,,"0","",""
"Istanbul","A","EO17FC184","3","3","3","32G","Online","Host","28:82:a8:d4:e0:5d:d4:d8","",,,"0","",""
"Istanbul","A","EO17FC184","4","3","4","32G","Online","Host","21:00:f4:c7:aa:05:0c:e0","",,,"0","",""
"Istanbul","A","EO17FC184","5","3","5","32G","Online","Host","10:00:b4:7a:f1:d2:e7:06","2",,,"3","warning",""
"Istanbul","A","EO17FC184","6","3","6","64G","Online","Storage","52:4a:93:70:aa:41:81:04","",,,"0","",""
"Istanbul","A","EO17FC184","7","3","7","32G","Online","Host","10:00:94:40:c9:cf:41:45","Emulex PPN-10:00:94:40:C9:CF:41:45",,,"0","",""
"Istanbul","A","EO17FC184","8","3","8","64G","Online","Host","10:00:5c:ed:8c:55:19:46","Emulex PPN-10:00:5c:ed:8c:55:19:46",,,"0","",""
"Istanbul","A","EO17FC184","9","3","9","32G","Online","Host","21:00:f4:c7:aa:05:10:58","",,,"0","",""
"Istanbul","A","EO17FC184","10","3","10","32G","Online","Host","10:00:00:62:0b:43:5c:a2","Emulex PPN-10:00:00:62:0B:43:5C:A2",,,"0","",""
"Istanbul","A","EO17FC184","11","3","11","64G","Online","Host","10:00:70:b7:e4:20:f5:37","Emulex PPN-10:00:70:b7:e4:20:f5:37",,,"0","",""
"Istanbul","A","EO17FC184","12","3","12","32G","Online","Host","28:b1:a8:d4:e0:5d:d4:d8","",,,"0","",""
"Istanbul","A","EO17FC184","13","3","13","64G","No_Light","Free",,"",,,"0","",""
"Istanbul","A","EO17FC184","14","3","14","64G","Online","Host","10:00:70:b7:e4:24:11:cd","3",,,"91","alarm",""
"Istanbul","A","EO17FC184","15","3","15","64G","Online","Storage","52:4a:93:70:aa:41:81:80","",,,"0","",""
"Istanbul","A","EO17FC184","16","3","16","32G","Online","Host","10:00:00:10:9b:d8:b9:6a","Emulex PPN-10:00:00:10:9B:D8:B9:6A",,,"0","",""
"Istanbul","A","EO17FC184","17","3","17","64G","Online","Host",,"",,,"46","warning",""
"Istanbul","A","EO17FC184","18","3","18","32G","Online","Host","10:00:00:62:0b:43:5c:81","Emulex PPN-10:00:00:62:0B:43:5C:81",,,"0","",""
"Istanbul","A","EO17FC184","19","3","19","32G","Online","Host",,"",,,"131","alarm",""
"Istanbul","A","EO17FC184","20","3","20","64G","Online","Host","10:00:70:b7:e4:20:ef:4b","Emulex PPN-10:00:70:b7:e4:20:ef:4b",,,"0","",""
"Istanbul","A","EO17FC184","21","3","21","16G","Online","Host","51:40:2e:c0:12:ca:e2:34","QLogic Port0 WWPN 51:40:2e:c0:12:ca:e2:34.......................",,,"0","",""
"Istanbul","A","EO17FC184","22","3","22","16G","Online","Storage","50:06:0e:80:12:3e:f3:4a","",,,"0","",""
"Istanbul","A","EO17FC184","23","3","23","16G","Online","Host","51:40:2e:c0:12:3f:e2:c8","SN1100Q FW:v9.14.00 DVR:v5.4.85.0",,,"0","",""
"Istanbul","A","EO17FC184","24","3","24","32G","Online","Host","10:00:00:10:9b:dd:eb:18","Emulex PPN-10:00:00:10:9b:dd:eb:18",,,"0","",""
"Istanbul","A","EO17FC184","25","3","25","32G","Online","Host","10:00:00:62:0b:43:5a:4b","Emulex PPN-10:00:00:62:0b:43:5a:4b",,,"0","",""
"Istanbul","A","EO17FC184","26","3","26","64G","No_Light","Free",,"",,,"0","",""
"Istanbul","A","EO17FC184","27","3","27","32G","Online","Host","10:00:00:10:9b:dd:ee:0d","Emulex PPN-10:00:00:10:9b:dd:ee:0d",,,"0","",""
"Istanbul","A","EO17FC184","28","3","28","32G","Online","Host","10:00:94:40:c9:d0:f6:81","2",,,"0","",""
"Istanbul","A","EO17FC184","29","3","29","64G","Online","Host","10:00:70:b7:e4:20:ef:66","0",,,"0","",""
"Istanbul","A","EO17FC184","30","3","30","16G","Online","Host","51:40:2e:c0:12:3f:cc:a6","SN1100Q FW:v9.14.00 DVR:v10.02.09.100-k",,,"0","",""
"Istanbul","A","EO17FC184","31","3","31","64G","Online","Host","10:00:70:b7:e4:20:f5:1b","Emulex PPN-10:00:70:b7:e4:20:f5:1b",,,"0","",""
"Istanbul","A","EO17FC184","32","3","32","32G","Online","Host","28:20:60:10:9e:f9:a4:4d","",,,"0","",""
"Istanbul","A","EO17FC184","33","3","33","32G","Online","Host","21:00:f4:c7:aa:05:0c:26","",,,"0","",""
"Istanbul","A","EO17FC184","34","3","34","32G","Online","Storage","50:00:09:74:10:13:3f:c6","EMC-201231 ORC-0d 6",,,"78","alarm",""
"Istanbul","A","EO17FC184","35","3","35","64G","Online","Host","10:00:5c:ed:8c:55:89:d3","Emulex PPN-10:00:5c:ed:8c:55:89:d3",,,"0","",""
"Istanbul","A","EO17FC184","36","3","36","64G","No_Light","Free",,"",,,"0","",""
"Istanbul","A","EO17FC184","37","3","37","64G","Online","Host","10:00:70:b7:e4:24:15:4e","Emulex PPN-10:00:70:b7:e4:24:15:4e",,,"0","",""
"Istanbul","A","EO17FC184","38","3","38","32G","Online","Host","10:00:94:40:c9:d4:90:12","Emulex PPN-10:00:94:40:c9:d4:90:12",,,"0","",""
"Istanbul","A","EO17FC184","39","3","39","64G","Online","Host","10:00:70:b7:e4:24:10:1b","Emulex PPN-10:00:70:b7:e4:24:10:1b",,,"0","",""
"Istanbul","A","EO17FC184","40","3","40","32G","Online","Host","28:c0:a8:d4:e0:5d:d4:d8","",,,"1","warning",""
"Istanbul","A","EO17FC184","41","3","41","64G","Online","Storage","52:4a:93:70:aa:41:81:4d","",,,"0","",""
"Istanbul","A","EO17FC184","42","3","42","32G","Online","Host","29:00:a8:d4:e0:5d:d4:d4","",,,"0","",""
"Istanbul","A","EO17FC184","43","3","43","64G","No_Light","Free",,"",,,"0","",""
"Istanbul","A","EO17FC184","44","3","44","64G","Online","Host","10:00:70:b7:e4:24:14:f9","0",,,"0","",""
"Istanbul","A","EO17FC184","45","3","45","64G","Online","Host","10:00:00:62:0b:42:46:54","2",,,"0","",""
"Istanbul","A","EO17FC184","46","3","46","32G","Online","Host","28:c1:a8:d4:e0:5d:d4:d8","",,,"0","",""
"Istanbul","A","EO17FC184","47","3","47","32G","Online","Host","10:00:94:40:c9:ce:55:60","0",,,"0","",""
"Istanbul","A","EO17FC184","96","4","0","32G","Online","Host","10:00:94:40:c9:d4:d7:57","Emulex PPN-10:00:94:40:c9:d4:d7:57",,,"0","",""
"Istanbul","A","EO17FC184","97","4","1","64G","Online","Host","10:00:70:b7:e4:27:14:0d","Emulex PPN-10:00:70:b7:e4:27:14:0d",,,"0","",""
"Istanbul","A","EO17FC184","98","4","2","64G","Online","Storage","52:4a:93:70:aa:41:81:07","",,,"0","",""
"Istanbul","A","EO17FC184","99","4","3","32G","Online","Host","10:00:94:40:c9:d4:90:09","Emulex PPN-10:00:94:40:c9:d4:90:09",,,"0","",""
"Istanbul","A","EO17FC184","100","4","4","64G","No_Light","Free",,"",,,"0","",""
"Istanbul","A","EO17FC184","101","4","5","32G","Online","Host","10:00:94:40:c9:d0:1b:2e","Emulex PPN-10:00:94:40:c9:d0:1b:2e",,,"0","",""
"Istanbul","A","EO17FC184","102","4","6","64G","Online","Storage","52:4a:93:70:aa:41:81:0e","",,,"0","",""
"Istanbul","A","EO17FC184","103","4","7","16G","Online","Host","10:00:94:40:c9:0f:90:60","Emulex PPN-10:00:94:40:C9:0F:90:60",,,"0","",""
"Istanbul","A","EO17FC184","104","4","8","32G","Online","Host",,"",,,"23","warning",""
"Istanbul","A","EO17FC184","105","4","9","64G","Online","Host","10:00:70:b7:e4:20:ef:1b","0",,,"0","",""
"Istanbul","A","EO17FC184","106","4","10","32G","Online","Host","28:21:cc:bc:e3:01:6e:38","",,,"0","",""
"Istanbul","A","EO17FC184","107","4","11","64G","No_Light","Free",,"",,,"0","",""
"Istanbul","A","EO17FC184","108","4","12","32G","Online","Host","28:82:a8:d4:e0:5d:d4:d4","",,,"0","",""
"Istanbul","A","EO17FC184","109","4","13","32G","Online","Host","10:00:b4:7a:f1:d2:62:de","2",,,"0","",""
"Istanbul","A","EO17FC184","110","4","14","64G","Online","Host","10:00:70:b7:e4:20:f1:42","Emulex PPN-10:00:70:B7:E4:20:F1:42",,,"0","",""
"Istanbul","A","EO17FC184","111","4","15","32G","Online","Host","28:b0:a8:d4:e0:5d:d4:d4","",,,"0","",""
"Istanbul","A","EO17FC184","112","4","16","32G","Online","Host","29:00:b4:89:01:d6:27:9a","",,,"0","",""
"Istanbul","A","EO17FC184","113","4","17","32G","Online","Host","10:00:94:40:c9:d0:6c:b7","0",,,"0","",""
"Istanbul","A","EO17FC184","114","4","18","16G","Online","Host","51:40:2e:c0:01:ca:a1:20","SN1100Q FW:v9.14.00 DVR:v5.4.85.0",,,"0","",""
"Istanbul","A","EO17FC184","115","4","19","64G","Online","Host","10:00:70:b7:e4:20:f0:6f","Emulex PPN-10:00:70:b7:e4:20:f0:6f",,,"0","",""
"Istanbul","A","EO17FC184","116","4","20","64G","Online","Host","10:00:00:62:0b:3c:12:31","Emulex PPN-10:00:00:62:0B:3C:12:31",,,"0","",""
"Istanbul","A","EO17FC184","117","4","21","32G","Online","Host","10:00:94:40:c9:d0:36:75","0",,,"0","",""
"Istanbul","A","EO17FC184","118","4","22","64G","Online","Host","10:00:5c:ed:8c:55:19:e5","Emulex PPN-10:00:5C:ED:8C:55:19:E5",,,"0","",""
"Istanbul","A","EO17FC184","119","4","23","32G","Online","Host","10:00:00:62:0b:43:5b:f1","Emulex PPN-10:00:00:62:0B:43:5B:F1",,,"0","",""
"Istanbul","A","EO17FC184","120","4","24","64G","No_Light","Free",,"",,,"0","",""
"Istanbul","A","EO17FC184","121","4","25","16G","Online","Host","51:40:2e:c0:14:84:29:1a","SN1100Q FW:v9.15.05 DVR:v5.4.81.2",,,"0","",""
"Istanbul","A","EO17FC184","122","4","26","64G","No_Light","Free",,"",,,"0","",""
"Istanbul","A","EO17FC184","123","4","27","64G","No_Light","Free",,"",,,"0","",""
"Istanbul","A","EO17FC184","124","4","28","32G","Online","Host","10:00:00:62:0b:43:5a:48","Emulex PPN-10:00:00:62:0b:43:5a:48",,,"0","",""
"Istanbul","A","EO17FC184","125","4","29","32G","Online","Host","10:00:94:40:c9:d0:9c:24","Emulex PPN-10:00:94:40:C9:D0:9C:24",,,"0","",""
"Istanbul","A","EO17FC184","126","4","30","16G","Online","Host","51:40:2e:c0:14:84:45:b2","SN1100Q FW:v9.15.05 DVR:v5.4.81.2",,,"0","",""
"Istanbul","A","EO17FC184","127","4","31","32G","Online","Host","51:40:2e:c0:01:c8:5d:fc","SN1600Q FW:v9.15.00 DVR:v5.4.83.1",,,"0","",""
"Istanbul","A","EO17FC184","128","4","32","64G","Online","Host","10:00:70:b7:e4:20:f4:54","Emulex PPN-10:00:70:b7:e4:20:f4:54",,,"1","warning",""
"Istanbul","A","EO17FC184","129","4","33","64G","Online","Host",,"",,,"33","warning",""
"Istanbul","A","EO17FC184","130","4","34","64G","No_Light","Free",,"",,,"0","",""
"Istanbul","A","EO17FC184","131","4","35","32G","Online","Host","10:00:00:62:0b:43:5a:ae","Emulex PPN-10:00:00:62:0B:43:5A:AE",,,"0","",""
"Istanbul","A","EO17FC184","132","4","36","32G","Online","Host","10:00:00:62:0b:43:5c:ea","Emulex PPN-10:00:00:62:0B:43:5C:EA",,,"0","",""
"Istanbul","A","EO17FC184","133","4","37","32G","Online","Host","10:00:94:40:c9:d4:b9:81","Emulex PPN-10:00:94:40:c9:d4:b9:81",,,"0","",""
"Istanbul","A","EO17FC184","134","4","38","64G","Online","Host","10:00:70:b7:e4:24:0f:de","Emulex PPN-10:00:70:b7:e4:24:0f:de",,,"0","",""
"Istanbul","A","EO17FC184","135","4","39","64G","No_Light","Free",,"",,,"0","",""
"Istanbul","A","EO17FC184","136","4","40","32G","Online","Host","28:f2:a8:d4:e0:5d:d4:d4","",,,"257","alarm",""
"Istanbul","A","EO17FC184","137","4","41","64G","No_Light","Free",,"",,,"0","",""
"Istanbul","A","EO17FC184","138","4","42","32G","Online","Host","28:50:a8:d4:e0:5d:d4:d4","",,,"0","",""
"Istanbul","A","EO17FC184","139","4","43","64G","Online","Host","10:00:5c:ed:8c:55:29:0d","Emulex PPN-10:00:5C:ED:8C:55:29:0D",,,"0","",""
"Istanbul","A","EO17FC184","140","4","44","64G","Online","Storage","52:4a:93:70:aa:41:81:48","",,,"0","",""
"Istanbul","A","EO17FC184","141","4","45","32G","Online","Host","28:b1:a8:d4:e0:5d:d4:d4","",,,"0","",""
"Istanbul","A","EO17FC184","142","4","46","32G","Online","Host","10:00:b4:7a:f1:d2:7a:4e","2",,,"0","",""
"Istanbul","A","EO17FC184","143","4","47","16G","Online","Host","51:40:2e:c0:15:52:3a:46","",,,"0","",""
"Istanbul","A","EO17FC184","192","5","0","32G","Online","Host","29:60:a8:d4:e0:5d:d4:d8","",,,"0","",""
"Istanbul","A","EO17FC184","193","5","1","16G","Online","Host","51:40:2e:c0:12:3f:e2:9c","SN1100Q FW:v9.14.00 DVR:v5.4.85.0",,,"0","",""
"Istanbul","A","EO17FC184","194","5","2","64G","Online","Host","10:00:70:b7:e4:20:f0:60","Emulex PPN-10:00:70:b7:e4:20:f0:60",,,"0","",""
"Istanbul","A","EO17FC184","195","5","3","64G","Online","Host","10:00:70:b7:e4:24:10:51","Emulex PPN-10:00:70:B7:E4:24:10:51",,,"0","",""
"Istanbul","A","EO17FC184","196","5","4","16G","Online","Host","51:40:2e:c0:01:ca:a0:78","SN1100Q FW:v9.15.00 DVR:v10.02.09.100-k",,,"37","warning",""
"Istanbul","A","EO17FC184","197","5","5","64G","No_Light","Free",,"",,,"0","",""
"Istanbul","A","EO17FC184","198","5","6","16G","Online","Host","51:40:2e:c0:12:3f:e2:90","SN1100Q FW:v9.14.00 DVR:v5.4.85.0",,,"0","",""
"Istanbul","A","EO17FC184","199","5","7","64G","No_Light","Free",,"",,,"0","",""
"Istanbul","A","EO17FC184","200","5","8","64G","Online","Storage","52:4a:93:70:aa:41:81:0d","",,,"0","",""
"Istanbul","A","EO17FC184","201","5","9","16G","Online","Host","51:40:2e:c0:12:3f:e0:0c","SN1100Q FW:v9.14.00 DVR:v5.4.85.0",,,"0","",""
"Istanbul","A","EO17FC184","202","5","10","32G","Online","Host","21:00:f4:c7:aa:05:0e:de","",,,"0","",""
"Istanbul","A","EO17FC184","203","5","11","32G","Online","Host","10:00:94:40:c9:d4:d7:96","Emulex PPN-10:00:94:40:c9:d4:d7:96",,,"0","",""
"Istanbul","A","EO17FC184","204","5","12","64G","No_Light","Free",,"",,,"0","",""
"Istanbul","A","EO17FC184","205","5","13","32G","Online","Host","10:00:b4:7a:f1:d2:17:6f","0",,,"0","",""
"Istanbul","A","EO17FC184","206","5","14","64G","No_Light","Free",,"",,,"0","",""
"Istanbul","A","EO17FC184","207","5","15","32G","Online","Host","29:91:cc:bc:e3:01:6e:35","",,,"0","",""
"Istanbul","A","EO17FC184","208","5","16","32G","Online","Host","10:00:94:40:c9:d4:97:57","Emulex PPN-10:00:94:40:c9:d4:97:57",,,"0","",""
"Istanbul","A","EO17FC184","209","5","17","32G","Online","Host","10:00:94:40:c9:d4:81:a8","Emulex PPN-10:00:94:40:c9:d4:81:a8",,,"0","",""
"Istanbul","A","EO17FC184","210","5","18","64G","Online","Host","10:00:5c:ed:8c:55:99:28","Emulex PPN-10:00:5c:ed:8c:55:99:28",,,"0","",""
"Istanbul","A","EO17FC184","211","5","19","64G","Online","Host","10:00:5c:ed:8c:55:29:b5","Emulex PPN-10:00:5C:ED:8C:55:29:B5",,,"0","",""
"Istanbul","A","EO17FC184","212","5","20","64G","Online","Storage","52:4a:93:70:aa:41:81:08","",,,"0","",""
"Istanbul","A","EO17FC184","213","5","21","32G","Online","Host",,"",,,"158","alarm",""
"Istanbul","A","EO17FC184","214","5","22","64G","No_Light","Free",,"",,,"0","",""
"Istanbul","A","EO17FC184","215","5","23","64G","Online","Host","10:00:70:b7:e4:24:10:f9","0",,,"11","warning",""
"Istanbul","A","EO17FC184","216","5","24","64G","No_Sync","Free",,"",,,"0","",""
"Istanbul","A","EO17FC184","217","5","25","16G","Online","Host","51:40:2e:c0:12:cb:1d:2c","SN1100Q FW:v9.15.00 DVR:v10.02.09.100-k",,,"0","",""
"Istanbul","A","EO17FC184","218","5","26","32G","Online","Host","28:b0:b4:89:01:d6:27:95","",,,"0","",""
"Istanbul","A","EO17FC184","219","5","27","32G","Online","Host","29:90:60:10:9e:f9:a4:4d","",,,"0","",""
"Istanbul","A","EO17FC184","220","5","28","64G","No_Light","Free",,"",,,"0","",""
"Istanbul","A","EO17FC184","221","5","29","16G","Online","Host","51:40:2e:c0:11:09:bd:62","",,,"0","",""
"Istanbul","A","EO17FC184","222","5","30","64G","Online","Host","10:00:70:b7:e4:24:13:61","Emulex PPN-10:00:70:b7:e4:24:13:61",,,"0","",""
"Istanbul","A","EO17FC184","223","5","31","32G","Online","Host","10:00:00:62:0b:43:56:66","Emulex PPN-10:00:00:62:0b:43:56:66",,,"0","",""
"Istanbul","A","EO17FC184","224","5","32","32G","Online","Host","10:00:94:40:c9:d4:77:e7","Emulex PPN-10:00:94:40:c9:d4:77:e7",,,"0","",""
"Istanbul","A","EO17FC184","225","5","33","16G","Online","Host","51:40:2e:c0:01:cb:3b:48","SN1100Q FW:v9.15.05 DVR:v5.4.85.0",,,"0","",""
"Istanbul","A","EO17FC184","226","5","34","64G","Online","Host","10:00:70:b7:e4:20:f0:1e","Emulex PPN-10:00:70:B7:E4:20:F0:1E",,,"0","",""
"Istanbul","A","EO17FC184","227","5","35","16G","Online","Host","51:40:2e:c0:01:ca:79:0c","",,,"78","alarm",""
"Istanbul","A","EO17FC184","228","5","36","16G","Online","Host","51:40:2e:c0:12:cb:28:8e","SN1100Q FW:v9.15.00 DVR:v5.4.81.2",,,"0","",""
"Istanbul","A","EO17FC184","229","5","37","32G","Online","Host","28:21:a8:d4:e0:5d:d4:a5","",,,"0","",""
"Istanbul","A","EO17FC184","230","5","38","32G","Online","Host","28:51:a8:d4:e0:5d:d4:d4","",,,"0","",""
"Istanbul","A","EO17FC184","231","5","39","64G","No_Light","Free",,"",,,"0","",""
"Istanbul","A","EO17FC184","232","5","40","32G","Online","Host",,"",,,"54","warning",""
"Istanbul","A","EO17FC184","233","5","41","32G","Online","Host","10:00:00:62:0b:43:5c:cc","Emulex PPN-10:00:00:62:0B:43:5C:CC",,,"0","",""
"Istanbul","A","EO17FC184","234","5","42","64G","Online","Host","10:00:5c:ed:8c:55:29:c1","Emulex PPN-10:00:5c:ed:8c:55:29:c1",,,"0","",""
"Istanbul","A","EO17FC184","235","5","43","32G","Online","Host","28:c1:a8:d4:e0:5d:d4:d4","",,,"0","",""
"Istanbul","A","EO17FC184","236","5","44","16G","Online","Host","51:40:2e:c0:12:3f:46:7c","",,,"0","",""
"Istanbul","A","EO17FC184","237","5","45","32G","Online","Host","10:00:00:10:9b:dd:d3:8b","1",,,"0","",""
"Istanbul","A","EO17FC184","238","5","46","16G","Online","Storage","50:06:0e:80:12:3e:f3:6a","",,,"0","",""
"Istanbul","A","EO17FC184","239","5","47","64G","No_Light","Free",,"",,,"0","",""
"Istanbul","A","EO17FC184","288","6","0","16G","Online","Host","51:40:2e:c0:12:3f:46:48","SN1100Q FW:v9.09.00 DVR:v10.02.09.100-k",,,"0","",""
"Istanbul","A","EO17FC184","289","6","1","64G","No_Light","Free",,"",,,"0","",""
"Istanbul","A","EO17FC184","290","6","2","32G","Online","Host","10:00:94:40:c9:d0:6c:b8","1",,,"1","warning",""
"Istanbul","A","EO17FC184","291","6","3","16G","Online","Host","51:40:2e:c0:12:3f:e9:cc","SN1100Q FW:v9.15.05 DVR:v10.02.08.200-k",,,"0","",""
"Istanbul","A","EO17FC184","292","6","4","64G","No_Light","Free",,"",,,"0","",""
"Istanbul","A","EO17FC184","293","6","5","32G","Online","Host","10:00:94:40:c9:d4:e7:45","Emulex PPN-10:00:94:40:c9:d4:e7:45",,,"0","",""
"Istanbul","A","EO17FC184","294","6","6","64G","No_Light","Free",,"",,,"0","",""
"Istanbul","A","EO17FC184","295","6","7","32G","Online","Host","29:91:cc:bc:e3:01:6e:38","",,,"0","",""
"Istanbul","A","EO17FC184","296","6","8","16G","Online","Storage","50:06:0e:80:12:3e:f3:72","",,,"0","",""
"Istanbul","A","EO17FC184","297","6","9","64G","Online","Storage","52:4a:93:70:aa:41:81:4e","",,,"0","",""
"Istanbul","A","EO17FC184","298","6","10","16G","Online","Host","51:40:2e:c0:12:40:ae:bc","",,,"0","",""
"Istanbul","A","EO17FC184","299","6","11","32G","Online","Host","10:00:94:40:c9:d4:d7:90","Emulex PPN-10:00:94:40:c9:d4:d7:90",,,"0","",""
"Istanbul","A","EO17FC184","300","6","12","16G","Online","Host","51:40:2e:c0:12:40:ae:50","",,,"0","",""
"Istanbul","A","EO17FC184","301","6","13","32G","Online","Host","10:00:94:40:c9:d4:97:54","Emulex PPN-10:00:94:40:c9:d4:97:54",,,"0","",""
"Istanbul","A","EO17FC184","302","6","14","32G","Online","Host","10:00:00:10:9b:d8:9c:9a","3",,,"0","",""
"Istanbul","A","EO17FC184","303","6","15","64G","No_Light","Free",,"",,,"0","",""
"Istanbul","A","EO17FC184","304","6","16","32G","Online","Host","10:00:00:62:0b:43:59:66","Emulex PPN-10:00:00:62:0b:43:59:66",,,"0","",""
"Istanbul","A","EO17FC184","305","6","17","32G","Online","Host","21:00:f4:c7:aa:05:11:60","",,,"0","",""
"Istanbul","A","EO17FC184","306","6","18","16G","Online","Host","51:40:2e:c0:12:cb:1d:24","SN1100Q FW:v9.15.00 DVR:v10.02.09.100-k",,,"0","",""
"Istanbul","A","EO17FC184","307","6","19","64G","No_Light","Free",,"",,,"0","",""
"Istanbul","A","EO17FC184","308","6","20","64G","Online","Host","10:00:70:b7:e4:24:10:ae","Emulex PPN-10:00:70:b7:e4:24:10:ae",,,"0","",""
"Istanbul","A","EO17FC184","309","6","21","32G","Online","Host","28:b0:b4:89:01:d6:27:9a","",,,"0","",""
"Istanbul","A","EO17FC184","310","6","22","16G","Online","Host","51:40:2e:c0:12:3f:cc:08","",,,"0","",""
"Istanbul","A","EO17FC184","311","6","23","32G","Online","Host","28:10:a8:d4:e0:5d:d4:d4","",,,"3","warning",""
