"Lokasyon","Fabric","SwitchName","PortIndex","Slot","Port","Speed","State","Role","PortWWN","Alias","EncOut","CRC","DiscC3","DiscC3Level","SFP"
"Ankara","B","DR712FC218","96","4","0","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","97","4","1","32G","Online","Host","10:00:b4:7a:f1:6e:e8:ba","Emulex PPN-10:00:b4:7a:f1:6e:e8:ba",,,"2","warning",""
"Ankara","B","DR712FC218","98","4","2","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","99","4","3","32G","Online","Host","10:00:94:40:c9:ce:b2:f4","Emulex PPN-10:00:94:40:c9:ce:b2:f4",,,"0","",""
"Ankara","B","DR712FC218","100","4","4","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","101","4","5","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","102","4","6","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","103","4","7","32G","Online","Host","10:00:94:40:c9:ce:c2:31","Emulex PPN-10:00:94:40:c9:ce:c2:31",,,"0","",""
"Ankara","B","DR712FC218","104","4","8","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","105","4","9","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","106","4","10","32G","Online","Host","10:00:b4:7a:f1:6e:e9:66","Emulex PPN-10:00:B4:7A:F1:6E:E9:66",,,"0","",""
"Ankara","B","DR712FC218","107","4","11","32G","Online","Host","10:00:94:40:c9:d4:1a:57","Emulex PPN-10:00:94:40:C9:D4:1A:57",,,"0","",""
"Ankara","B","DR712FC218","108","4","12","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","109","4","13","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","110","4","14","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","111","4","15","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","112","4","16","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","113","4","17","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","114","4","18","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","115","4","19","32G","Online","Host","10:00:00:62:0b:43:5d:4b","Emulex PPN-10:00:00:62:0b:43:5d:4b",,,"0","",""
"Ankara","B","DR712FC218","116","4","20","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","117","4","21","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","118","4","22","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","119","4","23","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","120","4","24","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","121","4","25","32G","Online","Host","10:00:b4:7a:f1:6e:e8:93","Emulex PPN-10:00:b4:7a:f1:6e:e8:93",,,"0","",""
"Ankara","B","DR712FC218","122","4","26","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","123","4","27","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","124","4","28","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","125","4","29","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","126","4","30","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","127","4","31","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","128","4","32","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","129","4","33","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","130","4","34","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","131","4","35","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","132","4","36","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","133","4","37","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","134","4","38","32G","Online","Host","10:00:b4:7a:f1:69:e1:a5","2",,,"21","warning",""
"Ankara","B","DR712FC218","135","4","39","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","136","4","40","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","137","4","41","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","138","4","42","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","139","4","43","64G","Online","Host","10:00:5c:ed:8c:55:c7:9f","Emulex PPN-10:00:5c:ed:8c:55:c7:9f",,,"0","",""
"Ankara","B","DR712FC218","140","4","44","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","141","4","45","16G","Online","Host","51:40:2e:c0:01:ca:a0:d0","SN1100Q FW:v9.15.05 DVR:v10.02.09.100-k",,,"0","",""
"Ankara","B","DR712FC218","142","4","46","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","143","4","47","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","192","5","0","32G","Online","Host","10:00:94:40:c9:d4:b9:69","Emulex PPN-10:00:94:40:c9:d4:b9:69",,,"0","",""
"Ankara","B","DR712FC218","193","5","1","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","194","5","2","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","195","5","3","32G","Online","Host","28:f0:94:a4:f9:d3:17:ff","",,,"1","warning",""
"Ankara","B","DR712FC218","196","5","4","32G","Online","Host","10:00:b4:7a:f1:6e:e9:cf","Emulex PPN-10:00:B4:7A:F1:6E:E9:CF",,,"0","",""
"Ankara","B","DR712FC218","197","5","5","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","198","5","6","32G","Online","Host","51:40:2e:c0:14:86:41:bc","SN1600Q FW:v9.14.00 DVR:v5.4.85.0",,,"0","",""
"Ankara","B","DR712FC218","199","5","7","32G","Online","Host","10:00:b4:7a:f1:6e:e8:96","Emulex PPN-10:00:b4:7a:f1:6e:e8:96",,,"0","",""
"Ankara","B","DR712FC218","200","5","8","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","201","5","9","32G","Online","Host","10:00:94:40:c9:ce:c2:52","Emulex PPN-10:00:94:40:c9:ce:c2:52",,,"0","",""
"Ankara","B","DR712FC218","202","5","10","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","203","5","11","32G","Online","Host","28:10:94:a4:f9:d3:19:c4","",,,"0","",""
"Ankara","B","DR712FC218","204","5","12","32G","Online","Storage","50:06:0e:80:08:82:cf:21","",,,"0","",""
"Ankara","B","DR712FC218","205","5","13","32G","Online","Host","28:f0:94:a4:f9:d3:19:c4","",,,"2","warning",""
"Ankara","B","DR712FC218","206","5","14","32G","Online","Host","10:00:b4:7a:f1:6e:e8:19","Emulex PPN-10:00:B4:7A:F1:6E:E8:19",,,"0","",""
"Ankara","B","DR712FC218","207","5","15","32G","Online","Host","10:00:94:40:c9:ce:b2:cd","Emulex PPN-10:00:94:40:c9:ce:b2:cd",,,"0","",""
"Ankara","B","DR712FC218","208","5","16","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","209","5","17","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","210","5","18","32G","Online","Host",,"",,,"31","warning",""
"Ankara","B","DR712FC218","211","5","19","32G","Online","Host",,"",,,"66","warning",""
"Ankara","B","DR712FC218","212","5","20","32G","Online","Host","10:00:00:62:0b:43:5e:93","Emulex PPN-10:00:00:62:0b:43:5e:93",,,"0","",""
"Ankara","B","DR712FC218","213","5","21","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","214","5","22","32G","Online","Storage","50:06:0e:80:08:82:cf:61","",,,"0","",""
"Ankara","B","DR712FC218","215","5","23","32G","Online","Host","28:10:ac:99:29:92:39:5b","",,,"0","",""
"Ankara","B","DR712FC218","216","5","24","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","217","5","25","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","218","5","26","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","219","5","27","32G","Online","Storage","50:06:0e:80:08:82:cf:20","",,,"0","",""
"Ankara","B","DR712FC218","220","5","28","32G","Online","Storage","50:06:0e:80:08:82:cf:40","",,,"0","",""
"Ankara","B","DR712FC218","221","5","29","32G","Online","Storage","50:06:0e:80:08:82:cf:60","",,,"0","",""
"Ankara","B","DR712FC218","222","5","30","32G","Online","Host","28:20:ac:99:29:92:39:5b","",,,"6","warning",""
"Ankara","B","DR712FC218","223","5","31","32G","Online","Host","10:00:94:40:c9:cf:40:3a","Emulex PPN-10:00:94:40:c9:cf:40:3a",,,"0","",""
"Ankara","B","DR712FC218","224","5","32","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","225","5","33","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","226","5","34","32G","Online","Host","29:a0:ac:99:29:92:39:5b","",,,"0","",""
"Ankara","B","DR712FC218","227","5","35","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","228","5","36","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","229","5","37","32G","Online","Storage","50:06:0e:80:08:82:cf:41","",,,"0","",""
"Ankara","B","DR712FC218","230","5","38","32G","Online","Host","51:40:2e:c0:14:86:42:0e","SN1600Q FW:v9.14.00 DVR:v5.4.85.0",,,"0","",""
"Ankara","B","DR712FC218","231","5","39","32G","Online","Host","10:00:94:40:c9:cf:40:37","Emulex PPN-10:00:94:40:c9:cf:40:37",,,"0","",""
"Ankara","B","DR712FC218","232","5","40","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","233","5","41","32G","Online","Host","10:00:94:40:c9:cf:90:66","Emulex PPN-10:00:94:40:C9:CF:90:66",,,"0","",""
"Ankara","B","DR712FC218","234","5","42","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","235","5","43","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","236","5","44","32G","Online","Host","28:10:94:a4:f9:d3:17:ff","",,,"1","warning",""
"Ankara","B","DR712FC218","237","5","45","16G","Online","Host","51:40:2e:c0:01:82:77:c0","QLogic Port0 WWPN 51:40:2e:c0:01:82:77:c0.......................",,,"0","",""
"Ankara","B","DR712FC218","238","5","46","16G","Online","Host","51:40:2e:c0:12:cb:76:3a","QLogic Port1 WWPN 51:40:2e:c0:12:cb:76:3a.......................",,,"0","",""
"Ankara","B","DR712FC218","239","5","47","32G","Online","Host","10:00:b4:7a:f1:6e:e9:72","Emulex PPN-10:00:B4:7A:F1:6E:E9:72",,,"0","",""
"Ankara","B","DR712FC218","288","6","0","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","289","6","1","32G","Online","Host","10:00:94:40:c9:d4:d9:9f","0",,,"0","",""
"Ankara","B","DR712FC218","290","6","2","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","291","6","3","16G","Online","Host","51:40:2e:c0:12:ca:df:e4","SN1100Q FW:v9.09.00 DVR:v10.02.09.100-k",,,"0","",""
"Ankara","B","DR712FC218","292","6","4","32G","Online","Host","10:00:94:40:c9:cf:40:40","Emulex PPN-10:00:94:40:c9:cf:40:40",,,"0","",""
"Ankara","B","DR712FC218","293","6","5","16G","Online","Host","51:40:2e:c0:15:52:1e:ec","",,,"0","",""
"Ankara","B","DR712FC218","294","6","6","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","295","6","7","32G","Online","Host","10:00:94:40:c9:cf:90:27","Emulex PPN-10:00:94:40:C9:CF:90:27",,,"0","",""
"Ankara","B","DR712FC218","296","6","8","32G","Online","Host","10:00:b4:7a:f1:6e:3b:90","2",,,"0","",""
"Ankara","B","DR712FC218","297","6","9","32G","Online","Host","10:00:94:40:c9:cf:81:bd","Emulex PPN-10:00:94:40:c9:cf:81:bd",,,"0","",""
"Ankara","B","DR712FC218","298","6","10","32G","Online","Storage","50:06:0e:80:08:82:cf:31","",,,"0","",""
"Ankara","B","DR712FC218","299","6","11","32G","Online","Storage","50:06:0e:80:08:82:cf:51","",,,"0","",""
"Ankara","B","DR712FC218","300","6","12","32G","Online","Host","51:40:2e:c0:14:86:42:68","SN1600Q FW:v9.14.00 DVR:v5.4.85.0",,,"5","warning",""
"Ankara","B","DR712FC218","301","6","13","32G","Online","Host","10:00:b4:7a:f1:6e:f8:18","Emulex PPN-10:00:b4:7a:f1:6e:f8:18",,,"0","",""
"Ankara","B","DR712FC218","302","6","14","32G","Online","Storage","50:06:0e:80:08:82:cf:71","",,,"0","",""
"Ankara","B","DR712FC218","303","6","15","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","304","6","16","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","305","6","17","32G","Online","Host","10:00:94:40:c9:cf:a0:8a","Emulex PPN-10:00:94:40:C9:CF:A0:8A",,,"0","",""
"Ankara","B","DR712FC218","306","6","18","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","307","6","19","16G","Online","Host","51:40:2e:c0:15:52:32:98","",,,"0","",""
"Ankara","B","DR712FC218","308","6","20","16G","Online","Host","51:40:2e:c0:15:52:3a:40","",,,"1","warning",""
"Ankara","B","DR712FC218","309","6","21","16G","Online","Host","51:40:2e:c0:12:ca:df:b4","SN1100Q FW:v9.09.00 DVR:v10.02.09.100-k",,,"0","",""
"Ankara","B","DR712FC218","310","6","22","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","311","6","23","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","312","6","24","32G","Online","Host","51:40:2e:c0:14:86:3f:e0","SN1600Q FW:v9.14.00 DVR:v5.4.85.0",,,"0","",""
"Ankara","B","DR712FC218","313","6","25","32G","Online","Host","10:00:b4:7a:f1:6e:2a:a8","Emulex PPN-10:00:b4:7a:f1:6e:2a:a8",,,"0","",""
"Ankara","B","DR712FC218","314","6","26","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","315","6","27","32G","Online","Host","10:00:94:40:c9:cf:21:8d","Emulex PPN-10:00:94:40:c9:cf:21:8d",,,"0","",""
"Ankara","B","DR712FC218","316","6","28","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","317","6","29","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","318","6","30","32G","Online","Host","10:00:b4:7a:f1:6e:1b:3c","Emulex PPN-10:00:B4:7A:F1:6E:1B:3C",,,"0","",""
"Ankara","B","DR712FC218","319","6","31","16G","Online","Host","10:00:94:57:a5:a6:3e:82","Emulex PPN-10:00:94:57:a5:a6:3e:82",,,"0","",""
"Ankara","B","DR712FC218","320","6","32","32G","Online","Host","10:00:00:62:0b:43:5e:39","Emulex PPN-10:00:00:62:0b:43:5e:39",,,"0","",""
"Ankara","B","DR712FC218","321","6","33","16G","Online","Host","10:00:94:57:a5:a6:5e:3a","Emulex PPN-10:00:94:57:a5:a6:5e:3a",,,"0","",""
"Ankara","B","DR712FC218","322","6","34","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","323","6","35","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","324","6","36","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","325","6","37","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","326","6","38","32G","Online","Host","10:00:94:40:c9:ce:d2:cc","Emulex PPN-10:00:94:40:C9:CE:D2:CC",,,"0","",""
"Ankara","B","DR712FC218","327","6","39","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","328","6","40","32G","Online","Host","10:00:b4:7a:f1:6e:5c:c9","Emulex PPN-10:00:b4:7a:f1:6e:5c:c9",,,"0","",""
"Ankara","B","DR712FC218","329","6","41","32G","Online","Storage","50:06:0e:80:08:82:cf:30","",,,"0","",""
"Ankara","B","DR712FC218","330","6","42","32G","Online","Storage","50:06:0e:80:08:82:cf:50","",,,"0","",""
"Ankara","B","DR712FC218","331","6","43","32G","Online","Storage","50:06:0e:80:08:82:cf:70","",,,"0","",""
"Ankara","B","DR712FC218","332","6","44","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","333","6","45","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","334","6","46","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","335","6","47","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","384","9","0","32G","Online","Host","28:b0:94:a4:f9:d3:19:c4","",,,"0","",""
"Ankara","B","DR712FC218","385","9","1","32G","Online","Host","10:00:b4:7a:f1:6e:5a:ed","Emulex PPN-10:00:b4:7a:f1:6e:5a:ed",,,"0","",""
"Ankara","B","DR712FC218","386","9","2","32G","Online","Host","10:00:b4:7a:f1:6e:fb:0f","Emulex PPN-10:00:b4:7a:f1:6e:fb:0f",,,"0","",""
"Ankara","B","DR712FC218","387","9","3","32G","Online","Host","10:00:b4:7a:f1:6e:5a:e7","Emulex PPN-10:00:b4:7a:f1:6e:5a:e7",,,"0","",""
"Ankara","B","DR712FC218","388","9","4","32G","Online","Host","10:00:00:62:0b:43:5e:45","Emulex PPN-10:00:00:62:0b:43:5e:45",,,"0","",""
"Ankara","B","DR712FC218","389","9","5","32G","Online","Host","10:00:94:40:c9:d4:b9:7e","Emulex PPN-10:00:94:40:C9:D4:B9:7E",,,"0","",""
"Ankara","B","DR712FC218","390","9","6","32G","Online","Host","10:00:94:40:c9:d4:b9:a5","Emulex PPN-10:00:94:40:C9:D4:B9:A5",,,"0","",""
"Ankara","B","DR712FC218","391","9","7","32G","Online","Host","10:00:94:40:c9:d4:d9:e7","0",,,"0","",""
"Ankara","B","DR712FC218","392","9","8","32G","Online","Host","10:00:94:40:c9:d4:1a:7e","Emulex PPN-10:00:94:40:C9:D4:1A:7E",,,"0","",""
"Ankara","B","DR712FC218","393","9","9","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","394","9","10","32G","Online","Host","10:00:b4:7a:f1:6e:e9:ae","Emulex PPN-10:00:b4:7a:f1:6e:e9:ae",,,"2","warning",""
"Ankara","B","DR712FC218","395","9","11","32G","Online","Host","10:00:b4:7a:f1:6e:0a:03","Emulex PPN-10:00:b4:7a:f1:6e:0a:03",,,"0","",""
"Ankara","B","DR712FC218","396","9","12","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","397","9","13","32G","Online","Host","10:00:b4:7a:f1:6e:1c:1b","Emulex PPN-10:00:b4:7a:f1:6e:1c:1b",,,"0","",""
"Ankara","B","DR712FC218","398","9","14","32G","Online","Host","10:00:b4:7a:f1:6e:1b:b7","Emulex PPN-10:00:b4:7a:f1:6e:1b:b7",,,"0","",""
"Ankara","B","DR712FC218","399","9","15","32G","Online","Host","10:00:94:40:c9:d4:1a:72","Emulex PPN-10:00:94:40:C9:D4:1A:72",,,"0","",""
"Ankara","B","DR712FC218","400","9","16","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","401","9","17","32G","Online","Host","10:00:b4:7a:f1:6e:e8:78","Emulex PPN-10:00:b4:7a:f1:6e:e8:78",,,"0","",""
"Ankara","B","DR712FC218","402","9","18","16G","Online","Host","51:40:2e:c0:11:09:c1:b4","SN1100Q FW:v9.15.05 DVR:v10.02.09.100-k",,,"0","",""
"Ankara","B","DR712FC218","403","9","19","32G","Online","Host","10:00:94:40:c9:d4:8c:69","Emulex PPN-10:00:94:40:C9:D4:8C:69",,,"0","",""
"Ankara","B","DR712FC218","404","9","20","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","405","9","21","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","406","9","22","32G","Online","Host","10:00:b4:7a:f1:6e:fb:15","Emulex PPN-10:00:b4:7a:f1:6e:fb:15",,,"0","",""
"Ankara","B","DR712FC218","407","9","23","32G","Online","Host","10:00:b4:7a:f1:6e:3b:87","2",,,"0","",""
"Ankara","B","DR712FC218","408","9","24","32G","Online","Host","10:00:b4:7a:f1:6e:5b:3f","Emulex PPN-10:00:b4:7a:f1:6e:5b:3f",,,"5","warning",""
"Ankara","B","DR712FC218","409","9","25","64G","Online","Host","10:00:5c:ed:8c:55:89:b4","Emulex PPN-10:00:5c:ed:8c:55:89:b4",,,"0","",""
"Ankara","B","DR712FC218","410","9","26","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","411","9","27","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","412","9","28","32G","Online","Host","10:00:b4:7a:f1:6e:6b:0c","Emulex PPN-10:00:b4:7a:f1:6e:6b:0c",,,"0","",""
"Ankara","B","DR712FC218","413","9","29","32G","Online","Host","10:00:b4:7a:f1:6e:5c:8a","Emulex PPN-10:00:b4:7a:f1:6e:5c:8a",,,"0","",""
"Ankara","B","DR712FC218","414","9","30","32G","Online","Host",,"",,,"36","warning",""
"Ankara","B","DR712FC218","415","9","31","32G","Online","Host",,"",,,"33","warning",""
"Ankara","B","DR712FC218","416","9","32","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","417","9","33","32G","Online","Host","10:00:b4:7a:f1:6e:6b:1e","Emulex PPN-10:00:b4:7a:f1:6e:6b:1e",,,"0","",""
"Ankara","B","DR712FC218","418","9","34","32G","Online","Host","10:00:b4:7a:f1:6e:5c:b7","Emulex PPN-10:00:b4:7a:f1:6e:5c:b7",,,"0","",""
"Ankara","B","DR712FC218","419","9","35","32G","Online","Host","10:00:b4:7a:f1:6e:19:75","Emulex PPN-10:00:b4:7a:f1:6e:19:75",,,"0","",""
"Ankara","B","DR712FC218","420","9","36","32G","Online","Host","10:00:b4:7a:f1:6e:6b:24","Emulex PPN-10:00:b4:7a:f1:6e:6b:24",,,"0","",""
"Ankara","B","DR712FC218","421","9","37","32G","Online","Host","10:00:94:40:c9:d4:ac:1b","Emulex PPN-10:00:94:40:C9:D4:AC:1B",,,"0","",""
"Ankara","B","DR712FC218","422","9","38","32G","Online","Host","29:90:ac:99:29:92:39:5b","",,,"4","warning",""
"Ankara","B","DR712FC218","423","9","39","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","424","9","40","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","425","9","41","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","426","9","42","32G","Online","Host","28:b0:94:a4:f9:d3:17:ff","",,,"2","warning",""
"Ankara","B","DR712FC218","427","9","43","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","428","9","44","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","429","9","45","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","430","9","46","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","431","9","47","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","480","10","0","32G","Online","Host","10:00:94:40:c9:cf:51:f3","Emulex PPN-10:00:94:40:C9:CF:51:F3",,,"0","",""
"Ankara","B","DR712FC218","481","10","1","32G","Online","Host","10:00:00:10:9b:dd:9f:cc","0",,,"0","",""
"Ankara","B","DR712FC218","482","10","2","32G","Online","Storage","50:06:0e:80:08:82:cf:28","",,,"0","",""
"Ankara","B","DR712FC218","483","10","3","32G","Online","Host","51:40:2e:c0:14:86:41:7c","SN1600Q FW:v9.14.00 DVR:v5.4.85.0",,,"0","",""
"Ankara","B","DR712FC218","484","10","4","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","485","10","5","32G","Online","Storage","50:06:0e:80:08:82:cf:48","",,,"0","",""
"Ankara","B","DR712FC218","486","10","6","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","487","10","7","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","488","10","8","32G","Online","Storage","50:06:0e:80:08:82:cf:68","",,,"0","",""
"Ankara","B","DR712FC218","489","10","9","32G","Online","Host","28:10:ac:99:29:92:39:57","",,,"3","warning",""
"Ankara","B","DR712FC218","490","10","10","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","491","10","11","8G","Online","Host","10:00:00:90:fa:af:6b:b6","Emulex PPN-10:00:00:90:FA:AF:6B:B6",,,"0","",""
"Ankara","B","DR712FC218","492","10","12","32G","Online","Host","28:20:ac:99:29:92:39:57","",,,"0","",""
"Ankara","B","DR712FC218","493","10","13","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","494","10","14","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","495","10","15","32G","Online","Host","10:00:94:40:c9:ce:32:1b","Emulex PPN-10:00:94:40:c9:ce:32:1b",,,"0","",""
"Ankara","B","DR712FC218","496","10","16","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","497","10","17","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","498","10","18","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","499","10","19","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","500","10","20","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","501","10","21","32G","Online","Host","10:00:00:62:0b:43:5e:7b","Emulex PPN-10:00:00:62:0b:43:5e:7b",,,"0","",""
"Ankara","B","DR712FC218","502","10","22","64G","No_Light","Free",,"",,,"2","warning",""
"Ankara","B","DR712FC218","503","10","23","32G","Online","Host","10:00:94:40:c9:cf:a0:1b","Emulex PPN-10:00:94:40:C9:CF:A0:1B",,,"0","",""
"Ankara","B","DR712FC218","504","10","24","32G","Online","Host","51:40:2e:c0:14:86:42:24","SN1600Q FW:v9.15.05 DVR:v5.4.85.0",,,"4","warning",""
"Ankara","B","DR712FC218","505","10","25","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","506","10","26","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","507","10","27","32G","Online","Host","29:a0:ac:99:29:92:39:57","",,,"0","",""
"Ankara","B","DR712FC218","508","10","28","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","509","10","29","32G","Online","Host","29:90:94:a4:f9:d3:19:c4","",,,"0","",""
"Ankara","B","DR712FC218","510","10","30","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","511","10","31","32G","Online","Storage","50:06:0e:80:08:82:cf:29","",,,"0","",""
"Ankara","B","DR712FC218","512","10","32","32G","Online","Storage","50:06:0e:80:08:82:cf:49","",,,"0","",""
"Ankara","B","DR712FC218","513","10","33","32G","Online","Storage","50:06:0e:80:08:82:cf:69","",,,"0","",""
"Ankara","B","DR712FC218","514","10","34","32G","Online","Host","10:00:94:40:c9:d4:d9:48","Emulex PPN-10:00:94:40:C9:D4:D9:48",,,"0","",""
"Ankara","B","DR712FC218","515","10","35","32G","Online","Host","10:00:94:40:c9:ce:d2:c0","Emulex PPN-10:00:94:40:C9:CE:D2:C0",,,"0","",""
"Ankara","B","DR712FC218","516","10","36","64G","No_Light","Free",,"",,,"0","",""
"Ankara","B","DR712FC218","517","10","37","32G","Online","Host","10:00:b4:7a:f1:6e:5c:cf","Emulex PPN-10:00:b4:7a:f1:6e:5c:cf",,,"0","",""
"Ankara","B","DR712FC218","518","10","38","64G","No_Light","Free",,"",,,"0","",""
