"Lokasyon","Kabinet","Filesystem","Pool","VSTORE","Kapasite (TB)","Kullanilan (TB)","NFS","CIFS","Durum"
"Ankara","HW005","vol_cbres_005_7","","vStore_test","1","0","Hayir","Hayir","Normal"
"Ankara","HW005","vol_cbres_005_8","","vStore_test","1","0","Hayir","Hayir","Normal"
"Ankara","HW005","vol_cbres_005_9","","vStore_test","1","0","Hayir","Hayir","Normal"
"Ankara","HW005","vol_cbres_005_10","","vStore_test","1","0","Hayir","Hayir","Normal"
"Ankara","HW005","vol_cbres_005_11","","vStore_test","1","0","Hayir","Hayir","Normal"
"Ankara","HW005","vol_cbres_005_12","","vStore_test","1","0","Hayir","Hayir","Normal"
"Ankara","HW005","vol_cbres_005_13","","vStore_test","1","0","Hayir","Hayir","Normal"
"Ankara","HW005","vol_cbres_005_14","","vStore_test","1","0","Hayir","Hayir","Normal"
"Ankara","HW005","vol_cbres_005_15","","vStore_test","1","0","Hayir","Hayir","Normal"
"Ankara","HW005","vol_cbres_005_16","","vStore_test","1","0","Hayir","Hayir","Normal"
"Ankara","HW005","vol_cbres_005_17","","vStore_test","1","0","Hayir","Hayir","Normal"
"Ankara","HW005","vol_cbres_005_18","","vStore_test","1","0","Hayir","Hayir","Normal"
"Ankara","HW005","vol_cbres_005_19","","vStore_test","1","0","Hayir","Hayir","Normal"
"Ankara","HW005","vol_cbres_005_20","","vStore_test","1","0","Hayir","Hayir","Normal"
"Ankara","HW005","vol_cbres_005_21","","vStore_test","1","0","Hayir","Hayir","Normal"
"Ankara","HW005","vol_cbres_005_22","","vStore_test","1","0","Hayir","Hayir","Normal"
"Ankara","HW005","vol_cbres_005_23","","vStore_test","1","0","Hayir","Hayir","Normal"
"Ankara","HW005","vol_cbres_005_24","","vStore_test","1","0","Hayir","Hayir","Normal"
"Ankara","HW005","vol_cbres_005_25","","vStore_test","1","0","Hayir","Hayir","Normal"
"Ankara","HW005","vol_cbres_005_26","","vStore_test","1","0","Hayir","Hayir","Normal"
"Ankara","HW005","vol_cbres_005_27","","vStore_test","1","0","Hayir","Hayir","Normal"
"Ankara","HW005","vol_cbres_005_28","","vStore_test","1","0","Hayir","Hayir","Normal"
"Ankara","HW005","vol_cbres_005_29","","vStore_test","1","0","Hayir","Hayir","Normal"
"Ankara","HW005","vol_cbres_005_30","","vStore_test","1","0","Hayir","Hayir","Normal"
"Ankara","HW005","vol_ytsres_005_1","","vStore_test","1","0","Hayir","Hayir","Normal"
"Ankara","HW005","vol_ytsres_005_2","","vStore_test","1","0","Hayir","Hayir","Normal"
"Ankara","HW005","vol_ytsres_005_3","","vStore_test","1","0","Hayir","Hayir","Normal"
"Ankara","HW005","vol_ytsres_005_4","","vStore_test","1","0","Hayir","Hayir","Normal"
"Ankara","HW005","vol_ytsres_005_5","","vStore_test","1","0","Hayir","Hayir","Normal"
"Ankara","HW005","vol_ytsres_005_6","","vStore_test","1","0","Hayir","Hayir","Normal"
"Ankara","HW005","vol_ytsres_005_7","","vStore_test","1","0","Hayir","Hayir","Normal"
"Ankara","HW005","vol_ytsres_005_8","","vStore_test","1","0","Hayir","Hayir","Normal"
"Ankara","HW005","vol_ytsres_005_9","","vStore_test","1","0","Hayir","Hayir","Normal"
"Ankara","HW005","vol_ytsres_005_10","","vStore_test","1","0","Hayir","Hayir","Normal"
"Ankara","HW005","vol_ytsres_005_11","","vStore_test","1","0","Hayir","Hayir","Normal"
"Ankara","HW005","vol_ytsres_005_12","","vStore_test","1","0","Hayir","Hayir","Normal"
"Ankara","HW005","vol_ytsres_005_13","","vStore_test","1","0","Hayir","Hayir","Normal"
"Ankara","HW005","vol_ytsres_005_14","","vStore_test","1","0","Hayir","Hayir","Normal"
"Ankara","HW005","vol_ytsres_005_15","","vStore_test","1","0","Hayir","Hayir","Normal"
"Ankara","HW005","vol_ytsres_005_16","","vStore_test","1","0","Hayir","Hayir","Normal"
"Ankara","HW005","vol_ytsres_005_17","","vStore_test","1","0","Hayir","Hayir","Normal"
"Ankara","HW005","vol_ytsres_005_18","","vStore_test","1","0","Hayir","Hayir","Normal"
"Ankara","HW005","vol_ytsres_005_19","","vStore_test","1","0","Hayir","Hayir","Normal"
"Ankara","HW005","vol_ytsres_005_20","","vStore_test","1","0","Hayir","Hayir","Normal"
"Ankara","HW005","vol_ytsres_005_21","","vStore_test","1","0","Hayir","Hayir","Normal"
"Ankara","HW005","vol_ytsres_005_22","","vStore_test","1","0","Hayir","Hayir","Normal"
"Ankara","HW005","vol_ytsres_005_23","","vStore_test","1","0","Hayir","Hayir","Normal"
"Ankara","HW005","vol_ytsres_005_24","","vStore_test","1","0","Hayir","Hayir","Normal"
"Ankara","HW005","vol_ytsres_005_25","","vStore_test","1","0","Hayir","Hayir","Normal"
"Ankara","HW005","vol_ytsres_005_26","","vStore_test","1","0","Hayir","Hayir","Normal"
"Ankara","HW005","vol_ytsres_005_27","","vStore_test","1","0","Hayir","Hayir","Normal"
"Ankara","HW005","vol_ytsres_005_28","","vStore_test","1","0","Hayir","Hayir","Normal"
"Ankara","HW005","vol_ytsres_005_29","","vStore_test","1","0","Hayir","Hayir","Normal"
"Ankara","HW005","vol_ytsres_005_30","","vStore_test","1","0","Hayir","Hayir","Normal"
