"Lokasyon","Fabric","SwitchName","PortIndex","PortWWN","Alias","State","Speed"
"Istanbul","A","EO17FC184","327","28:c2:a8:d4:e0:5d:d4:d4","","Online","32G"
"Istanbul","A","EO17FC184","328","51:40:2e:c0:12:cb:16:1a","","Online","16G"
"Istanbul","A","EO17FC184","329","10:00:94:40:c9:cf:31:1b","Emulex PPN-10:00:94:40:c9:cf:31:1b","Online","32G"
"Istanbul","A","EO17FC184","330","51:40:2e:c0:12:cc:ea:d8","SN1100Q FW:v9.14.00 DVR:v10.02.09.100-k","Online","16G"
"Istanbul","A","EO17FC184","331","10:00:70:b7:e4:24:15:ab","Emulex PPN-10:00:70:b7:e4:24:15:ab","Online","64G"
"Istanbul","A","EO17FC184","332","10:00:00:10:9b:dd:ee:16","Emulex PPN-10:00:00:10:9b:dd:ee:16","Online","32G"
"Istanbul","A","EO17FC184","334","10:00:5c:ed:8c:55:89:8d","Emulex PPN-10:00:5c:ed:8c:55:89:8d","Online","64G"
"Istanbul","A","EO17FC184","384","10:00:00:62:0b:43:53:a2","Emulex PPN-10:00:00:62:0b:43:53:a2","Online","32G"
"Istanbul","A","EO17FC184","385","10:00:94:40:c9:d0:be:e1","Emulex PPN-10:00:94:40:c9:d0:be:e1","Online","32G"
"Istanbul","A","EO17FC184","386","10:00:94:40:c9:d4:97:63","Emulex PPN-10:00:94:40:c9:d4:97:63","Online","32G"
"Istanbul","A","EO17FC184","387","10:00:94:40:c9:d4:97:f9","Emulex PPN-10:00:94:40:c9:d4:97:f9","Online","32G"
"Istanbul","A","EO17FC184","388","10:00:b4:7a:f1:69:e1:84","Emulex PPN-10:00:b4:7a:f1:69:e1:84","Online","32G"
"Istanbul","A","EO17FC184","389","10:00:70:b7:e4:27:70:f3","Emulex PPN-10:00:70:b7:e4:27:70:f3","Online","64G"
"Istanbul","A","EO17FC184","390","10:00:94:40:c9:d4:d7:87","Emulex PPN-10:00:94:40:c9:d4:d7:87","Online","32G"
"Istanbul","A","EO17FC184","391","10:00:94:40:c9:d4:a7:84","Emulex PPN-10:00:94:40:c9:d4:a7:84","Online","32G"
"Istanbul","A","EO17FC184","392","51:40:2e:c0:01:c8:5e:08","SN1600Q FW:v9.15.00 DVR:v5.4.83.1","Online","32G"
"Istanbul","A","EO17FC184","393","10:00:94:40:c9:d4:d7:69","Emulex PPN-10:00:94:40:c9:d4:d7:69","Online","32G"
"Istanbul","A","EO17FC184","394","10:00:94:40:c9:d0:96:2a","Emulex PPN-10:00:94:40:C9:D0:96:2A","Online","32G"
"Istanbul","A","EO17FC184","397","29:61:a8:d4:e0:5d:d4:d8","","Online","32G"
"Istanbul","A","EO17FC184","398","10:00:b4:7a:f1:d2:30:9c","Emulex PPN-10:00:b4:7a:f1:d2:30:9c","Online","32G"
"Istanbul","A","EO17FC184","399","28:f1:a8:d4:e0:5d:d4:d8","","Online","32G"
"Istanbul","A","EO17FC184","400","10:00:00:62:0b:42:45:f3","Emulex PPN-10:00:00:62:0B:42:45:F3","Online","64G"
"Istanbul","A","EO17FC184","401","10:00:94:40:c9:d0:82:03","0","Online","32G"
"Istanbul","A","EO17FC184","402","51:40:2e:c0:14:86:41:98","SN1600Q FW:v9.15.00 DVR:v5.4.85.0","Online","32G"
"Istanbul","A","EO17FC184","404","10:00:00:10:9b:dd:ee:09","Emulex PPN-10:00:00:10:9b:dd:ee:09","Online","32G"
"Istanbul","A","EO17FC184","405","29:00:b4:89:01:d6:27:9b","","Online","32G"
"Istanbul","A","EO17FC184","406","10:00:00:62:0b:43:53:b7","Emulex PPN-10:00:00:62:0b:43:53:b7","Online","32G"
"Istanbul","A","EO17FC184","407","10:00:70:b7:e4:24:14:9f","0","Online","64G"
"Istanbul","A","EO17FC184","408","28:80:a8:d4:e0:5d:d4:d8","","Online","32G"
"Istanbul","A","EO17FC184","409","51:40:2e:c0:01:c8:5d:dc","SN1600Q FW:v9.15.00 DVR:v5.4.83.1","Online","32G"
"Istanbul","A","EO17FC184","410","29:02:b4:89:01:d6:27:9b","","Online","32G"
"Istanbul","A","EO17FC184","412","10:00:b4:7a:f1:69:e1:7b","Emulex PPN-10:00:b4:7a:f1:69:e1:7b","Online","32G"
"Istanbul","A","EO17FC184","413","10:00:00:10:9b:dd:eb:13","Emulex PPN-10:00:00:10:9b:dd:eb:13","Online","32G"
"Istanbul","A","EO17FC184","414","10:00:00:62:0b:43:73:cf","0","Online","32G"
"Istanbul","A","EO17FC184","415","10:00:94:40:c9:d4:97:e5","1","Online","32G"
"Istanbul","A","EO17FC184","416","10:00:94:40:c9:d4:d7:42","2","Online","32G"
"Istanbul","A","EO17FC184","417","10:00:70:b7:e4:20:f1:49","Emulex PPN-10:00:70:B7:E4:20:F1:49","Online","64G"
"Istanbul","A","EO17FC184","418","10:00:94:40:c9:d0:72:ee","3","Online","32G"
"Istanbul","A","EO17FC184","420","29:00:ac:99:29:92:39:7f","","Online","32G"
"Istanbul","A","EO17FC184","422","10:00:00:62:0b:43:56:90","Emulex PPN-10:00:00:62:0b:43:56:90","Online","32G"
"Istanbul","A","EO17FC184","423","21:00:f4:c7:aa:05:11:5e","","Online","32G"
"Istanbul","A","EO17FC184","424","10:00:94:40:c9:d4:1a:c0","Emulex PPN-10:00:94:40:c9:d4:1a:c0","Online","32G"
"Istanbul","A","EO17FC184","425","10:00:70:b7:e4:24:0f:b7","0","Online","64G"
"Istanbul","A","EO17FC184","426","51:40:2e:c0:01:c8:5a:44","SN1600Q FW:v9.09.00 DVR:v5.4.83.1","Online","32G"
"Istanbul","A","EO17FC184","427","29:a0:a8:d4:e0:5d:d4:d8","","Online","32G"
"Istanbul","A","EO17FC184","428","29:32:a8:d4:e0:5d:d4:d4","","Online","32G"
"Istanbul","A","EO17FC184","431","29:01:a8:d4:e0:5d:d4:d8","","Online","32G"
"Istanbul","A","EO17FC184","480","51:40:2e:c0:01:cb:3c:c2","SN1100Q FW:v9.14.00 DVR:v5.4.85.0","Online","16G"
"Istanbul","A","EO17FC184","481","21:00:f4:c7:aa:05:02:ac","","Online","32G"
"Istanbul","A","EO17FC184","482","28:b2:b4:89:01:d6:27:9b","","Online","32G"
"Istanbul","A","EO17FC184","484","51:40:2e:c0:01:ca:b5:14","SN1100Q FW:v9.15.05 DVR:v10.02.09.200-k","Online","16G"
"Istanbul","A","EO17FC184","485","51:40:2e:c0:01:ca:b2:5c","SN1100Q FW:v9.14.00 DVR:v5.4.85.0","Online","16G"
"Istanbul","A","EO17FC184","487","51:40:2e:c0:11:09:c1:c6","","Online","16G"
"Istanbul","A","EO17FC184","488","10:00:00:62:0b:43:59:a2","Emulex PPN-10:00:00:62:0b:43:59:a2","Online","32G"
"Istanbul","A","EO17FC184","490","10:00:70:b7:e4:24:0f:fc","Emulex PPN-10:00:70:b7:e4:24:0f:fc","Online","64G"
"Istanbul","A","EO17FC184","491","10:00:70:b7:e4:20:ef:b5","Emulex PPN-10:00:70:b7:e4:20:ef:b5","Online","64G"
"Istanbul","A","EO17FC184","492","28:21:cc:bc:e3:01:6e:35","","Online","32G"
"Istanbul","A","EO17FC184","493","51:40:2e:c0:12:cc:d0:7e","SN1100Q FW:v9.14.00 DVR:v10.02.09.100-k","Online","16G"
"Istanbul","A","EO17FC184","494","51:40:2e:c0:01:ca:a0:6a","SN1100Q FW:v9.15.00 DVR:v10.02.09.100-k","Online","16G"
"Istanbul","A","EO17FC184","495","10:00:70:b7:e4:24:15:57","Emulex PPN-10:00:70:b7:e4:24:15:57","Online","64G"
"Istanbul","A","EO17FC184","496","10:00:5c:ed:8c:55:19:4c","Emulex PPN-10:00:5C:ED:8C:55:19:4C","Online","64G"
"Istanbul","A","EO17FC184","497","21:00:f4:c7:aa:05:11:64","","Online","32G"
"Istanbul","A","EO17FC184","498","28:f0:a8:d4:e0:5d:d4:d4","","Online","32G"
"Istanbul","A","EO17FC184","499","51:40:2e:c0:01:ca:b5:12","SN1100Q FW:v9.14.00 DVR:v5.4.86.0","Online","16G"
"Istanbul","A","EO17FC184","500","28:20:60:a6:c5:ea:68:02","","Online","32G"
"Istanbul","A","EO17FC184","502","28:b0:ac:99:29:92:39:7f","","Online","32G"
"Istanbul","A","EO17FC184","503","51:40:2e:c0:01:cb:3b:5e","SN1100Q FW:v9.15.00 DVR:v5.4.83.1","Online","16G"
"Istanbul","A","EO17FC184","505","28:12:a8:d4:e0:5d:d4:d8","","Online","32G"
"Istanbul","A","EO17FC184","506","10:00:94:40:c9:d4:d7:e1","Emulex PPN-10:00:94:40:c9:d4:d7:e1","Online","32G"
"Istanbul","A","EO17FC184","509","51:40:2e:c0:14:86:41:a4","SN1600Q FW:v9.15.00 DVR:v5.4.85.0","Online","32G"
"Istanbul","A","EO17FC184","510","10:00:94:40:c9:cf:21:f3","Emulex PPN-10:00:94:40:c9:cf:21:f3","Online","32G"
"Istanbul","A","EO17FC184","514","10:00:5c:ed:8c:55:89:1f","Emulex PPN-10:00:5c:ed:8c:55:89:1f","Online","64G"
"Istanbul","A","EO17FC184","515","51:40:2e:c0:11:09:c1:e6","","Online","16G"
"Istanbul","A","EO17FC184","517","29:02:b4:89:01:d6:27:95","","Online","32G"
"Istanbul","A","EO17FC184","518","51:40:2e:c0:01:ca:78:f0","SN1100Q FW:v9.15.00 DVR:v10.02.09.100-k","Online","16G"
"Istanbul","A","EO17FC184","519","10:00:94:40:c9:d0:36:a6","Emulex PPN-10:00:94:40:C9:D0:36:A6","Online","32G"
"Istanbul","A","EO17FC184","521","10:00:70:b7:e4:24:0f:ac","Emulex PPN-10:00:70:b7:e4:24:0f:ac","Online","64G"
"Istanbul","A","EO17FC184","522","10:00:94:40:c9:d0:a5:15","0","Online","32G"
"Istanbul","A","EO17FC184","523","10:00:5c:ed:8c:55:29:cd","Emulex PPN-10:00:5c:ed:8c:55:29:cd","Online","64G"
"Istanbul","A","EO17FC184","525","10:00:94:40:c9:d4:d7:cf","Emulex PPN-10:00:94:40:c9:d4:d7:cf","Online","32G"
"Istanbul","A","EO17FC184","526","10:00:94:40:c9:d4:d7:8a","Emulex PPN-10:00:94:40:c9:d4:d7:8a","Online","32G"
"Istanbul","A","EO17FC184","527","51:40:2e:c0:15:52:27:0e","SN1100Q FW:v9.14.00 DVR:v10.02.09.100-k","Online","16G"
"Istanbul","A","EO17FC184","577","10:00:70:b7:e4:24:15:16","Emulex PPN-10:00:70:b7:e4:24:15:16","Online","64G"
"Istanbul","A","EO17FC184","578","28:21:a8:d4:e0:5d:d4:b7","","Online","32G"
"Istanbul","A","EO17FC184","579","10:00:94:40:c9:d4:80:f9","Emulex PPN-10:00:94:40:c9:d4:80:f9","Online","32G"
"Istanbul","A","EO17FC184","580","21:00:f4:c7:aa:05:11:68","","Online","32G"
"Istanbul","A","EO17FC184","582","10:00:70:b7:e4:24:0f:a8","Emulex PPN-10:00:70:B7:E4:24:0F:A8","Online","64G"
"Istanbul","A","EO17FC184","583","10:00:70:b7:e4:24:13:8e","Emulex PPN-10:00:70:b7:e4:24:13:8e","Online","64G"
"Istanbul","A","EO17FC184","587","10:00:70:b7:e4:24:15:ac","Emulex PPN-10:00:70:b7:e4:24:15:ac","Online","64G"
"Istanbul","A","EO17FC184","588","10:00:70:b7:e4:24:11:ac","Emulex PPN-10:00:70:B7:E4:24:11:AC","Online","64G"
"Istanbul","A","EO17FC184","589","21:00:f4:c7:aa:05:10:6e","","Online","32G"
"Istanbul","A","EO17FC184","590","29:00:a8:d4:e0:5d:d4:d8","","Online","32G"
"Istanbul","A","EO17FC184","591","28:b0:b4:89:01:d6:27:9b","","Online","32G"
"Istanbul","A","EO17FC184","593","10:00:5c:ed:8c:55:29:8e","Emulex PPN-10:00:5c:ed:8c:55:29:8e","Online","64G"
"Istanbul","A","EO17FC184","594","10:00:70:b7:e4:24:14:5a","Emulex PPN-10:00:70:b7:e4:24:14:5a","Online","64G"
"Istanbul","A","EO17FC184","595","29:a2:a8:d4:e0:5d:d4:d8","","Online","32G"
"Istanbul","A","EO17FC184","596","10:00:94:40:c9:0f:80:f1","Emulex PPN-10:00:94:40:C9:0F:80:F1","Online","16G"
"Istanbul","A","EO17FC184","597","10:00:94:40:c9:d4:00:1e","Emulex PPN-10:00:94:40:c9:d4:00:1e","Online","32G"
"Istanbul","A","EO17FC184","598","10:00:94:40:c9:d0:96:72","Emulex PPN-10:00:94:40:C9:D0:96:72","Online","32G"
"Istanbul","A","EO17FC184","603","10:00:70:b7:e4:24:11:61","Emulex PPN-10:00:70:b7:e4:24:11:61","Online","64G"
"Istanbul","A","EO17FC184","605","10:00:00:62:0b:43:54:36","Emulex PPN-10:00:00:62:0b:43:54:36","Online","32G"
"Istanbul","A","EO17FC184","606","21:00:f4:c7:aa:05:0d:60","","Online","32G"
"Istanbul","A","EO17FC184","608","10:00:5c:ed:8c:55:69:b1","2","Online","64G"
"Istanbul","A","EO17FC184","609","10:00:00:62:0b:41:dd:33","Emulex PPN-10:00:00:62:0B:41:DD:33","Online","32G"
"Istanbul","A","EO17FC184","611","10:00:94:40:c9:d0:54:87","Emulex PPN-10:00:94:40:c9:d0:54:87","Online","32G"
"Istanbul","A","EO17FC184","613","10:00:b4:7a:f1:6e:fb:1b","Emulex PPN-10:00:b4:7a:f1:6e:fb:1b","Online","32G"
"Istanbul","A","EO17FC184","614","28:b2:b4:89:01:d6:27:95","","Online","32G"
"Istanbul","A","EO17FC184","615","10:00:70:b7:e4:24:13:66","Emulex PPN-10:00:70:b7:e4:24:13:66","Online","64G"
"Istanbul","A","EO17FC184","616","29:01:a8:d4:e0:5d:d4:d4","","Online","32G"
"Istanbul","A","EO17FC184","618","51:40:2e:c0:12:cb:81:7c","SN1100Q FW:v9.14.00 DVR:v5.4.85.0","Online","16G"
"Istanbul","A","EO17FC184","620","28:81:a8:d4:e0:5d:d4:d8","","Online","32G"
"Istanbul","A","EO17FC184","621","10:00:00:62:0b:42:46:69","0","Online","64G"
"Istanbul","A","EO17FC184","622","10:00:00:10:9b:dd:ee:15","Emulex PPN-10:00:00:10:9b:dd:ee:15","Online","32G"
"Istanbul","A","EO17FC184","623","10:00:94:40:c9:d0:02:4b","Emulex PPN-10:00:94:40:c9:d0:02:4b","Online","32G"
"Istanbul","A","EO17FC184","672","10:00:94:40:c9:d4:d7:36","2","Online","32G"
"Istanbul","A","EO17FC184","674","29:30:a8:d4:e0:5d:d4:d4","","Online","32G"
"Istanbul","A","EO17FC184","676","29:91:a8:d4:e0:5d:d4:a5","","Online","32G"
"Istanbul","A","EO17FC184","677","28:b0:a8:d4:e0:5d:d4:d8","","Online","32G"
"Istanbul","A","EO17FC184","679","10:00:94:40:c9:d0:ff:fc","Emulex PPN-10:00:94:40:c9:d0:ff:fc","Online","32G"
"Istanbul","A","EO17FC184","680","10:00:94:40:c9:d0:f6:82","3","Online","32G"
"Istanbul","A","EO17FC184","681","10:00:94:40:c9:d4:47:00","0","Online","32G"
"Istanbul","A","EO17FC184","684","10:00:b4:7a:f1:d2:e7:36","0","Online","32G"
"Istanbul","A","EO17FC184","685","10:00:5c:ed:8c:55:79:f6","Emulex PPN-10:00:5c:ed:8c:55:79:f6","Online","64G"
"Istanbul","A","EO17FC184","687","51:40:2e:c0:14:84:28:ac","QLogic Port0 WWPN 51:40:2e:c0:14:84:28:ac.......................","Online","16G"
"Istanbul","A","EO17FC184","689","10:00:94:40:c9:cf:81:36","Emulex PPN-10:00:94:40:c9:cf:81:36","Online","32G"
"Istanbul","A","EO17FC184","690","51:40:2e:c0:15:52:30:40","","Online","16G"
"Istanbul","A","EO17FC184","691","29:90:60:a6:c5:ea:68:02","","Online","32G"
"Istanbul","A","EO17FC184","692","10:00:70:b7:e4:20:f0:3d","Emulex PPN-10:00:70:b7:e4:20:f0:3d","Online","64G"
"Istanbul","A","EO17FC184","693","10:00:b4:7a:f1:69:e1:5a","Emulex PPN-10:00:b4:7a:f1:69:e1:5a","Online","32G"
"Istanbul","A","EO17FC184","694","10:00:00:10:9b:d8:f5:21","Emulex PPN-10:00:00:10:9B:D8:F5:21","Online","32G"
"Istanbul","A","EO17FC184","695","10:00:94:40:c9:cf:41:36","Emulex PPN-10:00:94:40:C9:CF:41:36","Online","32G"
"Istanbul","A","EO17FC184","696","28:f1:a8:d4:e0:5d:d4:d4","","Online","32G"
"Istanbul","A","EO17FC184","697","10:00:70:b7:e4:20:f2:99","Emulex PPN-10:00:70:b7:e4:20:f2:99","Online","64G"
"Istanbul","A","EO17FC184","700","10:00:94:40:c9:d0:d3:72","Emulex PPN-10:00:94:40:c9:d0:d3:72","Online","32G"
"Istanbul","A","EO17FC184","701","51:40:2e:c0:12:3f:cc:04","","Online","16G"
"Istanbul","A","EO17FC184","702","10:00:70:b7:e4:24:14:8b","Emulex PPN-10:00:70:b7:e4:24:14:8b","Online","64G"
"Istanbul","A","EO17FC184","704","10:00:00:62:0b:43:56:24","Emulex PPN-10:00:00:62:0b:43:56:24","Online","32G"
"Istanbul","A","EO17FC184","706","10:00:70:b7:e4:20:ef:99","Emulex PPN-10:00:70:b7:e4:20:ef:99","Online","64G"
"Istanbul","A","EO17FC184","707","29:00:b4:89:01:d6:27:95","","Online","32G"
"Istanbul","A","EO17FC184","708","10:00:70:b7:e4:24:15:63","Emulex PPN-10:00:70:b7:e4:24:15:63","Online","64G"
"Istanbul","A","EO17FC184","709","10:00:94:40:c9:d0:36:61","Emulex PPN-10:00:94:40:C9:D0:36:61","Online","32G"
"Istanbul","A","EO17FC184","710","29:31:a8:d4:e0:5d:d4:d4","","Online","32G"
"Istanbul","A","EO17FC184","711","51:40:2e:c0:15:52:3a:28","","Online","16G"
"Istanbul","A","EO17FC184","712","10:00:94:40:c9:0f:90:3f","Emulex PPN-10:00:94:40:C9:0F:90:3F","Online","16G"
"Istanbul","A","EO17FC184","714","10:00:94:40:c9:d0:42:df","1","Online","32G"
"Istanbul","A","EO17FC184","715","10:00:b4:7a:f1:6e:e8:4e","Emulex PPN-10:00:b4:7a:f1:6e:e8:4e","Online","32G"
"Istanbul","A","EO17FC184","716","51:40:2e:c0:12:3f:df:e8","SN1100Q FW:v9.09.00 DVR:v10.02.09.100-k","Online","16G"
"Istanbul","A","EO17FC184","719","10:00:5c:ed:8c:55:29:19","Emulex PPN-10:00:5C:ED:8C:55:29:19","Online","64G"
"Istanbul","B","EO24FC193","0","28:52:a8:d4:e0:5d:d4:d8","","Online","32G"
"Istanbul","B","EO24FC193","1","10:00:5c:ed:8c:55:69:6c","2","Online","64G"
"Istanbul","B","EO24FC193","3","51:40:2e:c0:12:3f:e2:0c","SN1100Q FW:v9.14.00 DVR:v5.4.85.0","Online","16G"
"Istanbul","B","EO24FC193","4","21:00:f4:c7:aa:05:0c:e1","","Online","32G"
"Istanbul","B","EO24FC193","5","10:00:b4:7a:f1:d2:e7:09","0","Online","32G"
"Istanbul","B","EO24FC193","6","29:90:a8:d4:e0:5d:d4:d8","","Online","32G"
"Istanbul","B","EO24FC193","7","10:00:94:40:c9:cf:41:46","Emulex PPN-10:00:94:40:C9:CF:41:46","Online","32G"
"Istanbul","B","EO24FC193","8","10:00:94:40:c9:d0:7c:a6","7","Online","32G"
"Istanbul","B","EO24FC193","9","28:b1:cc:bc:e3:01:6e:35","","Online","32G"
"Istanbul","B","EO24FC193","10","10:00:00:62:0b:43:5d:1b","Emulex PPN-10:00:00:62:0B:43:5D:1B","Online","32G"
"Istanbul","B","EO24FC193","11","28:80:a8:d4:e0:5d:d4:d4","","Online","32G"
"Istanbul","B","EO24FC193","13","10:00:70:b7:e4:24:11:15","0","Online","64G"
"Istanbul","B","EO24FC193","14","10:00:5c:ed:8c:55:29:46","Emulex PPN-10:00:5c:ed:8c:55:29:46","Online","64G"
"Istanbul","B","EO24FC193","15","10:00:00:62:0b:42:45:f4","Emulex PPN-10:00:00:62:0B:42:45:F4","Online","64G"
"Istanbul","B","EO24FC193","16","10:00:00:10:9b:d8:f5:22","Emulex PPN-10:00:00:10:9B:D8:F5:22","Online","32G"
"Istanbul","B","EO24FC193","18","21:00:f4:c7:aa:05:02:ad","","Online","32G"
"Istanbul","B","EO24FC193","19","10:00:70:b7:e4:20:f1:3d","Emulex PPN-10:00:70:b7:e4:20:f1:3d","Online","64G"
"Istanbul","B","EO24FC193","21","10:00:70:b7:e4:24:11:52","Emulex PPN-10:00:70:b7:e4:24:11:52","Online","64G"
"Istanbul","B","EO24FC193","22","21:00:f4:c7:aa:05:0c:27","","Online","32G"
"Istanbul","B","EO24FC193","23","10:00:70:b7:e4:20:f2:9a","Emulex PPN-10:00:70:b7:e4:20:f2:9a","Online","64G"
"Istanbul","B","EO24FC193","25","28:c0:a8:d4:e0:5d:d4:d4","","Online","32G"
"Istanbul","B","EO24FC193","26","10:00:94:40:c9:ce:55:e7","2","Online","32G"
"Istanbul","B","EO24FC193","27","10:00:00:10:9b:dd:e9:3f","Emulex PPN-10:00:00:10:9b:dd:e9:3f","Online","32G"
"Istanbul","B","EO24FC193","30","51:40:2e:c0:12:3f:cc:a4","SN1100Q FW:v9.14.00 DVR:v10.02.09.100-k","Online","16G"
"Istanbul","B","EO24FC193","31","29:00:60:10:9e:f9:a4:4d","","Online","32G"
"Istanbul","B","EO24FC193","32","10:00:70:b7:e4:24:11:5d","Emulex PPN-10:00:70:B7:E4:24:11:5D","Online","64G"
"Istanbul","B","EO24FC193","33","10:00:00:62:0b:41:ee:eb","Emulex PPN-10:00:00:62:0b:41:ee:eb","Online","32G"
"Istanbul","B","EO24FC193","35","28:21:a8:d4:e0:5d:d4:d8","","Online","32G"
"Istanbul","B","EO24FC193","37","10:00:70:b7:e4:20:f5:69","Emulex PPN-10:00:70:b7:e4:20:f5:69","Online","64G"
"Istanbul","B","EO24FC193","38","10:00:5c:ed:8c:55:29:97","Emulex PPN-10:00:5c:ed:8c:55:29:97","Online","64G"
"Istanbul","B","EO24FC193","39","10:00:5c:ed:8c:55:89:fd","Emulex PPN-10:00:5c:ed:8c:55:89:fd","Online","64G"
"Istanbul","B","EO24FC193","42","51:40:2e:c0:12:cb:1d:58","SN1100Q FW:v9.15.00 DVR:v10.02.09.100-k","Online","16G"
"Istanbul","B","EO24FC193","43","10:00:70:b7:e4:20:f0:67","3","Online","64G"
"Istanbul","B","EO24FC193","44","10:00:94:40:c9:0f:80:f9","Emulex PPN-10:00:94:40:C9:0F:80:F9","Online","16G"
"Istanbul","B","EO24FC193","45","10:00:00:62:0b:42:46:6a","1","Online","64G"
"Istanbul","B","EO24FC193","46","29:31:a8:d4:e0:5d:d4:d8","","Online","32G"
"Istanbul","B","EO24FC193","96","10:00:94:40:c9:d0:37:99","8","Online","32G"
"Istanbul","B","EO24FC193","98","10:00:5c:ed:8c:55:29:df","Emulex PPN-10:00:5c:ed:8c:55:29:df","Online","64G"
"Istanbul","B","EO24FC193","100","29:01:cc:bc:e3:01:6e:38","","Online","32G"
"Istanbul","B","EO24FC193","101","10:00:00:10:9b:dd:eb:66","Emulex PPN-10:00:00:10:9b:dd:eb:66","Online","32G"
"Istanbul","B","EO24FC193","103","10:00:70:b7:e4:20:ef:1f","3","Online","64G"
"Istanbul","B","EO24FC193","104","10:00:b4:7a:f1:d2:62:df","3","Online","32G"
"Istanbul","B","EO24FC193","105","10:00:70:b7:e4:20:f1:45","Emulex PPN-10:00:70:B7:E4:20:F1:45","Online","64G"
"Istanbul","B","EO24FC193","106","10:00:94:40:c9:0f:90:18","Emulex PPN-10:00:94:40:C9:0F:90:18","Online","16G"
"Istanbul","B","EO24FC193","107","29:30:a8:d4:e0:5d:d4:d8","","Online","32G"
"Istanbul","B","EO24FC193","108","10:00:00:62:0b:43:5a:af","Emulex PPN-10:00:00:62:0B:43:5A:AF","Online","32G"
"Istanbul","B","EO24FC193","109","29:90:b4:89:01:d6:27:9a","","Online","32G"
"Istanbul","B","EO24FC193","112","28:11:a8:d4:e0:5d:d4:d8","","Online","32G"
"Istanbul","B","EO24FC193","113","51:40:2e:c0:12:cb:29:c4","SN1100Q FW:v9.15.00 DVR:v10.02.09.100-k","Online","16G"
"Istanbul","B","EO24FC193","115","51:40:2e:c0:14:84:46:2c","QLogic Port0 WWPN 51:40:2e:c0:14:84:46:2c.......................","Online","16G"
"Istanbul","B","EO24FC193","116","10:00:70:b7:e4:20:f0:64","Emulex PPN-10:00:70:b7:e4:20:f0:64","Online","64G"
"Istanbul","B","EO24FC193","117","10:00:94:40:c9:d4:6f:30","2","Online","32G"
"Istanbul","B","EO24FC193","118","10:00:94:40:c9:d0:36:60","Emulex PPN-10:00:94:40:C9:D0:36:60","Online","32G"
"Istanbul","B","EO24FC193","119","10:00:00:62:0b:43:5a:33","Emulex PPN-10:00:00:62:0b:43:5a:33","Online","32G"
"Istanbul","B","EO24FC193","120","29:01:a8:d4:e0:5d:d4:a5","","Online","32G"
"Istanbul","B","EO24FC193","121","10:00:b4:7a:f1:d2:e7:33","0","Online","32G"
"Istanbul","B","EO24FC193","122","10:00:94:40:c9:d4:1a:cf","Emulex PPN-10:00:94:40:c9:d4:1a:cf","Online","32G"
"Istanbul","B","EO24FC193","123","10:00:70:b7:e4:24:14:5b","Emulex PPN-10:00:70:b7:e4:24:14:5b","Online","64G"
"Istanbul","B","EO24FC193","124","10:00:70:b7:e4:24:0f:e2","Emulex PPN-10:00:70:b7:e4:24:0f:e2","Online","64G"
"Istanbul","B","EO24FC193","125","21:00:f4:c7:aa:05:10:59","","Online","32G"
"Istanbul","B","EO24FC193","126","10:00:94:40:c9:d4:90:0f","Emulex PPN-10:00:94:40:c9:d4:90:0f","Online","32G"
"Istanbul","B","EO24FC193","128","10:00:00:62:0b:41:dd:34","Emulex PPN-10:00:00:62:0B:41:DD:34","Online","32G"
"Istanbul","B","EO24FC193","130","10:00:94:40:c9:d0:f6:6d","Emulex PPN-10:00:94:40:c9:d0:f6:6d","Online","32G"
"Istanbul","B","EO24FC193","132","10:00:00:62:0b:43:5c:ed","Emulex PPN-10:00:00:62:0B:43:5C:ED","Online","32G"
"Istanbul","B","EO24FC193","133","10:00:94:40:c9:d0:7c:d8","Emulex PPN-10:00:94:40:C9:D0:7C:D8","Online","32G"
"Istanbul","B","EO24FC193","136","28:10:a8:d4:e0:5d:d4:d8","","Online","32G"
"Istanbul","B","EO24FC193","137","10:00:b4:7a:f1:69:e1:6f","Emulex PPN-10:00:b4:7a:f1:69:e1:6f","Online","32G"
"Istanbul","B","EO24FC193","139","10:00:5c:ed:8c:55:29:70","Emulex PPN-10:00:5C:ED:8C:55:29:70","Online","64G"
"Istanbul","B","EO24FC193","141","29:92:b4:89:01:d6:27:9b","","Online","32G"
"Istanbul","B","EO24FC193","142","51:40:2e:c0:15:52:6e:74","SN1100Q FW:v9.14.00 DVR:v5.4.85.0","Online","16G"
"Istanbul","B","EO24FC193","143","51:40:2e:c0:14:84:29:2a","SN1100Q FW:v9.15.05 DVR:v5.4.81.2","Online","16G"
"Istanbul","B","EO24FC193","192","10:00:70:b7:e4:20:f0:6d","Emulex PPN-10:00:70:b7:e4:20:f0:6d","Online","64G"
"Istanbul","B","EO24FC193","193","51:40:2e:c0:12:3f:e2:8c","SN1100Q FW:v9.14.00 DVR:v5.4.85.0","Online","16G"
"Istanbul","B","EO24FC193","194","28:21:a8:d4:e0:5d:d4:d4","","Online","32G"
"Istanbul","B","EO24FC193","195","10:00:70:b7:e4:20:f1:43","Emulex PPN-10:00:70:B7:E4:20:F1:43","Online","64G"
"Istanbul","B","EO24FC193","196","10:00:00:62:0b:43:5c:82","Emulex PPN-10:00:00:62:0B:43:5C:82","Online","32G"
"Istanbul","B","EO24FC193","198","10:00:b4:7a:f1:d2:17:70","1","Online","32G"
