"Lokasyon","Kabinet","Host Name","OS","Map Durumu","Provisioned (TB)","Host WWN"
"Ankara","HW001_SOL5","KFTDRCRAC01","AIX","Mapped","8.03",""
"Ankara","HW001_SOL5","KFTDRCRAC02","AIX","Mapped","8.03",""
"Ankara","HW001_SOL5","OCMDRCRAC01","AIX","Mapped","304.03",""
"Ankara","HW001_SOL5","OCMDRCRAC02","AIX","Mapped","304.03",""
"Ankara","HW001_SOL5","CFRDRCRAC01","AIX","Mapped","56.03",""
"Ankara","HW001_SOL5","CFRDRCRAC02","AIX","Mapped","56.03",""
"Ankara","HW001_SOL5","ig_lsxdrcesx02","VMware ESX","Mapped","7","100070b7e4241021"
"Ankara","HW001_SOL5","ig_lsxdrcesx01","VMware ESX","Mapped","7","100070b7e424104e"
"Ankara","HW001_SOL5","BNXCBSPOCAPP51","Linux","Unmapped","0",""
"Ankara","HW001_SOL5","BNXCBSPOCAPP52","Linux","Unmapped","0",""
"Ankara","HW001_SOL5","BNXCBSPOCAPP53","Linux","Unmapped","0",""
"Ankara","HW001_SOL5","BNXCBSPOCAPP54","Linux","Unmapped","0",""
"Ankara","HW001_SOL5","ALODRCKFK58","Linux","Unmapped","0","100070b7e420f4c3 | 100070b7e420f515"
"Ankara","HW001_SOL5","ALODRCKFK59","Linux","Unmapped","0","100070b7e420f424 | 100070b7e420f4db"
"Ankara","HW001_SOL5","ALODRCKFK60","Linux","Unmapped","0","100070b7e420f463 | 100070b7e420f527"
"Ankara","HW001_SOL5","ALODRCKFK51","Linux","Unmapped","0","100070b7e420f30c | 100070b7e420f5a8"
"Ankara","HW001_SOL5","ALODRCKFK52","Linux","Unmapped","0","100070b7e420f590 | 100070b7e420f5f9"
"Ankara","HW001_SOL5","ALODRCKFK53","Linux","Unmapped","0","100070b7e420f4de | 100070b7e420f545"
"Ankara","HW001_SOL5","ALODRCKFK54","Linux","Unmapped","0","100070b7e420f59c | 100070b7e420f5b4"
"Ankara","HW001_SOL5","ALODRCKFK55","Linux","Unmapped","0","100070b7e420f466 | 100070b7e420f524"
"Ankara","HW001_SOL5","ALODRCKFK56","Linux","Unmapped","0","100070b7e420f54e | 100070b7e420f5de"
"Ankara","HW001_SOL5","ALODRCKFK57","Linux","Unmapped","0","100070b7e420f5c6 | 100070b7e420f5f0"
"Ankara","HW001_SOL5","CLESXDRCGEN0201","VMware ESX","Mapped","31",""
"Ankara","HW001_SOL5","CLESXDRCGEN0202","VMware ESX","Mapped","31","100070b7e4240ff6"
"Ankara","HW001_SOL5","CLESXDRCGEN0203","VMware ESX","Mapped","31",""
"Ankara","HW001_SOL5","CLESXDRCGEN0204","VMware ESX","Mapped","31",""
"Ankara","HW001_SOL5","CLESXDRCGEN0205","VMware ESX","Mapped","31",""
"Ankara","HW001_SOL5","CLESXDRCGEN0206","VMware ESX","Mapped","31",""
"Ankara","HW001_SOL5","ig_EBSTSTDB51","Linux","Unmapped","0",""
"Ankara","HW001_SOL5","ig_EBSTSTAPP51","Linux","Unmapped","0",""
"Ankara","HW001_SOL5","CLWDRCGENGPU1101","Linux","Unmapped","0","100070b7e4117f27 | 100070b7e4117f78"
"Ankara","HW001_SOL5","SFDDRCRAC03","Linux","Mapped","0.1",""
"Ankara","HW001_SOL5","SFDDRCRAC04","Linux","Mapped","0.1",""
"Ankara","HW001_SOL5","LSXPRDRAC91","Linux","Mapped","0.03",""
"Ankara","HW001_SOL5","LSXPRDRAC92","Linux","Mapped","0.03",""
"Ankara","HW001_SOL5","HCEDRCDB01","AIX","Unmapped","0",""
"Ankara","HW001_SOL5","ig_lsxdrclx01","VMware ESX","Mapped","12",""
"Ankara","HW001_SOL5","ig_lsxdrclx02","VMware ESX","Mapped","12","100070b7e4240fba"
"Ankara","HW001_SOL5","CBTSTRAC91","AIX","Mapped","328",""
"Ankara","HW001_SOL5","CBTSTRAC92","AIX","Mapped","328",""
"Ankara","HW001_SOL5","CBDRCRAC01","AIX","Mapped","0","100000620b3e1f1b | 100000620b3e1f1c | 100000620b3e1f33 | 100000620b3e1f34 | 100000620b3e1f72 | 100000620b3e1f73 | 100000620b3e49b4 | 100000620b3e49b5"
"Ankara","HW001_SOL5","CBDRCRAC02","AIX","Mapped","0","100000620b3e321b | 100000620b3e321c | 100000620b3e40f9 | 100000620b3e40fa | 100000620b3e41c3 | 100000620b3e41c4 | 100000620b428a72 | 100000620b428a73"
"Ankara","HW001_SOL5","BTDRCMGT01","AIX","Unmapped","0",""
"Ankara","HW001_SOL5","EFDRCESX01","VMware ESX","Mapped","63",""
"Ankara","HW001_SOL5","FBDRCVM42","VMware ESX","Mapped","63",""
"Ankara","HW001_SOL5","CSDRCMGT01","AIX","Unmapped","0",""
"Ankara","HW001_SOL5","SIMDRCESX01","VMware ESX","Mapped","110",""
"Ankara","HW001_SOL5","SIMDRCESX02","VMware ESX","Mapped","110","100070b7e420f4c6 | 100070b7e420f521"
"Ankara","HW001_SOL5","FBDRCESX20","VMware ESX","Mapped","550","100000620b435c18 | 100000620b435cba"
"Ankara","HW001_SOL5","FBDRCESX12","VMware ESX","Mapped","550","100000620b435bb1 | 100000620b435c27"
"Ankara","HW001_SOL5","FBDRCESX19","VMware ESX","Mapped","550","100000620b435d2a | 100000620b435d4b"
"Ankara","HW001_SOL5","FBDRCESX13","VMware ESX","Mapped","550","100000620b435d36 | 100000620b435d54"
"Ankara","HW001_SOL5","FBDRCESX17","VMware ESX","Mapped","550","100000620b435ba2 | 100000620b435e39"
"Ankara","HW001_SOL5","FBDRCESX15","VMware ESX","Mapped","550","100000620b435e09 | 100000620b435e45"
"Ankara","HW001_SOL5","FBDRCESX14","VMware ESX","Mapped","550","100000620b435dc0 | 100000620b435e7b"
"Ankara","HW001_SOL5","FBDRCESX18","VMware ESX","Mapped","550","100000620b435e7e | 100000620b435e93"
"Ankara","HW001_SOL5","FBDRCESX16","VMware ESX","Mapped","550","100000620b435e48 | 100000620b435eb1"
"Ankara","HW001_SOL5","FBDRCESX21","VMware ESX","Mapped","550","100000620b435e00 | 100000620b436e6c"
"Ankara","HW001_SOL5","FBDRCESX54","VMware ESX","Mapped","550","100070b7e4240fea | 100070b7e4241069"
"Ankara","HW001_SOL5","FBDRCESX55","VMware ESX","Mapped","550","100070b7e4241048"
"Ankara","HW001_SOL5","FBDRCESX56","VMware ESX","Mapped","550",""
"Ankara","HW001_SOL5","FBDRCESX57","VMware ESX","Mapped","550",""
"Ankara","HW001_SOL5","FBDRCVM33","VMware ESX","Mapped","550",""
"Ankara","HW001_SOL5","FBDRCVM30","VMware ESX","Unmapped","0",""
"Ankara","HW001_SOL5","FBDRCVM34","VMware ESX","Unmapped","0",""
"Ankara","HW001_SOL5","FBDRCVM31","VMware ESX","Unmapped","0",""
"Ankara","HW001_SOL5","FBDRCVM32","VMware ESX","Unmapped","0",""
"Ankara","HW001_SOL5","FBDRCVM46","VMware ESX","Unmapped","0",""
"Ankara","HW001_SOL5","FBDRCVM45","VMware ESX","Unmapped","0",""
"Ankara","HW001_SOL5","FBDRCVM48","VMware ESX","Unmapped","0",""
"Ankara","HW001_SOL5","FBDRCVM47","VMware ESX","Unmapped","0",""
"Ankara","HW001_SOL5","FBDRCVM39","VMware ESX","Mapped","550",""
"Ankara","HW001_SOL5","FBDRCVM35","VMware ESX","Unmapped","0",""
"Ankara","HW001_SOL5","FBDRCVM38","VMware ESX","Mapped","550",""
"Ankara","HW001_SOL5","FBDRCVM27","VMware ESX","Unmapped","0",""
"Ankara","HW001_SOL5","FBDRCVM40","VMware ESX","Mapped","550",""
"Ankara","HW001_SOL5","FBDRCVM41","VMware ESX","Mapped","550",""
"Ankara","HW001_SOL5","FBDRCVM26","VMware ESX","Unmapped","0",""
"Ankara","HW001_SOL5","FBDRCVM28","VMware ESX","Unmapped","0",""
"Ankara","HW001_SOL5","FBDRCVM29","VMware ESX","Unmapped","0",""
"Ankara","HW001_SOL5","FBDRCVM25","VMware ESX","Unmapped","0",""
"Ankara","HW001_SOL5","FBDRCESX48","VMware ESX","Mapped","550",""
"Ankara","HW001_SOL5","FBDRCESX37","VMware ESX","Mapped","550",""
"Ankara","HW001_SOL5","FBDRCESX25","VMware ESX","Mapped","550",""
"Ankara","HW001_SOL5","FBDRCESX24","VMware ESX","Mapped","550",""
"Ankara","HW001_SOL5","FBDRCESX36","VMware ESX","Mapped","550",""
"Ankara","HW001_SOL5","FBDRCESX52","VMware ESX","Mapped","550",""
"Ankara","HW001_SOL5","FBDRCESX22","VMware ESX","Mapped","550",""
"Ankara","HW001_SOL5","FBDRCESX51","VMware ESX","Mapped","550",""
"Ankara","HW001_SOL5","FBDRCESX50","VMware ESX","Mapped","550",""
"Ankara","HW001_SOL5","FBDRCESX42","VMware ESX","Mapped","550",""
"Ankara","HW001_SOL5","FBDRCESX34","VMware ESX","Mapped","550",""
"Ankara","HW001_SOL5","FBDRCESX31","VMware ESX","Mapped","550",""
"Ankara","HW001_SOL5","FBDRCESX43","VMware ESX","Mapped","550",""
"Ankara","HW001_SOL5","FBDRCESX28","VMware ESX","Mapped","550",""
"Ankara","HW001_SOL5","FBDRCESX38","VMware ESX","Mapped","550",""
"Ankara","HW001_SOL5","FBDRCESX30","VMware ESX","Mapped","550",""
"Ankara","HW001_SOL5","FBDRCESX58","VMware ESX","Mapped","550",""
"Ankara","HW001_SOL5","FBDRCESX59","VMware ESX","Mapped","550",""
"Ankara","HW001_SOL5","FBDRCESX33","VMware ESX","Mapped","550",""
"Ankara","HW001_SOL5","FBDRCESX44","VMware ESX","Mapped","550",""
"Ankara","HW001_SOL5","FBDRCESX39","VMware ESX","Mapped","550",""
"Ankara","HW001_SOL5","FBDRCESX45","VMware ESX","Mapped","550",""
"Ankara","HW001_SOL5","FBDRCESX32","VMware ESX","Mapped","550",""
"Ankara","HW001_SOL5","FBDRCESX46","VMware ESX","Mapped","550",""
"Ankara","HW001_SOL5","FBDRCESX29","VMware ESX","Mapped","550",""
"Ankara","HW001_SOL5","FBDRCESX26","VMware ESX","Mapped","550",""
"Ankara","HW001_SOL5","FBDRCESX60","VMware ESX","Mapped","550",""
"Ankara","HW001_SOL5","FBDRCESX53","VMware ESX","Mapped","550",""
"Ankara","HW001_SOL5","FBDRCESX49","VMware ESX","Mapped","550",""
"Ankara","HW001_SOL5","FBDRCESX40","VMware ESX","Mapped","550",""
"Ankara","HW001_SOL5","FBDRCESX23","VMware ESX","Mapped","550",""
"Ankara","HW001_SOL5","FBDRCESX35","VMware ESX","Mapped","550",""
"Ankara","HW001_SOL5","FBDRCESX27","VMware ESX","Mapped","550",""
"Ankara","HW001_SOL5","FBDRCESX61","VMware ESX","Mapped","550",""
"Ankara","HW001_SOL5","FBDRCESX47","VMware ESX","Mapped","550",""
"Ankara","HW001_SOL5","FBDRCESX41","VMware ESX","Mapped","550",""
"Ankara","HW001_SOL5","CBTSTRAC97","AIX","Mapped","0.03",""
"Ankara","HW001_SOL5","CBTSTRAC98","AIX","Mapped","0.03",""
"Ankara","HW001_SOL5","CBDRCLX01","VMware ESX","Mapped","20","10005ced8c552933 | 10005ced8c552939"
"Ankara","HW001_SOL5","CBDRCLX03","VMware ESX","Mapped","20","10005ced8c558927 | 10005ced8c5589b4"
"Ankara","HW001_SOL5","CBDRCLX05","VMware ESX","Mapped","20","10005ced8c55c7a2 | 10005ced8c55c7cc"
"Ankara","HW001_SOL5","CBDRCLX07","VMware ESX","Mapped","20","10005ced8c558999 | 10005ced8c5589c9"
"Ankara","HW001_SOL5","CLWDRCGENGPU1102","Linux","Unmapped","0","100070b7e420f4b4 | 100070b7e420f599"
"Ankara","HW001_SOL5","CLWTSTDEVGPU5101","Linux","Unmapped","0","100070b7e4113f36 | 100070b7e41140a5"
"Ankara","HW001_SOL5","CLWTSTDEVGPU5102","Linux","Unmapped","0","100070b7e411405a | 100070b7e41141c9"
"Ankara","HW001_SOL5","BNXEDPRDAPP51","Linux","Unmapped","0","10005ced8c552969 | 10005ced8c5589a5"
"Ankara","HW001_SOL5","SEATSTRAC52","AIX","Mapped","0.03",""
"Ankara","HW001_SOL5","SEATSTRAC51","AIX","Mapped","0.03",""
"Ankara","HW001_SOL5","SEADRCRAC01","AIX","Mapped","0.03",""
"Ankara","HW001_SOL5","SEADRCRAC02","AIX","Mapped","0.03",""
"Ankara","HW001_SOL5","GENDRCRAC01","AIX","Mapped","0.02","100000620b3e41b4 | 100000620b3e41b5 | 100000620b3e4942 | 100000620b3e4943 | 100000620b3e4cf3 | 100000620b3e4cf4 | 100000620b3e5221 | 100000620b3e5222"
"Ankara","HW001_SOL5","GENDRCRAC02","AIX","Mapped","0.02","100000620b3e231b | 100000620b3e231c | 100000620b3e482a | 100000620b3e482b | 100000620b3e4cba | 100000620b3e4cbb | 100000620b3e4d1e | 100000620b3e4d1f"
"Ankara","HW002_SOL5","ig_bnxearprdcln51","Windows","Unmapped","0",""
"Ankara","HW002_SOL5","SWTSTMGW50","AIX","Unmapped","0",""
"Ankara","HW002_SOL5","SWTSTMGW51","AIX","Unmapped","0",""
"Ankara","HW002_SOL5","ig_lsxdrcesx01","VMware ESX","Mapped","19",""
"Ankara","HW002_SOL5","ig_lsxdrcesx02","VMware ESX","Mapped","19",""
"Ankara","HW002_SOL5","ig_dadrckfk51","Linux","Unmapped","0",""
"Ankara","HW002_SOL5","ig_dadrckfk52","Linux","Unmapped","0",""
"Ankara","HW002_SOL5","ig_dadrckfk53","Linux","Unmapped","0",""
"Ankara","HW002_SOL5","ig_dadrckfk54","Linux","Unmapped","0",""
"Ankara","HW002_SOL5","ig_dadrckfk55","Linux","Unmapped","0",""
"Ankara","HW002_SOL5","ig_ebststdmz51","Linux","Unmapped","0",""
"Ankara","HW002_SOL5","ig_gendrcrac85","AIX","Mapped","0.03",""
"Ankara","HW002_SOL5","ig_gendrcrac86","AIX","Mapped","0.03",""
"Ankara","HW002_SOL5","CLWDRCGENGPU1105","Linux","Unmapped","0",""
"Ankara","HW002_SOL5","CLWDRCGENGPU1103","Linux","Unmapped","0",""
"Ankara","HW002_SOL5","ig_ffdrcdb03","Linux","Unmapped","0",""
"Ankara","HW002_SOL5","LSXPRDRAC91","Linux","Mapped","12.03",""
"Ankara","HW002_SOL5","LSXPRDRAC92","Linux","Mapped","12.03",""
"Ankara","HW002_SOL5","ig_oddrcrac01","AIX","Mapped","0.03","100000620b3e2457 | 100000620b3e2458 | 100000620b3e4378 | 100000620b3e4379 | 100000620b3e4884 | 100000620b3e4885 | 100000620b3e4999 | 100000620b3e499a"
"Ankara","HW002_SOL5","ig_oddrcrac02","AIX","Mapped","0.03","100000620b3e2433 | 100000620b3e2434 | 100000620b3e40ea | 100000620b3e40eb | 100000620b3e495a | 100000620b3e495b | 100000620b3e4d00 | 100000620b3e4d01"
"Ankara","HW002_SOL5","ig_btdrclx23","VMware ESX","Mapped","16",""
"Ankara","HW002_SOL5","ig_btdrclx22","VMware ESX","Mapped","16",""
"Ankara","HW002_SOL5","EDTSTDB51","AIX","Unmapped","0",""
"Ankara","HW002_SOL5","ig_cbdrcrac01","AIX","Mapped","0","100000620b3e1f1b | 100000620b3e1f1c | 100000620b3e1f33 | 100000620b3e1f34 | 100000620b3e1f72 | 100000620b3e1f73 | 100000620b3e49b4 | 100000620b3e49b5"
"Ankara","HW002_SOL5","ig_cbdrcrac02","AIX","Mapped","0","100000620b3e321b | 100000620b3e321c | 100000620b3e40f9 | 100000620b3e40fa | 100000620b3e41c3 | 100000620b3e41c4 | 100000620b428a72 | 100000620b428a73"
"Ankara","HW002_SOL5","ATLTSTRAC51","AIX","Mapped","2",""
"Ankara","HW002_SOL5","ATLTSTRAC52","AIX","Mapped","2",""
"Ankara","HW002_SOL5","CBPREDB91","AIX","Unmapped","0",""
"Ankara","HW002_SOL5","ccdrccln15","Windows","Unmapped","0",""
"Ankara","HW002_SOL5","ig_btdrclx03","VMware ESX","Unmapped","0",""
"Ankara","HW002_SOL5","ig_btdrclx06","VMware ESX","Unmapped","0",""
"Ankara","HW002_SOL5","ig_btdrclx09","VMware ESX","Unmapped","0",""
"Ankara","HW002_SOL5","ig_btdrclx10","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_btdrclx11","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_btdrclx12","VMware ESX","Unmapped","0","100000620b436dea | 100000620b436ded"
"Ankara","HW002_SOL5","ig_btdrclx13","VMware ESX","Unmapped","0","100000620b435a57 | 100000620b436e4e"
"Ankara","HW002_SOL5","ig_btdrclx14","VMware ESX","Unmapped","0","100000620b435afc | 100000620b435b18"
"Ankara","HW002_SOL5","ig_btdrclx15","VMware ESX","Unmapped","0","100000620b436dfc | 100000620b436e60"
"Ankara","HW002_SOL5","ig_btdrclx16","VMware ESX","Unmapped","0","100000620b435bc9 | 100000620b436e30"
"Ankara","HW002_SOL5","ig_btdrclx17","VMware ESX","Unmapped","0","100000620b435b9c | 100000620b435bae"
"Ankara","HW002_SOL5","ig_btdrclx18","VMware ESX","Unmapped","0","100000620b436ddb | 100000620b436e21"
"Ankara","HW002_SOL5","ig_btdrclx19","VMware ESX","Unmapped","0","100000620b435ac3 | 100000620b435bc3"
"Ankara","HW002_SOL5","ig_btdrclx20","VMware ESX","Unmapped","0","100000620b436dd2 | 100000620b436e4b"
"Ankara","HW002_SOL5","ig_btdrclx21","VMware ESX","Unmapped","0","100000620b435bb4 | 100000620b435bb7"
"Ankara","HW002_SOL5","ig_btdrclx24","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_btdrclx25","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_btdrclx26","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_btdrclx27","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_btdrclx28","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_btdrclx29","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_btdrclx30","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_btdrclx31","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_btdrclx32","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_btdrclx33","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_btdrclx34","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_btdrclx35","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_btdrclx36","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_btdrclx37","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_btdrclx38","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_btdrclx39","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_btdrclx40","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_btdrclx41","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_btdrclx42","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_btdrclx43","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_btdrclx44","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_btdrclx45","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_btdrclx46","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_btdrclx47","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_btdrclx48","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_btdrclx49","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_btdrclx50","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_btdrclx51","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_btdrclx52","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_btdrclx53","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_btdrclx54","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_btdrclx55","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_btdrclx56","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_btdrclx57","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_btdrclx58","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_btdrclx59","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_btdrclx60","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_btdrclx61","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_btdrclx62","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_btdrclx63","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_btdrclx64","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_btdrclx65","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_btdrclx66","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_btdrclx67","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_btdrclx68","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_btdrclx69","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_btdrclx70","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_btdrclx71","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_btdrclx72","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_btdrclx73","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_sfddrcvm01","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_sfddrcvm02","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_sfddrcvm03","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_sfddrcvm04","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_sfddrcvm05","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_sfddrcvm06","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_sfddrcvm07","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","ig_sfddrcvm08","VMware ESX","Mapped","430",""
"Ankara","HW002_SOL5","KFTDRCRAC01","AIX","Mapped","0.03",""
"Ankara","HW002_SOL5","KFTDRCRAC02","AIX","Mapped","0.03",""
"Ankara","HW002_SOL5","OCMDRCRAC01","AIX","Mapped","0.03",""
"Ankara","HW002_SOL5","OCMDRCRAC02","AIX","Mapped","0.03",""
"Ankara","HW002_SOL5","CFRDRCRAC01","AIX","Mapped","0.03",""
"Ankara","HW002_SOL5","CFRDRCRAC02","AIX","Mapped","0.03",""
"Ankara","HW002_SOL5","ig_bnxmcmtstrac51","AIX","Mapped","2.15",""
"Ankara","HW002_SOL5","ig_bnxmcmtstrac52","AIX","Mapped","2.15",""
"Ankara","HW002_SOL5","ig_bnxsesprdcln01","Windows","Unmapped","0",""
"Ankara","HW002_SOL5","ig_esrdrccln09","Windows","Unmapped","0",""
"Ankara","HW002_SOL5","ig_bnxgsctstrac51","AIX","Mapped","4.15",""
"Ankara","HW002_SOL5","ig_bnxgsctstrac52","AIX","Mapped","4.15",""
"Ankara","HW002_SOL5","CBTSTKPS51","AIX","Unmapped","0",""
"Ankara","HW002_SOL5","ig_backupdrc5250-01","Linux","Unmapped","0",""
"Ankara","HW002_SOL5","EVADRCRAC01","AIX","Mapped","80.03",""
"Ankara","HW002_SOL5","EVADRCRAC02","AIX","Mapped","80.03",""
"Ankara","HW002_SOL5","CBTSTRAC97","AIX","Mapped","300.03",""
"Ankara","HW002_SOL5","CBTSTRAC98","AIX","Mapped","300.03",""
"Ankara","HW002_SOL5","FBDRCVM_1","VMware ESX","Mapped","547","100000620b435ba2 | 100000620b435bb1 | 100000620b435c18 | 100000620b435c27 | 100000620b435cba | 100000620b435d2a | 100000620b435d36 | 100000620b435d4b | 100000620b435d54 | 100000620b435dc0 | 100000620b435e00 | 100000620b435e09 | 100000620b435e39 | 100000620b435e45 | 100000620b435e48 | 100000620b435e7b | 100000620b435e7e | 100000620b435e93 | 100000620b435eb1 | 100000620b436e6c"
"Ankara","HW002_SOL5","FBDRCVM_2","VMware ESX","Mapped","547",""
"Ankara","HW002_SOL5","FBDRCVM_3","VMware ESX","Mapped","547",""
"Ankara","HW002_SOL5","FBDRCVM_4","VMware ESX","Mapped","547",""
"Ankara","HW002_SOL5","FBDRCVM_5","VMware ESX","Mapped","547",""
"Ankara","HW002_SOL5","CBDRCLX01","VMware ESX","Unmapped","0","10005ced8c552933 | 10005ced8c552939"
"Ankara","HW002_SOL5","CBDRCLX02","VMware ESX","Mapped","20","10005ced8c55c787 | 10005ced8c55c79f"
"Ankara","HW002_SOL5","CBDRCLX03","VMware ESX","Unmapped","0","10005ced8c558927 | 10005ced8c5589b4"
"Ankara","HW002_SOL5","CBDRCLX04","VMware ESX","Mapped","20","10005ced8c55291b | 10005ced8c55297b"
"Ankara","HW002_SOL5","CBDRCLX05","VMware ESX","Unmapped","0","10005ced8c55c7a2 | 10005ced8c55c7cc"
"Ankara","HW002_SOL5","CBDRCLX06","VMware ESX","Mapped","20","10005ced8c5589de | 10005ced8c55990c"
"Ankara","HW002_SOL5","CBDRCLX07","VMware ESX","Unmapped","0","10005ced8c558999 | 10005ced8c5589c9"
"Ankara","HW002_SOL5","CBDRCLX08","VMware ESX","Mapped","20","10005ced8c55899c | 10005ced8c5589a2"
"Ankara","HW002_SOL5","YNDRCCLN03","Windows","Unmapped","0",""
"Ankara","HW002_SOL5","ESRDRCCLN13","Windows","Unmapped","0",""
"Ankara","HW002_SOL5","ig_esrdrccln11","Windows","Unmapped","0",""
"Ankara","HW002_SOL5","ANSIBLE_TEST","Windows","Unmapped","0",""
"Ankara","HW002_SOL5","CLWTSTDEVGPU5103","Linux","Unmapped","0",""
"Ankara","HW002_SOL5","SEATSTRAC52","AIX","Mapped","0.03",""
"Ankara","HW002_SOL5","SEATSTRAC51","AIX","Mapped","0.03",""
"Ankara","HW002_SOL5","SEADRCRAC01","AIX","Mapped","0.03",""
"Ankara","HW002_SOL5","SEADRCRAC02","AIX","Mapped","0.03",""
"Ankara","HW002_SOL5","YTSDRCRES01","AIX","Unmapped","0",""
"Ankara","HW002_SOL5","FEDRCDB02","Linux","Unmapped","0",""
"Ankara","HW002_SOL5","ECMDRCRAC03","AIX","Mapped","48.15",""
"Ankara","HW002_SOL5","ECMDRCRAC04","AIX","Mapped","48.15",""
"Ankara","HW002_SOL5","GGDRCDB01","Linux","Mapped","5","100000109bddc448 | 100000109bddc55a"
"Ankara","HW002_SOL5","GGDRCDB02","Linux","Mapped","5","100000109bdd9f42 | 100000109bdd9fcc"
"Ankara","HW002_SOL5","BNXSECPOCAPP51","Linux","Unmapped","0","100000109bddc3c6 | 100000109bddc47b"
