"Tarih","Lokasyon","Kabinet","Host Name","OS","Map Durumu","Provisioned (TB)","Host WWN"
"2026-05-20","Istanbul","HW007","STOTSTAPP03","Linux","Unmapped","0",""
"2026-05-20","Istanbul","HW007","STOTSTAPP04","Linux","Unmapped","0",""
"2026-05-20","Istanbul","HW007","STOTSTAPP05","Linux","Unmapped","0",""
"2026-05-20","Istanbul","HW007","LSXPRDRAC01","Linux","Mapped","0.02","10:00:70:b7:e4:20:f5:06 | 10:00:70:b7:e4:20:f5:09"
"2026-05-20","Istanbul","HW007","LSXPRDRAC02","Linux","Mapped","0.02","10:00:70:b7:e4:20:f4:45 | 10:00:70:b7:e4:20:f5:42"
"2026-05-20","Istanbul","HW007","CBPRDESI01","AIX","Unmapped","0",""
"2026-05-20","Istanbul","HW007","YTSPRDDB02","Linux","Unmapped","0",""
"2026-05-20","Istanbul","HW007","EPRPRDCLN01","Windows","Unmapped","0",""
"2026-05-20","Istanbul","HW007","COMPRDCLN03","Windows","Unmapped","0","10:00:00:62:0b:43:5c:ea | 10:00:00:62:0b:43:5c:ed"
"2026-05-20","Istanbul","HW007","KKPRDDB07","Windows","Unmapped","0","10:00:70:b7:e4:20:f5:7e | 10:00:70:b7:e4:20:f5:7f | 10:00:70:b7:e4:20:f5:87 | 10:00:70:b7:e4:20:f5:88 | 10:00:70:b7:e4:20:f5:a5 | 10:00:70:b7:e4:20:f5:a6 | 10:00:70:b7:e4:20:f5:c9 | 10:00:70:b7:e4:20:f5:ca"
"2026-05-20","Istanbul","HW007","ESRPRDCLN09","Windows","Unmapped","0",""
"2026-05-20","Istanbul","HW007","ESRPRDCLN11","Windows","Unmapped","0",""
"2026-05-20","Istanbul","HW007","ig_clwtstgengpu1001","Linux","Unmapped","0","10:00:70:b7:e4:11:7f:ca | 10:00:70:b7:e4:11:7f:d5"
"2026-05-20","Istanbul","HW007","ig_clwtstgengpu1002","Linux","Unmapped","0","10:00:70:b7:e4:24:14:9d | 10:00:70:b7:e4:24:14:fc"
"2026-05-20","Istanbul","HW007","KYSPRDDB01","AIX","Unmapped","0",""
"2026-05-20","Istanbul","HW007","ig_genprdrac85","AIX","Mapped","264.02",""
"2026-05-20","Istanbul","HW007","ig_genprdrac86","AIX","Mapped","264.02",""
"2026-05-20","Istanbul","HW007","ig_evaprdrac01","AIX","Mapped","0.02",""
"2026-05-20","Istanbul","HW007","ig_evaprdrac02","AIX","Mapped","0.02",""
"2026-05-20","Istanbul","HW007","INBSESCLN05","Windows","Unmapped","0",""
"2026-05-20","Istanbul","HW007","ESRPRDCLN13","Windows","Unmapped","0","10:00:00:62:0b:43:5d:06 | 10:00:00:62:0b:43:64:45"
"2026-05-20","Istanbul","HW007","PSPRDDB02","AIX","Unmapped","0",""
"2026-05-20","Istanbul","HW007","ELKPRDDAT15","Linux","Unmapped","0","10:00:70:b7:e4:24:10:45 | 10:00:70:b7:e4:24:10:70"
"2026-05-20","Istanbul","HW007","SWPRDGW01","AIX","Unmapped","0",""
"2026-05-20","Istanbul","HW007","BNXSWPRDMQ01","AIX","Mapped","0.25",""
"2026-05-20","Istanbul","HW007","BNXSWPRDMQ02","AIX","Mapped","0.25",""
"2026-05-20","Istanbul","HW007","ENXCBTSTRAC01","AIX","Mapped","0.01",""
"2026-05-20","Istanbul","HW007","ENXCBTSTRAC02","AIX","Mapped","0.01",""
"2026-05-20","Istanbul","HW007","ENXCBTSTRAC03","AIX","Mapped","0.01",""
"2026-05-20","Istanbul","HW007","ENXCBTSTRAC04","AIX","Mapped","0.01",""
"2026-05-20","Istanbul","HW007","ENXGENTSTRAC01","AIX","Mapped","0.02",""
"2026-05-20","Istanbul","HW007","ENXGENTSTRAC02","AIX","Mapped","0.02",""
"2026-05-20","Istanbul","HW007","TNGTSTRAC01","AIX","Mapped","1.05",""
"2026-05-20","Istanbul","HW007","TNGTSTRAC02","AIX","Mapped","1.05",""
"2026-05-20","Istanbul","HW007","SWPRDGW02","AIX","Unmapped","0",""
"2026-05-20","Istanbul","HW007","BNXUCMPRDDB04","Linux","Unmapped","0","10:00:70:b7:e4:24:12:27 | 10:00:70:b7:e4:24:12:33"
"2026-05-20","Istanbul","HW007","SWPRDAPP01","AIX","Mapped","1.75",""
"2026-05-20","Istanbul","HW007","SWPRDAPP02","AIX","Mapped","1.75",""
"2026-05-20","Istanbul","HW007","test","Windows","Unmapped","0",""
"2026-05-20","Istanbul","HW007","CBPRDGEN02","AIX","Unmapped","0",""
"2026-05-20","Istanbul","HW007","HCEPRDRAC02","AIX","Mapped","1.2",""
"2026-05-20","Istanbul","HW007","HCEPRDRAC01","AIX","Mapped","1.2",""
"2026-05-20","Istanbul","HW007","CCPRDCLN15","Windows","Unmapped","0","10:00:00:62:0b:43:62:18 | 10:00:00:62:0b:43:64:2d"
"2026-05-20","Istanbul","HW007","CLESXPRDGEN0101","VMware ESX","Mapped","3.07",""
"2026-05-20","Istanbul","HW007","CLESXPRDGEN0102","VMware ESX","Mapped","3.07",""
"2026-05-20","Istanbul","HW007","CLESXPRDGEN0103","VMware ESX","Mapped","3.07",""
"2026-05-20","Istanbul","HW007","CLESXPRDGEN0104","VMware ESX","Mapped","3.07",""
"2026-05-20","Istanbul","HW007","CLESXPRDGEN0105","VMware ESX","Mapped","3.07",""
"2026-05-20","Istanbul","HW007","CLESXPRDGEN0106","VMware ESX","Mapped","3.07","10:00:70:b7:e4:20:ef:30 | 10:00:70:b7:e4:20:f0:3a"
"2026-05-20","Istanbul","HW007","CLESXPRDGEN0107","VMware ESX","Mapped","3.07","10:00:70:b7:e4:20:ef:19 | 10:00:70:b7:e4:24:12:9c"
"2026-05-20","Istanbul","HW007","CLESXPRDGEN0108","VMware ESX","Mapped","3.07","10:00:70:b7:e4:20:ef:c7 | 10:00:70:b7:e4:20:f0:36"
"2026-05-20","Istanbul","HW007","YNPRDCLN04","Windows","Unmapped","0","10:00:00:62:0b:41:dd:33 | 10:00:00:62:0b:41:dd:34 | 10:00:00:62:0b:43:5b:f0 | 10:00:00:62:0b:43:5b:f1"
"2026-05-20","Istanbul","HW007","ig_btprdlx58","VMware ESX","Mapped","8",""
"2026-05-20","Istanbul","HW007","ig_btprdlx59","VMware ESX","Mapped","8",""
"2026-05-20","Istanbul","HW007","ig_fbprdesx63","VMware ESX","Unmapped","0",""
"2026-05-20","Istanbul","HW007","ig_fbprdesx62","VMware ESX","Unmapped","0",""
"2026-05-20","Istanbul","HW007","ig_fbprdesx64","VMware ESX","Unmapped","0",""
"2026-05-20","Istanbul","HW007","ig_fbprdesx65","VMware ESX","Unmapped","0",""
"2026-05-20","Istanbul","HW007","ig_fbprdesx87","VMware ESX","Mapped","2.09","10:00:70:b7:e4:24:14:0f | 10:00:70:b7:e4:24:14:58"
"2026-05-20","Istanbul","HW007","ig_fbprdesx80","VMware ESX","Mapped","2.09",""
"2026-05-20","Istanbul","HW007","ig_fbprdesx81","VMware ESX","Mapped","2.09",""
"2026-05-20","Istanbul","HW007","ig_fbprdesx79","VMware ESX","Mapped","2.09",""
"2026-05-20","Istanbul","HW007","ig_fbprdesx82","VMware ESX","Mapped","2.09",""
"2026-05-20","Istanbul","HW007","ig_fbprdesx26","VMware ESX","Mapped","2.09",""
"2026-05-20","Istanbul","HW007","ig_fbprdesx58","VMware ESX","Mapped","2.09","10:00:00:62:0b:43:53:60 | 10:00:00:62:0b:43:54:d2"
"2026-05-20","Istanbul","HW007","ig_fbprdesx60","VMware ESX","Mapped","2.09","10:00:00:62:0b:43:58:d5 | 10:00:00:62:0b:43:59:18"
"2026-05-20","Istanbul","HW007","ig_fbprdesx59","VMware ESX","Mapped","2.09","10:00:00:62:0b:43:55:75 | 10:00:00:62:0b:43:59:33"
"2026-05-20","Istanbul","HW007","ig_fbprdesx61","VMware ESX","Mapped","2.09","10:00:00:62:0b:43:55:b4 | 10:00:00:62:0b:43:5b:33"
"2026-05-20","Istanbul","HW007","ig_fbprdesx98","VMware ESX","Mapped","2.09","10:00:70:b7:e4:24:10:ac | 10:00:70:b7:e4:24:12:ab"
"2026-05-20","Istanbul","HW007","ig_fbprdesx97","VMware ESX","Mapped","2.09","10:00:70:b7:e4:27:14:0d | 10:00:70:b7:e4:27:14:1b"
"2026-05-20","Istanbul","HW007","ig_fbprdesx55","VMware ESX","Mapped","2.09",""
"2026-05-20","Istanbul","HW007","ig_fbprdesx45","VMware ESX","Mapped","2.09",""
"2026-05-20","Istanbul","HW007","ig_fbprdesx46","VMware ESX","Mapped","2.09",""
"2026-05-20","Istanbul","HW007","ig_fbprdesx25","VMware ESX","Mapped","2.09",""
"2026-05-20","Istanbul","HW007","ig_fbprdesx89","VMware ESX","Mapped","2.09","10:00:70:b7:e4:20:f5:37 | 10:00:70:b7:e4:20:f5:69"
"2026-05-20","Istanbul","HW007","ig_fbprdesx93","VMware ESX","Mapped","2.09","10:00:70:b7:e4:24:0f:de | 10:00:70:b7:e4:24:0f:e2"
"2026-05-20","Istanbul","HW007","ig_fbprdesx92","VMware ESX","Mapped","2.09","10:00:70:b7:e4:13:9a:3c | 10:00:70:b7:e4:24:11:07"
"2026-05-20","Istanbul","HW007","ig_fbprdesx99","VMware ESX","Mapped","2.09","10:00:70:b7:e4:20:f4:a3 | 10:00:70:b7:e4:24:11:d5"
"2026-05-20","Istanbul","HW007","ig_fbprdesx88","VMware ESX","Mapped","2.09","10:00:70:b7:e4:20:f4:ee | 10:00:70:b7:e4:24:11:e4"
"2026-05-20","Istanbul","HW007","ig_fbprdesx86","VMware ESX","Mapped","2.09","10:00:70:b7:e4:24:12:76 | 10:00:70:b7:e4:24:14:b7"
"2026-05-20","Istanbul","HW007","ig_fbprdesx85","VMware ESX","Mapped","2.09","10:00:70:b7:e4:24:14:d2 | 10:00:70:b7:e4:24:15:25"
"2026-05-20","Istanbul","HW007","ig_fbprdesx83","VMware ESX","Mapped","2.09",""
"2026-05-20","Istanbul","HW007","ig_fbprdesx84","VMware ESX","Mapped","2.09",""
"2026-05-20","Istanbul","HW007","ig_fbprdesx76","VMware ESX","Mapped","2.09",""
"2026-05-20","Istanbul","HW007","ig_fbprdesx74","VMware ESX","Mapped","2.09",""
"2026-05-20","Istanbul","HW007","ig_fbprdesx78","VMware ESX","Mapped","2.09",""
"2026-05-20","Istanbul","HW007","ig_fbprdesx77","VMware ESX","Mapped","2.09",""
"2026-05-20","Istanbul","HW007","ig_fbprdesx75","VMware ESX","Mapped","2.09",""
"2026-05-20","Istanbul","HW007","ig_bnxprdesx01","VMware ESX","Unmapped","0","10:00:70:b7:e4:34:f7:22"
"2026-05-20","Istanbul","HW007","ig_fbprdesx68","VMware ESX","Mapped","2.09",""
"2026-05-20","Istanbul","HW007","ig_fbprdesx54","VMware ESX","Mapped","2.09",""
"2026-05-20","Istanbul","HW007","ig_fbprdesx53","VMware ESX","Mapped","2.09",""
"2026-05-20","Istanbul","HW007","ig_fbprdesx67","VMware ESX","Mapped","2.09",""
"2026-05-20","Istanbul","HW007","ig_fbprdesx66","VMware ESX","Mapped","2.09",""
"2026-05-20","Istanbul","HW007","ig_fbprdesx69","VMware ESX","Mapped","2.09",""
"2026-05-20","Istanbul","HW007","ig_fbprdesx70","VMware ESX","Mapped","2.09",""
"2026-05-20","Istanbul","HW007","ig_fbprdesx73","VMware ESX","Mapped","2.09",""
"2026-05-20","Istanbul","HW007","ig_fbprdesx72","VMware ESX","Mapped","2.09",""
"2026-05-20","Istanbul","HW007","ig_fbprdesx71","VMware ESX","Mapped","2.09",""
"2026-05-20","Istanbul","HW007","STOPRDAPP06","Windows","Unmapped","0","10:00:00:62:0b:42:3b:42 | 10:00:00:62:0b:42:45:55"
"2026-05-20","Istanbul","HW007","MBPRDCLN05","Windows","Unmapped","0","10:00:00:62:0b:3c:18:2d | 10:00:00:62:0b:3c:18:2e | 10:00:00:62:0b:42:45:f0 | 10:00:00:62:0b:42:45:f1"
"2026-05-20","Istanbul","HW007","FFPRDDB03","Linux","Mapped","20.44",""
"2026-05-20","Istanbul","HW007","FFPRDDB04","Linux","Mapped","20.44",""
"2026-05-20","Istanbul","HW007","BNXEARPRDCLN01","Windows","Unmapped","0","10:00:70:b7:e4:24:10:51 | 10:00:70:b7:e4:24:11:6f"
"2026-05-20","Istanbul","HW007","BNXEARPRDCLN02","Windows","Unmapped","0","10:00:70:b7:e4:24:0f:a8 | 10:00:70:b7:e4:24:11:5d"
"2026-05-20","Istanbul","HW007","SFDPRDDB07","Linux","Unmapped","0","10:00:00:62:0b:42:45:3c | 10:00:00:62:0b:42:45:3d | 10:00:00:62:0b:42:45:bd | 10:00:00:62:0b:42:45:be"
"2026-05-20","Istanbul","HW007","ig_fbprdesx100","VMware ESX","Mapped","2.09","10:00:5c:ed:8c:55:29:8e | 10:00:5c:ed:8c:55:29:97"
"2026-05-20","Istanbul","HW007","ig_fbprdesx101","VMware ESX","Mapped","2.09","10:00:5c:ed:8c:55:29:cd | 10:00:5c:ed:8c:55:29:df"
"2026-05-20","Istanbul","HW007","ig_fbprdesx102","VMware ESX","Mapped","2.09","10:00:5c:ed:8c:55:29:bb | 10:00:5c:ed:8c:55:29:c1"
"2026-05-20","Istanbul","HW007","ig_fbprdesx103","VMware ESX","Mapped","2.09","10:00:5c:ed:8c:55:19:46 | 10:00:5c:ed:8c:55:29:46"
"2026-05-20","Istanbul","HW007","ig_fbprdesx104","VMware ESX","Mapped","2.09","10:00:5c:ed:8c:55:19:e8 | 10:00:5c:ed:8c:55:19:fa"
"2026-05-20","Istanbul","HW007","ig_fbprdesx105","VMware ESX","Mapped","2.09","10:00:5c:ed:8c:55:19:94 | 10:00:5c:ed:8c:55:19:be"
"2026-05-20","Istanbul","HW007","BNXGSCPRDRAC02","AIX","Mapped","0.02",""
"2026-05-20","Istanbul","HW007","ig_huawei005_at37","Linux","Unmapped","0",""
"2026-05-20","Istanbul","HW007","BNXGSCPRDRAC01","AIX","Mapped","0.02",""
"2026-05-20","Istanbul","HW007","BNXMCMPRDRAC01","AIX","Mapped","0.02",""
"2026-05-20","Istanbul","HW007","BNXMCMPRDRAC02","AIX","Mapped","0.02",""
"2026-05-20","Istanbul","HW005","stotstapp03","Linux","Unmapped","0",""
"2026-05-20","Istanbul","HW005","stotstapp04","Linux","Unmapped","0",""
"2026-05-20","Istanbul","HW005","stotstapp05","Linux","Unmapped","0",""
"2026-05-20","Istanbul","HW005","SCEPRDDB03","AIX","Mapped","7.18",""
"2026-05-20","Istanbul","HW005","SCEPRDDB04","AIX","Mapped","7.18",""
"2026-05-20","Istanbul","HW005","PGMPRDSIMCAS01","Linux","Unmapped","0",""
"2026-05-20","Istanbul","HW005","PGMPRDSIMCAS02","Linux","Unmapped","0",""
"2026-05-20","Istanbul","HW005","PGMPRDSIMCAS03","Linux","Unmapped","0",""
"2026-05-20","Istanbul","HW005","VIOTSTGEN03","AIX","Unmapped","0",""
"2026-05-20","Istanbul","HW005","CSGENMST02","AIX","Unmapped","0",""
"2026-05-20","Istanbul","HW005","CSGENMST03","AIX","Unmapped","0",""
"2026-05-20","Istanbul","HW005","VPSPRDRAC01","AIX","Mapped","6.86",""
"2026-05-20","Istanbul","HW005","VPSPRDRAC02","AIX","Mapped","6.86",""
"2026-05-20","Istanbul","HW005","CSTSTPHI02","AIX","Mapped","0.49",""
"2026-05-20","Istanbul","HW005","CSTSTPHI01","AIX","Mapped","0.49",""
"2026-05-20","Istanbul","HW005","KFTTSTRAC01","AIX","Mapped","0.02",""
"2026-05-20","Istanbul","HW005","KFTTSTRAC02","AIX","Mapped","0.02",""
"2026-05-20","Istanbul","HW005","VIOTSTGEN03_GECICI","AIX","Unmapped","0","10:00:00:90:fa:b0:15:78"
"2026-05-20","Istanbul","HW005","COMPRDCLN04","Windows","Unmapped","0","10:00:00:62:0b:43:5c:36 | 10:00:00:62:0b:43:5c:93"
"2026-05-20","Istanbul","HW005","EPRPRDCLN02","Windows","Unmapped","0",""
"2026-05-20","Istanbul","HW005","SAPRDDB01","AIX","Unmapped","0",""
"2026-05-20","Istanbul","HW005","YTSPRDDB01","AIX","Unmapped","0",""
"2026-05-20","Istanbul","HW005","KKPRDDB08","Windows","Unmapped","0","10:00:70:b7:e4:20:f0:1e | 10:00:70:b7:e4:20:f0:1f | 10:00:70:b7:e4:20:f1:42 | 10:00:70:b7:e4:20:f1:43 | 10:00:70:b7:e4:20:f1:45 | 10:00:70:b7:e4:20:f1:46 | 10:00:70:b7:e4:20:f1:48 | 10:00:70:b7:e4:20:f1:49"
"2026-05-20","Istanbul","HW005","ESRPRDCLN10","Windows","Unmapped","0",""
"2026-05-20","Istanbul","HW005","ESRPRDCLN12","Windows","Unmapped","0",""
"2026-05-20","Istanbul","HW005","BNXHYPVPRDCLN01","Windows","Mapped","6.67",""
"2026-05-20","Istanbul","HW005","BNXHYPVPRDCLN02","Windows","Mapped","6.67",""
"2026-05-20","Istanbul","HW005","CLWPRDGENGPU1005","Linux","Unmapped","0",""
"2026-05-20","Istanbul","HW005","CLWPRDGENGPU1006","Linux","Unmapped","0",""
"2026-05-20","Istanbul","HW005","CLWPRDGENGPU1010","Linux","Unmapped","0",""
"2026-05-20","Istanbul","HW005","RAPRDCS01","Linux","Unmapped","0","10:00:00:05:33:64:1c:8e | 10:00:00:05:33:64:1c:8f"
"2026-05-20","Istanbul","HW005","EVAPRDRAC01","AIX","Mapped","40.34",""
"2026-05-20","Istanbul","HW005","EVAPRDRAC02","AIX","Mapped","40.34",""
"2026-05-20","Istanbul","HW005","ig_genprdrac85","AIX","Mapped","0.02",""
"2026-05-20","Istanbul","HW005","ig_genprdrac86","AIX","Mapped","0.02",""
"2026-05-20","Istanbul","HW005","INBSESCLN06","Windows","Unmapped","0",""
"2026-05-20","Istanbul","HW005","ESRPRDCLN14","Windows","Unmapped","0","10:00:00:62:0b:43:5c:cc | 10:00:00:62:0b:43:5d:09"
"2026-05-20","Istanbul","HW005","IFMPRDDB01","AIX","Unmapped","0",""
"2026-05-20","Istanbul","HW005","ELKPRDDAT14","Linux","Unmapped","0","10:00:70:b7:e4:24:0f:b7 | 10:00:70:b7:e4:24:10:28"
"2026-05-20","Istanbul","HW005","SWPRDGW01","AIX","Unmapped","0",""
"2026-05-20","Istanbul","HW005","BNXSWPRDMQ01","AIX","Mapped","0.26",""
"2026-05-20","Istanbul","HW005","BNXSWPRDMQ02","AIX","Mapped","0.26",""
"2026-05-20","Istanbul","HW005","SWPRDGW02","AIX","Unmapped","0",""
"2026-05-20","Istanbul","HW005","EBSPRDAPP21","Linux","Mapped","0.51",""
"2026-05-20","Istanbul","HW005","EBSPRDAPP22","Linux","Mapped","0.51",""
"2026-05-20","Istanbul","HW005","mbeprdcln04","Windows","Unmapped","0","10:00:00:10:9b:d8:b9:69 | 10:00:00:10:9b:d8:b9:6a | 10:00:00:10:9b:d8:f5:21 | 10:00:00:10:9b:d8:f5:22"
"2026-05-20","Istanbul","HW005","BTPRDLX_01","VMware ESX","Mapped","77.33","10:00:00:62:0b:43:53:6f | 10:00:00:62:0b:43:54:2a | 10:00:00:62:0b:43:56:0f | 10:00:00:62:0b:43:56:3f | 10:00:00:62:0b:43:56:42 | 10:00:00:62:0b:43:58:ed | 10:00:00:62:0b:43:5a:21 | 10:00:00:62:0b:43:5a:30 | 10:00:00:62:0b:43:5a:33 | 10:00:00:62:0b:43:5a:36 | 10:00:70:b7:e4:20:f0:0f | 10:00:70:b7:e4:20:f0:64 | 10:00:70:b7:e4:24:10:82 | 10:00:70:b7:e4:24:11:52 | 10:00:70:b7:e4:24:11:bd"
"2026-05-20","Istanbul","HW005","BTPRDLX_02","VMware ESX","Mapped","77.33","10:00:00:62:0b:43:54:30 | 10:00:00:62:0b:43:54:84 | 10:00:00:62:0b:43:56:24 | 10:00:00:62:0b:43:56:90 | 10:00:00:62:0b:43:59:66 | 10:00:00:62:0b:43:59:a2 | 10:00:00:62:0b:43:5a:06 | 10:00:00:62:0b:43:5a:1e | 10:00:00:62:0b:43:5a:39 | 10:00:00:62:0b:43:5a:48 | 10:00:70:b7:e4:20:f0:3d | 10:00:70:b7:e4:20:f0:6f | 10:00:70:b7:e4:24:10:1b | 10:00:70:b7:e4:24:10:e7 | 10:00:70:b7:e4:24:11:61"
"2026-05-20","Istanbul","HW005","BTPRDLX_03","VMware ESX","Mapped","77.33",""
"2026-05-20","Istanbul","HW005","BNXUCMPRDDB04","Linux","Unmapped","0","10:00:70:b7:e4:24:12:27 | 10:00:70:b7:e4:24:12:33"
"2026-05-20","Istanbul","HW005","SWPRDAPP01","AIX","Mapped","1.76",""
"2026-05-20","Istanbul","HW005","SWPRDAPP02","AIX","Mapped","1.76",""
"2026-05-20","Istanbul","HW005","CCPRDCLN16","Windows","Unmapped","0","10:00:00:62:0b:43:5c:a2 | 10:00:00:62:0b:43:5d:1b"
"2026-05-20","Istanbul","HW005","SWTSTAPP01","AIX","Mapped","0",""
"2026-05-20","Istanbul","HW005","SWTSTAPP02","AIX","Mapped","0",""
"2026-05-20","Istanbul","HW005","ATMPRDHST02","Windows","Unmapped","0",""
"2026-05-20","Istanbul","HW005","YNPRDCLN03","Windows","Unmapped","0","10:00:00:62:0b:43:61:e4 | 10:00:00:62:0b:43:61:e5 | 10:00:00:62:0b:43:62:1b | 10:00:00:62:0b:43:62:1c"
"2026-05-20","Istanbul","HW005","SDPRDDB01","AIX","Mapped","0",""
"2026-05-20","Istanbul","HW005","OCMPRDDB01","AIX","Mapped","150.74",""
"2026-05-20","Istanbul","HW005","OCMPRDDB02","AIX","Mapped","150.74",""
"2026-05-20","Istanbul","HW005","ig_fbprdesx82","VMware ESX","Mapped","0.44",""
"2026-05-20","Istanbul","HW005","MBPRDCLN06","Windows","Unmapped","0","10:00:00:62:0b:3c:12:30 | 10:00:00:62:0b:3c:12:31 | 10:00:00:62:0b:42:45:f3 | 10:00:00:62:0b:42:45:f4"
"2026-05-20","Istanbul","HW005","BNXHYPVPRDCLN03","Windows","Mapped","6.67",""
"2026-05-20","Istanbul","HW005","BNXSESPRDCLN02","Windows","Unmapped","0","10:00:70:b7:e4:24:0f:b4 | 10:00:70:b7:e4:24:11:ac"
"2026-05-20","Istanbul","HW005","CSPRDMGT01","AIX","Unmapped","0",""
"2026-05-20","Istanbul","HW005","OCMPRDRAC01","AIX","Mapped","166.02",""
"2026-05-20","Istanbul","HW005","OCMPRDRAC02","AIX","Mapped","166.02",""
"2026-05-20","Istanbul","HW005","ig_fbprdesx87","VMware ESX","Mapped","0.44",""
"2026-05-20","Istanbul","HW005","ig_fbprdesx80","VMware ESX","Mapped","0.44",""
"2026-05-20","Istanbul","HW005","ig_fbprdesx81","VMware ESX","Mapped","0.44",""
"2026-05-20","Istanbul","HW005","ig_fbprdesx79","VMware ESX","Mapped","0.44",""
"2026-05-20","Istanbul","HW005","ig_fbprdesx26","VMware ESX","Mapped","0.44",""
"2026-05-20","Istanbul","HW005","ig_fbprdesx58","VMware ESX","Mapped","0.44","10:00:00:62:0b:43:53:60 | 10:00:00:62:0b:43:54:d2"
"2026-05-20","Istanbul","HW005","ig_fbprdesx60","VMware ESX","Mapped","0.44","10:00:00:62:0b:43:58:d5 | 10:00:00:62:0b:43:59:18"
"2026-05-20","Istanbul","HW005","ig_fbprdesx59","VMware ESX","Mapped","0.44","10:00:00:62:0b:43:55:75 | 10:00:00:62:0b:43:59:33"
"2026-05-20","Istanbul","HW005","ig_fbprdesx61","VMware ESX","Mapped","0.44","10:00:00:62:0b:43:55:b4 | 10:00:00:62:0b:43:5b:33"
"2026-05-20","Istanbul","HW005","ig_fbprdesx98","VMware ESX","Mapped","0.44","10:00:70:b7:e4:24:10:ac"
"2026-05-20","Istanbul","HW005","ig_fbprdesx97","VMware ESX","Mapped","0.44",""
"2026-05-20","Istanbul","HW005","ig_fbprdesx55","VMware ESX","Mapped","0.44",""
"2026-05-20","Istanbul","HW005","ig_fbprdesx45","VMware ESX","Mapped","0.44",""
"2026-05-20","Istanbul","HW005","ig_fbprdesx46","VMware ESX","Mapped","0.44",""
"2026-05-20","Istanbul","HW005","ig_fbprdesx25","VMware ESX","Mapped","0.44",""
"2026-05-20","Istanbul","HW005","ig_fbprdesx89","VMware ESX","Mapped","0.44","10:00:70:b7:e4:20:f5:37 | 10:00:70:b7:e4:20:f5:69"
"2026-05-20","Istanbul","HW005","ig_fbprdesx93","VMware ESX","Mapped","0.44","10:00:70:b7:e4:24:0f:de | 10:00:70:b7:e4:24:0f:e2"
"2026-05-20","Istanbul","HW005","ig_fbprdesx92","VMware ESX","Mapped","0.44","10:00:70:b7:e4:13:9a:3c | 10:00:70:b7:e4:24:11:07"
"2026-05-20","Istanbul","HW005","ig_fbprdesx99","VMware ESX","Mapped","0.44","10:00:70:b7:e4:20:f4:a3 | 10:00:70:b7:e4:24:11:d5"
"2026-05-20","Istanbul","HW005","ig_fbprdesx88","VMware ESX","Mapped","0.44","10:00:70:b7:e4:20:f4:ee | 10:00:70:b7:e4:24:11:e4"
"2026-05-20","Istanbul","HW005","ig_fbprdesx86","VMware ESX","Mapped","0.44","10:00:70:b7:e4:24:12:76"
"2026-05-20","Istanbul","HW005","ig_fbprdesx85","VMware ESX","Mapped","0.44",""
"2026-05-20","Istanbul","HW005","ig_fbprdesx83","VMware ESX","Mapped","0.44",""
"2026-05-20","Istanbul","HW005","ig_fbprdesx84","VMware ESX","Mapped","0.44",""
"2026-05-20","Istanbul","HW005","ig_fbprdesx76","VMware ESX","Mapped","0.44",""
"2026-05-20","Istanbul","HW005","ig_fbprdesx74","VMware ESX","Mapped","0.44",""
"2026-05-20","Istanbul","HW005","ig_fbprdesx78","VMware ESX","Mapped","0.44",""
"2026-05-20","Istanbul","HW005","ig_fbprdesx77","VMware ESX","Mapped","0.44",""
"2026-05-20","Istanbul","HW005","ig_fbprdesx75","VMware ESX","Mapped","0.44",""
"2026-05-20","Istanbul","HW005","ig_fbprdesx68","VMware ESX","Mapped","0.44",""
"2026-05-20","Istanbul","HW005","ig_fbprdesx54","VMware ESX","Mapped","0.44",""
"2026-05-20","Istanbul","HW005","ig_fbprdesx53","VMware ESX","Mapped","0.44",""
"2026-05-20","Istanbul","HW005","ig_fbprdesx67","VMware ESX","Mapped","0.44",""
"2026-05-20","Istanbul","HW005","ig_fbprdesx66","VMware ESX","Mapped","0.44",""
"2026-05-20","Istanbul","HW005","ig_fbprdesx69","VMware ESX","Mapped","0.44",""
"2026-05-20","Istanbul","HW005","ig_fbprdesx70","VMware ESX","Mapped","0.44",""
"2026-05-20","Istanbul","HW005","ig_fbprdesx73","VMware ESX","Mapped","0.44",""
"2026-05-20","Istanbul","HW005","ig_fbprdesx72","VMware ESX","Mapped","0.44",""
"2026-05-20","Istanbul","HW005","ig_fbprdesx71","VMware ESX","Mapped","0.44",""
"2026-05-20","Istanbul","HW005","ig_fbprdesx100","VMware ESX","Mapped","0.44","10:00:5c:ed:8c:55:29:8e | 10:00:5c:ed:8c:55:29:97"
"2026-05-20","Istanbul","HW005","ig_fbprdesx101","VMware ESX","Mapped","0.44","10:00:5c:ed:8c:55:29:cd | 10:00:5c:ed:8c:55:29:df"
"2026-05-20","Istanbul","HW005","ig_fbprdesx102","VMware ESX","Mapped","0.44","10:00:5c:ed:8c:55:29:bb | 10:00:5c:ed:8c:55:29:c1"
"2026-05-20","Istanbul","HW005","ig_fbprdesx103","VMware ESX","Mapped","0.44","10:00:5c:ed:8c:55:19:46 | 10:00:5c:ed:8c:55:29:46"
"2026-05-20","Istanbul","HW005","ig_fbprdesx104","VMware ESX","Mapped","0.44","10:00:5c:ed:8c:55:19:e8 | 10:00:5c:ed:8c:55:19:fa"
