"Tarih","Lokasyon","Kabinet","Host Name","OS","Map Durumu","Provisioned (TB)","Host WWN"
"2026-05-20","Ankara","HW001_SOL5","CLWTSTDEVGPU5102","Linux","Unmapped","0","10:00:70:b7:e4:11:40:5a | 10:00:70:b7:e4:11:41:c9"
"2026-05-20","Ankara","HW001_SOL5","BNXEDPRDAPP51","Linux","Unmapped","0","10:00:5c:ed:8c:55:29:69 | 10:00:5c:ed:8c:55:89:a5"
"2026-05-20","Ankara","HW001_SOL5","SEATSTRAC52","AIX","Mapped","0.02",""
"2026-05-20","Ankara","HW001_SOL5","SEATSTRAC51","AIX","Mapped","0.02",""
"2026-05-20","Ankara","HW001_SOL5","SEADRCRAC01","AIX","Mapped","0.02",""
"2026-05-20","Ankara","HW001_SOL5","SEADRCRAC02","AIX","Mapped","0.02",""
"2026-05-20","Ankara","HW001_SOL5","GENDRCRAC01","AIX","Mapped","0.01","10:00:00:62:0b:3e:41:b4 | 10:00:00:62:0b:3e:41:b5 | 10:00:00:62:0b:3e:49:42 | 10:00:00:62:0b:3e:49:43 | 10:00:00:62:0b:3e:4c:f3 | 10:00:00:62:0b:3e:4c:f4 | 10:00:00:62:0b:3e:52:21 | 10:00:00:62:0b:3e:52:22"
"2026-05-20","Ankara","HW001_SOL5","GENDRCRAC02","AIX","Mapped","0.01","10:00:00:62:0b:3e:23:1b | 10:00:00:62:0b:3e:23:1c | 10:00:00:62:0b:3e:48:2a | 10:00:00:62:0b:3e:48:2b | 10:00:00:62:0b:3e:4c:ba | 10:00:00:62:0b:3e:4c:bb | 10:00:00:62:0b:3e:4d:1e | 10:00:00:62:0b:3e:4d:1f"
"2026-05-20","Ankara","HW002_SOL5","ig_bnxearprdcln51","Windows","Unmapped","0",""
"2026-05-20","Ankara","HW002_SOL5","SWTSTMGW50","AIX","Unmapped","0",""
"2026-05-20","Ankara","HW002_SOL5","SWTSTMGW51","AIX","Unmapped","0",""
"2026-05-20","Ankara","HW002_SOL5","ig_lsxdrcesx01","VMware ESX","Mapped","9.5",""
"2026-05-20","Ankara","HW002_SOL5","ig_lsxdrcesx02","VMware ESX","Mapped","9.5",""
"2026-05-20","Ankara","HW002_SOL5","ig_dadrckfk51","Linux","Unmapped","0",""
"2026-05-20","Ankara","HW002_SOL5","ig_dadrckfk52","Linux","Unmapped","0",""
"2026-05-20","Ankara","HW002_SOL5","ig_dadrckfk53","Linux","Unmapped","0",""
"2026-05-20","Ankara","HW002_SOL5","ig_dadrckfk54","Linux","Unmapped","0",""
"2026-05-20","Ankara","HW002_SOL5","ig_dadrckfk55","Linux","Unmapped","0",""
"2026-05-20","Ankara","HW002_SOL5","ig_ebststdmz51","Linux","Unmapped","0",""
"2026-05-20","Ankara","HW002_SOL5","ig_gendrcrac85","AIX","Mapped","0.02",""
"2026-05-20","Ankara","HW002_SOL5","ig_gendrcrac86","AIX","Mapped","0.02",""
"2026-05-20","Ankara","HW002_SOL5","CLWDRCGENGPU1105","Linux","Unmapped","0",""
"2026-05-20","Ankara","HW002_SOL5","CLWDRCGENGPU1103","Linux","Unmapped","0",""
"2026-05-20","Ankara","HW002_SOL5","ig_ffdrcdb03","Linux","Unmapped","0",""
"2026-05-20","Ankara","HW002_SOL5","LSXPRDRAC91","Linux","Mapped","6.02",""
"2026-05-20","Ankara","HW002_SOL5","LSXPRDRAC92","Linux","Mapped","6.02",""
"2026-05-20","Ankara","HW002_SOL5","ig_oddrcrac01","AIX","Mapped","0.02","10:00:00:62:0b:3e:24:57 | 10:00:00:62:0b:3e:24:58 | 10:00:00:62:0b:3e:43:78 | 10:00:00:62:0b:3e:43:79 | 10:00:00:62:0b:3e:48:84 | 10:00:00:62:0b:3e:48:85 | 10:00:00:62:0b:3e:49:99 | 10:00:00:62:0b:3e:49:9a"
"2026-05-20","Ankara","HW002_SOL5","ig_oddrcrac02","AIX","Mapped","0.02","10:00:00:62:0b:3e:24:33 | 10:00:00:62:0b:3e:24:34 | 10:00:00:62:0b:3e:40:ea | 10:00:00:62:0b:3e:40:eb | 10:00:00:62:0b:3e:49:5a | 10:00:00:62:0b:3e:49:5b | 10:00:00:62:0b:3e:4d:00 | 10:00:00:62:0b:3e:4d:01"
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx23","VMware ESX","Mapped","8",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx22","VMware ESX","Mapped","8",""
"2026-05-20","Ankara","HW002_SOL5","EDTSTDB51","AIX","Unmapped","0",""
"2026-05-20","Ankara","HW002_SOL5","ig_cbdrcrac01","AIX","Mapped","0","10:00:00:62:0b:3e:1f:1b | 10:00:00:62:0b:3e:1f:1c | 10:00:00:62:0b:3e:1f:33 | 10:00:00:62:0b:3e:1f:34 | 10:00:00:62:0b:3e:1f:72 | 10:00:00:62:0b:3e:1f:73 | 10:00:00:62:0b:3e:49:b4 | 10:00:00:62:0b:3e:49:b5"
"2026-05-20","Ankara","HW002_SOL5","ig_cbdrcrac02","AIX","Mapped","0","10:00:00:62:0b:3e:32:1b | 10:00:00:62:0b:3e:32:1c | 10:00:00:62:0b:3e:40:f9 | 10:00:00:62:0b:3e:40:fa | 10:00:00:62:0b:3e:41:c3 | 10:00:00:62:0b:3e:41:c4 | 10:00:00:62:0b:42:8a:72 | 10:00:00:62:0b:42:8a:73"
"2026-05-20","Ankara","HW002_SOL5","ATLTSTRAC51","AIX","Mapped","1",""
"2026-05-20","Ankara","HW002_SOL5","ATLTSTRAC52","AIX","Mapped","1",""
"2026-05-20","Ankara","HW002_SOL5","CBPREDB91","AIX","Unmapped","0",""
"2026-05-20","Ankara","HW002_SOL5","ccdrccln15","Windows","Unmapped","0",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx03","VMware ESX","Unmapped","0",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx06","VMware ESX","Unmapped","0",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx09","VMware ESX","Unmapped","0",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx10","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx11","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx12","VMware ESX","Unmapped","0","10:00:00:62:0b:43:6d:ea | 10:00:00:62:0b:43:6d:ed"
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx13","VMware ESX","Unmapped","0","10:00:00:62:0b:43:5a:57 | 10:00:00:62:0b:43:6e:4e"
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx14","VMware ESX","Unmapped","0","10:00:00:62:0b:43:5a:fc | 10:00:00:62:0b:43:5b:18"
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx15","VMware ESX","Unmapped","0","10:00:00:62:0b:43:6d:fc | 10:00:00:62:0b:43:6e:60"
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx16","VMware ESX","Unmapped","0","10:00:00:62:0b:43:5b:c9 | 10:00:00:62:0b:43:6e:30"
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx17","VMware ESX","Unmapped","0","10:00:00:62:0b:43:5b:9c | 10:00:00:62:0b:43:5b:ae"
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx18","VMware ESX","Unmapped","0","10:00:00:62:0b:43:6d:db | 10:00:00:62:0b:43:6e:21"
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx19","VMware ESX","Unmapped","0","10:00:00:62:0b:43:5a:c3 | 10:00:00:62:0b:43:5b:c3"
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx20","VMware ESX","Unmapped","0","10:00:00:62:0b:43:6d:d2 | 10:00:00:62:0b:43:6e:4b"
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx21","VMware ESX","Unmapped","0","10:00:00:62:0b:43:5b:b4 | 10:00:00:62:0b:43:5b:b7"
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx24","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx25","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx26","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx27","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx28","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx29","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx30","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx31","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx32","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx33","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx34","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx35","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx36","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx37","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx38","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx39","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx40","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx41","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx42","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx43","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx44","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx45","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx46","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx47","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx48","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx49","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx50","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx51","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx52","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx53","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx54","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx55","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx56","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx57","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx58","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx59","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx60","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx61","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx62","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx63","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx64","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx65","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx66","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx67","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx68","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx69","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx70","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx71","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx72","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_btdrclx73","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_sfddrcvm01","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_sfddrcvm02","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_sfddrcvm03","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_sfddrcvm04","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_sfddrcvm05","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_sfddrcvm06","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_sfddrcvm07","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","ig_sfddrcvm08","VMware ESX","Mapped","7.17",""
"2026-05-20","Ankara","HW002_SOL5","KFTDRCRAC01","AIX","Mapped","0.02",""
"2026-05-20","Ankara","HW002_SOL5","KFTDRCRAC02","AIX","Mapped","0.02",""
"2026-05-20","Ankara","HW002_SOL5","OCMDRCRAC01","AIX","Mapped","0.02",""
"2026-05-20","Ankara","HW002_SOL5","OCMDRCRAC02","AIX","Mapped","0.02",""
"2026-05-20","Ankara","HW002_SOL5","CFRDRCRAC01","AIX","Mapped","0.02",""
"2026-05-20","Ankara","HW002_SOL5","CFRDRCRAC02","AIX","Mapped","0.02",""
"2026-05-20","Ankara","HW002_SOL5","ig_bnxmcmtstrac51","AIX","Mapped","1.07",""
"2026-05-20","Ankara","HW002_SOL5","ig_bnxmcmtstrac52","AIX","Mapped","1.07",""
"2026-05-20","Ankara","HW002_SOL5","ig_bnxsesprdcln01","Windows","Unmapped","0",""
"2026-05-20","Ankara","HW002_SOL5","ig_esrdrccln09","Windows","Unmapped","0",""
"2026-05-20","Ankara","HW002_SOL5","ig_bnxgsctstrac51","AIX","Mapped","2.07",""
"2026-05-20","Ankara","HW002_SOL5","ig_bnxgsctstrac52","AIX","Mapped","2.07",""
"2026-05-20","Ankara","HW002_SOL5","CBTSTKPS51","AIX","Unmapped","0",""
"2026-05-20","Ankara","HW002_SOL5","ig_backupdrc5250-01","Linux","Unmapped","0",""
"2026-05-20","Ankara","HW002_SOL5","EVADRCRAC01","AIX","Mapped","40.02",""
"2026-05-20","Ankara","HW002_SOL5","EVADRCRAC02","AIX","Mapped","40.02",""
"2026-05-20","Ankara","HW002_SOL5","CBTSTRAC97","AIX","Mapped","150.02",""
"2026-05-20","Ankara","HW002_SOL5","CBTSTRAC98","AIX","Mapped","150.02",""
"2026-05-20","Ankara","HW002_SOL5","FBDRCVM_1","VMware ESX","Mapped","109.4","10:00:00:62:0b:43:5b:a2 | 10:00:00:62:0b:43:5b:b1 | 10:00:00:62:0b:43:5c:18 | 10:00:00:62:0b:43:5c:27 | 10:00:00:62:0b:43:5c:ba | 10:00:00:62:0b:43:5d:2a | 10:00:00:62:0b:43:5d:36 | 10:00:00:62:0b:43:5d:4b | 10:00:00:62:0b:43:5d:54 | 10:00:00:62:0b:43:5d:c0 | 10:00:00:62:0b:43:5e:00 | 10:00:00:62:0b:43:5e:09 | 10:00:00:62:0b:43:5e:39 | 10:00:00:62:0b:43:5e:45 | 10:00:00:62:0b:43:5e:48 | 10:00:00:62:0b:43:5e:7b | 10:00:00:62:0b:43:5e:7e | 10:00:00:62:0b:43:5e:93 | 10:00:00:62:0b:43:5e:b1 | 10:00:00:62:0b:43:6e:6c"
"2026-05-20","Ankara","HW002_SOL5","FBDRCVM_2","VMware ESX","Mapped","109.4",""
"2026-05-20","Ankara","HW002_SOL5","FBDRCVM_3","VMware ESX","Mapped","109.4",""
"2026-05-20","Ankara","HW002_SOL5","FBDRCVM_4","VMware ESX","Mapped","109.4",""
"2026-05-20","Ankara","HW002_SOL5","FBDRCVM_5","VMware ESX","Mapped","109.4",""
"2026-05-20","Ankara","HW002_SOL5","CBDRCLX01","VMware ESX","Unmapped","0","10:00:5c:ed:8c:55:29:33 | 10:00:5c:ed:8c:55:29:39"
"2026-05-20","Ankara","HW002_SOL5","CBDRCLX02","VMware ESX","Mapped","5","10:00:5c:ed:8c:55:c7:87 | 10:00:5c:ed:8c:55:c7:9f"
"2026-05-20","Ankara","HW002_SOL5","CBDRCLX03","VMware ESX","Unmapped","0","10:00:5c:ed:8c:55:89:27 | 10:00:5c:ed:8c:55:89:b4"
"2026-05-20","Ankara","HW002_SOL5","CBDRCLX04","VMware ESX","Mapped","5","10:00:5c:ed:8c:55:29:1b | 10:00:5c:ed:8c:55:29:7b"
"2026-05-20","Ankara","HW002_SOL5","CBDRCLX05","VMware ESX","Unmapped","0","10:00:5c:ed:8c:55:c7:a2 | 10:00:5c:ed:8c:55:c7:cc"
"2026-05-20","Ankara","HW002_SOL5","CBDRCLX06","VMware ESX","Mapped","5","10:00:5c:ed:8c:55:89:de | 10:00:5c:ed:8c:55:99:0c"
"2026-05-20","Ankara","HW002_SOL5","CBDRCLX07","VMware ESX","Unmapped","0","10:00:5c:ed:8c:55:89:99 | 10:00:5c:ed:8c:55:89:c9"
"2026-05-20","Ankara","HW002_SOL5","CBDRCLX08","VMware ESX","Mapped","5","10:00:5c:ed:8c:55:89:9c | 10:00:5c:ed:8c:55:89:a2"
"2026-05-20","Ankara","HW002_SOL5","YNDRCCLN03","Windows","Unmapped","0",""
"2026-05-20","Ankara","HW002_SOL5","ESRDRCCLN13","Windows","Unmapped","0",""
"2026-05-20","Ankara","HW002_SOL5","ig_esrdrccln11","Windows","Unmapped","0",""
"2026-05-20","Ankara","HW002_SOL5","ANSIBLE_TEST","Windows","Unmapped","0",""
"2026-05-20","Ankara","HW002_SOL5","CLWTSTDEVGPU5103","Linux","Unmapped","0",""
"2026-05-20","Ankara","HW002_SOL5","SEATSTRAC52","AIX","Mapped","0.02",""
"2026-05-20","Ankara","HW002_SOL5","SEATSTRAC51","AIX","Mapped","0.02",""
"2026-05-20","Ankara","HW002_SOL5","SEADRCRAC01","AIX","Mapped","0.02",""
"2026-05-20","Ankara","HW002_SOL5","SEADRCRAC02","AIX","Mapped","0.02",""
"2026-05-20","Ankara","HW002_SOL5","YTSDRCRES01","AIX","Unmapped","0",""
"2026-05-20","Ankara","HW002_SOL5","FEDRCDB02","Linux","Unmapped","0",""
"2026-05-20","Ankara","HW002_SOL5","ECMDRCRAC03","AIX","Mapped","24.07",""
"2026-05-20","Ankara","HW002_SOL5","ECMDRCRAC04","AIX","Mapped","24.07",""
"2026-05-20","Ankara","HW002_SOL5","GGDRCDB01","Linux","Mapped","2.5","10:00:00:10:9b:dd:c4:48 | 10:00:00:10:9b:dd:c5:5a"
"2026-05-20","Ankara","HW002_SOL5","GGDRCDB02","Linux","Mapped","2.5","10:00:00:10:9b:dd:9f:42 | 10:00:00:10:9b:dd:9f:cc"
"2026-05-20","Ankara","HW002_SOL5","BNXSECPOCAPP51","Linux","Unmapped","0","10:00:00:10:9b:dd:c3:c6 | 10:00:00:10:9b:dd:c4:7b"
